#sim_number, id, t_peak, amp_scale, P, new_length, offset, a_qpp, B, t_e, phi, sn, r, sn_red
644 , 636991 , 265.95166 , 9.28023 , 14.43346 , 216.50189 , 48.31373 , 6.49616 , 0.00000 , 43.30038 , 4.92294 , 3.00000 , 0.93127 , 18.04899
645 , 251888 , 155.20917 , 12.40909 , 19.50964 , 292.64454 , 25.74710 , 8.68637 , 0.00000 , 58.52891 , 4.53509 , 3.00000 , 0.95475 , 16.96487
646 , 993732 , 143.45121 , 7.99587 , 11.96922 , 179.53836 , 79.81573 , 5.59711 , 0.00000 , 35.90767 , 5.89453 , 3.00000 , 0.96930 , 18.34920
647 , 389194 , 191.55816 , 9.19225 , 17.81963 , 267.29440 , 6.08198 , 6.43458 , 0.00000 , 53.45888 , 1.50979 , 3.00000 , 0.90497 , 17.66105
648 , 422158 , 253.80107 , 10.61962 , 13.58269 , 203.74042 , 45.94081 , 7.43374 , 0.00000 , 40.74808 , 0.98941 , 3.00000 , 0.88407 , 18.89859
649 , 521349 , 151.26669 , 9.13851 , 14.14805 , 212.22079 , 95.30090 , 6.39696 , 0.00000 , 42.44416 , 3.39082 , 3.00000 , 0.90666 , 17.53487
650 , 717065 , 238.13313 , 9.94066 , 10.34900 , 155.23504 , 88.82528 , 6.95846 , 0.00000 , 31.04701 , 0.29693 , 3.00000 , 0.98371 , 16.02442
651 , 878669 , 297.55525 , 8.86108 , 7.81823 , 117.27340 , 5.46111 , 6.20276 , 0.00000 , 23.45468 , 4.02975 , 3.00000 , 0.90832 , 16.34273
652 , 51519 , 77.60887 , 9.70781 , 6.78832 , 101.82487 , 77.47259 , 6.79546 , 0.00000 , 20.36497 , 3.67698 , 3.00000 , 0.86367 , 16.63915
653 , 384826 , 110.35512 , 8.95177 , 17.73421 , 266.01312 , 98.47450 , 6.26624 , 0.00000 , 53.20262 , 4.14669 , 3.00000 , 0.97778 , 16.93786
654 , 933670 , 151.60877 , 7.28110 , 16.10477 , 241.57157 , 99.32437 , 5.09677 , 0.00000 , 48.31431 , 5.28074 , 3.00000 , 0.81650 , 15.52824
655 , 411381 , 210.69500 , 9.30563 , 14.96478 , 224.47172 , 42.10404 , 6.51394 , 0.00000 , 44.89434 , 1.31675 , 3.00000 , 0.94100 , 17.02474
656 , 901281 , 79.82314 , 9.21270 , 14.17152 , 212.57275 , 93.03830 , 6.44889 , 0.00000 , 42.51455 , 1.32350 , 3.00000 , 0.86424 , 16.31581
657 , 646632 , 228.21405 , 10.54907 , 17.21285 , 258.19273 , 53.02398 , 7.38435 , 0.00000 , 51.63855 , 1.01845 , 3.00000 , 0.83165 , 19.52512
658 , 463009 , 34.18913 , 13.23869 , 8.11851 , 121.77758 , 5.92279 , 9.26708 , 0.00000 , 24.35552 , 1.21210 , 3.00000 , 0.86670 , 16.58803
659 , 904388 , 190.94028 , 10.45753 , 12.33571 , 185.03567 , 68.43388 , 7.32027 , 0.00000 , 37.00713 , 4.01994 , 3.00000 , 0.85710 , 17.32482
660 , 865242 , 208.55145 , 8.82965 , 13.26978 , 199.04667 , 73.38869 , 6.18076 , 0.00000 , 39.80933 , 3.99469 , 4.00000 , 0.86015 , 17.03512
661 , 472989 , 252.16666 , 6.11695 , 10.17440 , 152.61595 , 13.67383 , 4.28187 , 0.00000 , 30.52319 , 3.52393 , 4.00000 , 0.94326 , 16.47039
662 , 958718 , 253.67030 , 11.60213 , 9.48873 , 142.33102 , 52.18710 , 8.12149 , 0.00000 , 28.46620 , 4.02677 , 4.00000 , 0.89609 , 17.29205
663 , 809745 , 23.31358 , 6.72664 , 8.90947 , 133.64202 , 87.63649 , 4.70865 , 0.00000 , 26.72840 , 1.60702 , 4.00000 , 0.90554 , 18.41224
664 , 284818 , 188.09927 , 8.59423 , 14.75506 , 221.32585 , 3.37782 , 6.01596 , 0.00000 , 44.26517 , 4.38601 , 4.00000 , 0.97768 , 17.49529
665 , 670092 , 55.20331 , 8.94128 , 11.11906 , 166.78597 , 32.24740 , 6.25889 , 0.00000 , 33.35719 , 4.39533 , 4.00000 , 0.89058 , 16.44143
666 , 722367 , 97.71335 , 8.79928 , 16.96704 , 254.50562 , 60.41096 , 6.15949 , 0.00000 , 50.90112 , 0.92766 , 4.00000 , 0.96993 , 17.01041
667 , 733629 , 293.82342 , 10.81759 , 8.97182 , 134.57733 , 31.61386 , 7.57231 , 0.00000 , 26.91547 , 4.52536 , 4.00000 , 0.92584 , 16.19166
668 , 792136 , 106.67785 , 8.84615 , 16.76808 , 251.52115 , 23.99052 , 6.19230 , 0.00000 , 50.30423 , 5.94460 , 4.00000 , 0.93396 , 16.59912
669 , 350768 , 102.39971 , 10.37875 , 17.75404 , 266.31057 , 19.64560 , 7.26512 , 0.00000 , 53.26211 , 4.33544 , 4.00000 , 0.83551 , 18.41025
670 , 201209 , 244.05276 , 11.28797 , 6.95354 , 104.30304 , 61.37709 , 7.90158 , 0.00000 , 20.86061 , 4.54493 , 4.00000 , 0.86373 , 16.69559
671 , 621942 , 63.76307 , 9.07735 , 19.07058 , 286.05876 , 38.22850 , 6.35415 , 0.00000 , 57.21175 , 3.14490 , 4.00000 , 0.98139 , 15.71773
672 , 797072 , 65.49693 , 7.31233 , 8.70350 , 130.55256 , 91.28503 , 5.11863 , 0.00000 , 26.11051 , 4.80391 , 4.00000 , 0.95372 , 14.16286
673 , 484259 , 85.04702 , 11.37507 , 18.33981 , 275.09712 , 32.03678 , 7.96255 , 0.00000 , 55.01942 , 1.53188 , 4.00000 , 0.90495 , 17.20194
674 , 999748 , 158.17615 , 9.83051 , 18.16903 , 272.53543 , 84.53599 , 6.88136 , 0.00000 , 54.50709 , 5.07835 , 4.00000 , 0.94208 , 15.77136
675 , 969595 , 168.63214 , 9.53506 , 18.05284 , 270.79261 , 73.01306 , 6.67454 , 0.00000 , 54.15852 , 2.80522 , 4.00000 , 0.84671 , 17.31328
676 , 782270 , 132.58655 , 10.81948 , 10.91984 , 163.79760 , 52.63251 , 7.57364 , 0.00000 , 32.75952 , 0.37401 , 4.00000 , 0.93578 , 17.57351
677 , 717983 , 78.41512 , 8.65219 , 19.96445 , 299.46680 , 35.71755 , 6.05653 , 0.00000 , 59.89336 , 3.67489 , 4.00000 , 0.87671 , 17.19415
678 , 368423 , 41.51533 , 12.38596 , 8.72940 , 130.94097 , 36.53417 , 8.67017 , 0.00000 , 26.18819 , 2.52941 , 4.00000 , 0.88004 , 17.49657
679 , 915522 , 169.33738 , 13.29956 , 18.72809 , 280.92137 , 81.42455 , 9.30969 , 0.00000 , 56.18427 , 6.27763 , 4.00000 , 0.90387 , 18.12994
680 , 156186 , 192.76615 , 14.30658 , 10.08240 , 151.23599 , 58.84677 , 10.01461 , 0.00000 , 30.24720 , 2.57591 , 5.00000 , 0.84383 , 16.28270
681 , 856924 , 163.27803 , 8.05254 , 7.73135 , 115.97032 , 33.92783 , 5.63677 , 0.00000 , 23.19406 , 3.44507 , 5.00000 , 0.97989 , 17.72755
682 , 691348 , 107.02333 , 9.50648 , 13.08608 , 196.29121 , 99.12517 , 6.65454 , 0.00000 , 39.25824 , 1.06592 , 5.00000 , 0.98263 , 16.74087
683 , 913260 , 149.22189 , 8.15001 , 9.30505 , 139.57568 , 61.43669 , 5.70501 , 0.00000 , 27.91514 , 1.86065 , 5.00000 , 0.96261 , 17.10878
684 , 844598 , 86.53867 , 15.82791 , 15.22987 , 228.44808 , 30.11908 , 11.07954 , 0.00000 , 45.68962 , 2.54963 , 5.00000 , 0.85372 , 17.48372
685 , 682482 , 84.82707 , 10.11289 , 16.52108 , 247.81620 , 60.55513 , 7.07902 , 0.00000 , 49.56324 , 2.39934 , 5.00000 , 0.89840 , 16.97771
686 , 683369 , 259.74300 , 9.92347 , 14.16580 , 212.48694 , 9.29174 , 6.94643 , 0.00000 , 42.49739 , 5.39875 , 5.00000 , 0.88121 , 17.37054
687 , 140160 , 103.66733 , 8.37025 , 8.79470 , 131.92049 , 58.80835 , 5.85917 , 0.00000 , 26.38410 , 3.19402 , 5.00000 , 0.93049 , 16.09695
688 , 844177 , 141.55609 , 11.32277 , 18.11492 , 271.72377 , 43.80786 , 7.92594 , 0.00000 , 54.34475 , 2.31883 , 5.00000 , 0.81819 , 18.33099
689 , 917486 , 113.01917 , 13.82186 , 16.37763 , 245.66449 , 60.26812 , 9.67530 , 0.00000 , 49.13290 , 3.90131 , 5.00000 , 0.81532 , 16.00653
690 , 460449 , 91.60866 , 9.77077 , 19.69835 , 295.47529 , 26.48281 , 6.83954 , 0.00000 , 59.09506 , 3.07540 , 5.00000 , 0.97401 , 16.04189
691 , 951133 , 12.29911 , 8.61307 , 12.79172 , 191.87583 , 93.24066 , 6.02915 , 0.00000 , 38.37517 , 3.08009 , 5.00000 , 0.84650 , 17.78897
692 , 679124 , 100.59157 , 10.63715 , 15.24963 , 228.74445 , 45.60554 , 7.44600 , 0.00000 , 45.74889 , 2.72037 , 5.00000 , 0.93641 , 15.24834
693 , 319820 , 97.16083 , 9.72387 , 13.14329 , 197.14936 , 0.57531 , 6.80671 , 0.00000 , 39.42987 , 3.84909 , 5.00000 , 0.85852 , 18.08930
694 , 930232 , 95.24935 , 7.22768 , 17.53693 , 263.05395 , 89.20892 , 5.05938 , 0.00000 , 52.61079 , 1.09772 , 5.00000 , 0.84406 , 17.93716
695 , 839073 , 243.19085 , 10.37296 , 16.26848 , 244.02726 , 52.87949 , 7.26107 , 0.00000 , 48.80545 , 3.40754 , 5.00000 , 0.94797 , 17.91300
696 , 656388 , 43.85596 , 6.79249 , 14.09755 , 211.46329 , 35.71197 , 4.75474 , 0.00000 , 42.29266 , 1.03882 , 5.00000 , 0.86122 , 17.41706
697 , 58988 , 175.65091 , 10.68836 , 15.73258 , 235.98875 , 81.99173 , 7.48186 , 0.00000 , 47.19775 , 3.53103 , 5.00000 , 0.94499 , 16.18358
698 , 638535 , 148.30316 , 11.88723 , 19.69689 , 295.45341 , 97.99314 , 8.32106 , 0.00000 , 59.09068 , 3.25514 , 5.00000 , 0.83985 , 17.25409
699 , 157616 , 147.57980 , 12.16411 , 18.11098 , 271.66469 , 22.69828 , 8.51488 , 0.00000 , 54.33294 , 6.26841 , 5.00000 , 0.87715 , 19.70826
700 , 18524 , 163.14453 , 10.19185 , 15.05025 , 225.75370 , 35.46361 , 5.09592 , 0.00000 , 45.15074 , 4.05577 , 1.00000 , 0.92720 , 16.62015
701 , 931907 , 33.11715 , 9.67903 , 10.58515 , 158.77719 , 57.44230 , 4.83951 , 0.00000 , 31.75544 , 1.91570 , 1.00000 , 0.91520 , 16.99075
702 , 60944 , 172.10922 , 12.45085 , 11.63442 , 174.51634 , 11.03414 , 6.22542 , 0.00000 , 34.90327 , 2.07925 , 1.00000 , 0.86419 , 17.67889
703 , 417073 , 157.58350 , 8.82618 , 10.97864 , 164.67958 , 45.94875 , 4.41309 , 0.00000 , 32.93592 , 0.81259 , 1.00000 , 0.93616 , 16.97395
704 , 300558 , 29.62000 , 6.73821 , 7.13020 , 106.95300 , 11.67778 , 3.36911 , 0.00000 , 21.39060 , 6.01642 , 1.00000 , 0.85471 , 16.38322
705 , 405299 , 47.99710 , 10.16206 , 12.02443 , 180.36642 , 61.12108 , 5.08103 , 0.00000 , 36.07328 , 1.66711 , 1.00000 , 0.93656 , 15.09521
706 , 580363 , 190.66034 , 8.78622 , 12.20712 , 183.10683 , 65.09488 , 4.39311 , 0.00000 , 36.62137 , 5.11859 , 1.00000 , 0.92546 , 17.14442
707 , 673386 , 172.98439 , 8.05878 , 19.36504 , 290.47553 , 5.17443 , 4.02939 , 0.00000 , 58.09511 , 3.46391 , 1.00000 , 0.96105 , 17.39847
708 , 740737 , 39.01482 , 13.51698 , 10.87877 , 163.18158 , 13.46872 , 6.75849 , 0.00000 , 32.63632 , 1.55817 , 1.00000 , 0.83020 , 17.31720
709 , 880129 , 31.70694 , 11.46216 , 14.05734 , 210.86005 , 0.00444 , 5.73108 , 0.00000 , 42.17201 , 5.62836 , 1.00000 , 0.98112 , 16.85731
710 , 31961 , 138.74759 , 8.71018 , 19.84955 , 297.74320 , 89.77000 , 4.35509 , 0.00000 , 59.54864 , 5.25057 , 1.00000 , 0.97495 , 16.98481
711 , 38117 , 91.18544 , 13.78940 , 11.59999 , 173.99990 , 49.19951 , 6.89470 , 0.00000 , 34.79998 , 1.50961 , 1.00000 , 0.83680 , 16.28863
712 , 923639 , 93.06120 , 9.22487 , 19.14605 , 287.19082 , 33.07679 , 4.61243 , 0.00000 , 57.43816 , 3.41629 , 1.00000 , 0.91112 , 16.37623
713 , 595369 , 101.78968 , 8.26924 , 12.57682 , 188.65235 , 19.22800 , 4.13462 , 0.00000 , 37.73047 , 3.85010 , 1.00000 , 0.86502 , 17.69204
714 , 535585 , 225.37961 , 9.83807 , 11.21624 , 168.24363 , 42.95666 , 4.91904 , 0.00000 , 33.64873 , 3.02208 , 1.00000 , 0.89419 , 16.27476
715 , 463756 , 60.58370 , 10.24209 , 7.17096 , 107.56441 , 58.03367 , 5.12104 , 0.00000 , 21.51288 , 3.93141 , 1.00000 , 0.81605 , 17.28888
716 , 257946 , 147.51623 , 11.69216 , 16.49893 , 247.48399 , 30.79708 , 5.84608 , 0.00000 , 49.49680 , 0.41507 , 1.00000 , 0.96041 , 18.58693
717 , 701697 , 73.79511 , 8.89728 , 13.32620 , 199.89296 , 7.41365 , 4.44864 , 0.00000 , 39.97859 , 2.33525 , 1.00000 , 0.94419 , 16.56913
718 , 724591 , 177.49527 , 13.16999 , 12.88637 , 193.29553 , 99.79720 , 6.58500 , 0.00000 , 38.65911 , 1.01684 , 1.00000 , 0.85353 , 16.73919
719 , 656415 , 147.14354 , 7.54063 , 13.46231 , 201.93458 , 10.10224 , 3.77031 , 0.00000 , 40.38692 , 1.18265 , 1.00000 , 0.82903 , 14.81258
720 , 721405 , 293.46471 , 11.95928 , 9.16794 , 137.51912 , 14.08322 , 5.97964 , 0.00000 , 27.50382 , 3.21779 , 2.00000 , 0.90335 , 15.31110
721 , 761483 , 225.10629 , 11.98986 , 16.68752 , 250.31284 , 94.14006 , 5.99493 , 0.00000 , 50.06257 , 0.02474 , 2.00000 , 0.88110 , 17.78622
722 , 533754 , 102.91048 , 10.15203 , 6.73618 , 101.04267 , 7.35610 , 5.07602 , 0.00000 , 20.20853 , 0.47588 , 2.00000 , 0.96758 , 16.90238
723 , 120160 , 237.42140 , 13.55395 , 8.23919 , 123.58786 , 34.91174 , 6.77697 , 0.00000 , 24.71757 , 5.71567 , 2.00000 , 0.82735 , 17.54599
724 , 676175 , 175.03826 , 7.38470 , 18.85383 , 282.80741 , 59.95918 , 3.69235 , 0.00000 , 56.56148 , 0.91541 , 2.00000 , 0.88469 , 17.06284
725 , 915031 , 39.19199 , 8.88019 , 12.39284 , 185.89258 , 49.47575 , 4.44009 , 0.00000 , 37.17852 , 0.45624 , 2.00000 , 0.97136 , 17.40730
726 , 898872 , 201.26885 , 8.87716 , 14.62187 , 219.32800 , 76.57200 , 4.43858 , 0.00000 , 43.86560 , 1.73289 , 2.00000 , 0.83735 , 19.15320
727 , 316382 , 48.09303 , 9.24576 , 8.43384 , 126.50761 , 61.85434 , 4.62288 , 0.00000 , 25.30152 , 1.17818 , 2.00000 , 0.82810 , 16.44208
728 , 264039 , 126.08262 , 10.93284 , 9.59749 , 143.96235 , 0.04571 , 5.46642 , 0.00000 , 28.79247 , 3.04162 , 2.00000 , 0.88807 , 15.96257
729 , 799024 , 63.70653 , 10.52331 , 17.62459 , 264.36880 , 77.85318 , 5.26166 , 0.00000 , 52.87376 , 1.02029 , 2.00000 , 0.81348 , 16.05920
730 , 827011 , 131.44267 , 9.16713 , 6.98555 , 104.78330 , 41.10661 , 4.58356 , 0.00000 , 20.95666 , 4.87024 , 2.00000 , 0.87423 , 17.13477
731 , 119509 , 86.10769 , 7.08898 , 12.64643 , 189.69649 , 27.15124 , 3.54449 , 0.00000 , 37.93930 , 0.32277 , 2.00000 , 0.97753 , 17.78233
732 , 781430 , 361.70935 , 16.64123 , 8.49826 , 127.47384 , 61.63246 , 8.32061 , 0.00000 , 25.49477 , 1.74667 , 2.00000 , 0.96344 , 17.82596
733 , 183956 , 206.00237 , 8.10375 , 13.48006 , 202.20085 , 74.19977 , 4.05187 , 0.00000 , 40.44017 , 3.62447 , 2.00000 , 0.92815 , 17.95852
734 , 713414 , 110.76367 , 5.93220 , 15.22474 , 228.37112 , 40.97157 , 2.96610 , 0.00000 , 45.67422 , 1.81063 , 2.00000 , 0.91825 , 16.04276
735 , 825616 , 205.75497 , 8.50268 , 13.59903 , 203.98538 , 8.23247 , 4.25134 , 0.00000 , 40.79708 , 3.00126 , 2.00000 , 0.93507 , 16.65914
736 , 916621 , 192.62403 , 7.41829 , 13.00268 , 195.04024 , 78.15792 , 3.70914 , 0.00000 , 39.00805 , 6.04505 , 2.00000 , 0.82233 , 17.72477
737 , 642856 , 185.85255 , 9.09189 , 13.14734 , 197.21014 , 46.29342 , 4.54594 , 0.00000 , 39.44203 , 0.22800 , 2.00000 , 0.93088 , 16.92319
738 , 677831 , 17.93697 , 10.79092 , 12.29467 , 184.42002 , 98.46343 , 5.39546 , 0.00000 , 36.88400 , 2.90320 , 2.00000 , 0.89716 , 18.32212
739 , 581756 , 64.77383 , 10.14582 , 11.29616 , 169.44233 , 56.51615 , 5.07291 , 0.00000 , 33.88847 , 1.31448 , 2.00000 , 0.97724 , 17.63265
740 , 892451 , 235.08492 , 8.63104 , 9.64164 , 144.62466 , 36.15402 , 4.31552 , 0.00000 , 28.92493 , 1.89556 , 3.00000 , 0.97550 , 18.60805
741 , 578387 , 26.72373 , 11.34681 , 10.62878 , 159.43165 , 34.34217 , 5.67340 , 0.00000 , 31.88633 , 5.03238 , 3.00000 , 0.98114 , 17.79678
742 , 746203 , 308.92577 , 11.39345 , 12.03273 , 180.49096 , 84.96421 , 5.69673 , 0.00000 , 36.09819 , 2.80701 , 3.00000 , 0.90900 , 16.72838
743 , 363761 , 16.32210 , 8.69261 , 17.26412 , 258.96185 , 42.92573 , 4.34631 , 0.00000 , 51.79237 , 0.40640 , 3.00000 , 0.96563 , 15.76665
744 , 540983 , 244.70747 , 11.14113 , 6.88697 , 103.30456 , 24.05599 , 5.57057 , 0.00000 , 20.66091 , 2.25852 , 3.00000 , 0.97924 , 18.01558
745 , 399739 , 252.34625 , 8.92111 , 8.29802 , 124.47024 , 29.83655 , 4.46055 , 0.00000 , 24.89405 , 0.33522 , 3.00000 , 0.88773 , 18.09678
746 , 595029 , 40.92064 , 10.28509 , 12.86157 , 192.92348 , 50.00708 , 5.14254 , 0.00000 , 38.58470 , 3.83920 , 3.00000 , 0.83165 , 15.48572
747 , 233310 , 149.68088 , 10.48118 , 9.85585 , 147.83775 , 65.81865 , 5.24059 , 0.00000 , 29.56755 , 2.88243 , 3.00000 , 0.90982 , 19.07922
748 , 324925 , 123.30809 , 6.81028 , 11.30311 , 169.54659 , 38.36782 , 3.40514 , 0.00000 , 33.90932 , 2.24536 , 3.00000 , 0.91932 , 17.48384
749 , 16809 , 344.90395 , 7.92316 , 8.23155 , 123.47320 , 6.00346 , 3.96158 , 0.00000 , 24.69464 , 0.66643 , 3.00000 , 0.88740 , 16.99417
750 , 794897 , 125.00250 , 6.28629 , 19.77686 , 296.65297 , 58.27040 , 3.14314 , 0.00000 , 59.33059 , 2.86911 , 3.00000 , 0.91519 , 18.12179
751 , 59253 , 101.22272 , 9.22093 , 7.91066 , 118.65994 , 85.30016 , 4.61047 , 0.00000 , 23.73199 , 5.75664 , 3.00000 , 0.89877 , 17.43257
752 , 256273 , 100.25597 , 10.59276 , 9.82686 , 147.40285 , 59.30475 , 5.29638 , 0.00000 , 29.48057 , 2.91691 , 3.00000 , 0.98236 , 18.27953
753 , 428035 , 31.44405 , 12.13404 , 17.09575 , 256.43625 , 91.49743 , 6.06702 , 0.00000 , 51.28725 , 2.75643 , 3.00000 , 0.82974 , 16.44566
754 , 842642 , 31.13247 , 8.26161 , 16.04114 , 240.61710 , 21.99794 , 4.13081 , 0.00000 , 48.12342 , 4.51441 , 3.00000 , 0.82002 , 18.30804
755 , 596787 , 257.24496 , 8.27341 , 8.51165 , 127.67471 , 27.06933 , 4.13671 , 0.00000 , 25.53494 , 3.13839 , 3.00000 , 0.95313 , 17.95175
756 , 37753 , 97.99124 , 13.40528 , 11.34207 , 170.13098 , 75.48198 , 6.70264 , 0.00000 , 34.02620 , 1.04169 , 3.00000 , 0.94944 , 17.44241
757 , 563340 , 24.51802 , 10.37042 , 19.92654 , 298.89811 , 80.32350 , 5.18521 , 0.00000 , 59.77962 , 0.20799 , 3.00000 , 0.94409 , 17.22621
758 , 441082 , 44.68375 , 10.25029 , 16.45942 , 246.89127 , 4.98292 , 5.12515 , 0.00000 , 49.37825 , 4.24398 , 3.00000 , 0.85685 , 16.40251
759 , 943351 , 359.74094 , 8.87341 , 8.86706 , 133.00584 , 65.13198 , 4.43670 , 0.00000 , 26.60117 , 0.68800 , 3.00000 , 0.85499 , 16.45171
760 , 64910 , 200.92223 , 11.32239 , 7.48418 , 112.26269 , 68.12282 , 5.66119 , 0.00000 , 22.45254 , 4.47470 , 4.00000 , 0.92472 , 19.98703
761 , 700879 , 132.76867 , 8.32007 , 7.99947 , 119.99207 , 52.21793 , 4.16003 , 0.00000 , 23.99841 , 3.43288 , 4.00000 , 0.98296 , 15.77206
762 , 360292 , 244.21145 , 13.05174 , 9.60505 , 144.07573 , 29.21450 , 6.52587 , 0.00000 , 28.81515 , 1.54583 , 4.00000 , 0.85209 , 16.32128
763 , 54378 , 150.71386 , 10.72279 , 10.22887 , 153.43310 , 8.89167 , 5.36140 , 0.00000 , 30.68662 , 3.62189 , 4.00000 , 0.84702 , 17.24522
764 , 442257 , 286.42087 , 11.36691 , 11.44283 , 171.64246 , 11.81023 , 5.68346 , 0.00000 , 34.32849 , 2.81461 , 4.00000 , 0.94901 , 18.53746
765 , 905406 , 119.96963 , 11.29928 , 17.21750 , 258.26248 , 27.96330 , 5.64964 , 0.00000 , 51.65250 , 4.52446 , 4.00000 , 0.87051 , 17.08024
766 , 403466 , 156.99137 , 9.40324 , 9.78913 , 146.83690 , 39.56863 , 4.70162 , 0.00000 , 29.36738 , 3.87863 , 4.00000 , 0.83566 , 15.06243
767 , 850904 , 141.91110 , 11.48839 , 14.83807 , 222.57106 , 92.86088 , 5.74420 , 0.00000 , 44.51421 , 0.86520 , 4.00000 , 0.93900 , 17.87204
768 , 776880 , 153.04876 , 12.46856 , 18.44310 , 276.64651 , 35.03407 , 6.23428 , 0.00000 , 55.32930 , 4.56255 , 4.00000 , 0.86407 , 16.54356
769 , 807200 , 249.14674 , 6.87742 , 7.54399 , 113.15987 , 36.52022 , 3.43871 , 0.00000 , 22.63197 , 0.41615 , 4.00000 , 0.89736 , 15.79454
770 , 900041 , 352.49985 , 7.95663 , 9.77976 , 146.69633 , 36.20004 , 3.97832 , 0.00000 , 29.33927 , 2.25160 , 4.00000 , 0.85843 , 17.13714
771 , 446175 , 57.63513 , 12.59962 , 12.17734 , 182.66017 , 87.34154 , 6.29981 , 0.00000 , 36.53203 , 0.34958 , 4.00000 , 0.91610 , 18.40891
772 , 380392 , 92.77967 , 11.13459 , 19.65938 , 294.89064 , 72.99384 , 5.56730 , 0.00000 , 58.97813 , 0.03242 , 4.00000 , 0.96252 , 17.55853
773 , 942227 , 208.28425 , 10.94678 , 6.84205 , 102.63074 , 89.40569 , 5.47339 , 0.00000 , 20.52615 , 2.41425 , 4.00000 , 0.90716 , 15.91376
774 , 384353 , 31.71903 , 9.25915 , 9.98971 , 149.84558 , 10.82639 , 4.62957 , 0.00000 , 29.96912 , 2.66210 , 4.00000 , 0.88404 , 17.28542
775 , 977159 , 266.20749 , 9.90448 , 15.36245 , 230.43674 , 8.93746 , 4.95224 , 0.00000 , 46.08735 , 2.06433 , 4.00000 , 0.89855 , 16.02412
776 , 269183 , 33.73201 , 9.56027 , 14.75608 , 221.34116 , 14.91495 , 4.78013 , 0.00000 , 44.26823 , 0.39118 , 4.00000 , 0.86386 , 16.73726
777 , 364863 , 25.11572 , 10.66730 , 18.47687 , 277.15301 , 67.96259 , 5.33365 , 0.00000 , 55.43060 , 0.16312 , 4.00000 , 0.94266 , 17.20976
778 , 752115 , 186.13969 , 6.67116 , 13.75959 , 206.39388 , 19.57232 , 3.33558 , 0.00000 , 41.27878 , 2.15079 , 4.00000 , 0.95344 , 16.83252
779 , 183908 , 36.88013 , 8.71212 , 16.72748 , 250.91214 , 78.00302 , 4.35606 , 0.00000 , 50.18243 , 5.31781 , 4.00000 , 0.98730 , 17.66802
780 , 367284 , 106.15371 , 10.51278 , 19.71068 , 295.66024 , 11.15961 , 5.25639 , 0.00000 , 59.13205 , 0.91048 , 5.00000 , 0.91343 , 15.65270
781 , 921089 , 200.25539 , 10.41335 , 14.69303 , 220.39546 , 62.89159 , 5.20668 , 0.00000 , 44.07909 , 4.25682 , 5.00000 , 0.95762 , 17.66139
782 , 233900 , 70.46196 , 12.52407 , 17.90295 , 268.54426 , 15.05783 , 6.26203 , 0.00000 , 53.70885 , 4.38940 , 5.00000 , 0.81852 , 17.72971
783 , 694887 , 80.31342 , 9.15644 , 17.81918 , 267.28763 , 73.02514 , 4.57822 , 0.00000 , 53.45753 , 5.61335 , 5.00000 , 0.89639 , 17.43311
784 , 625440 , 103.39619 , 8.91421 , 16.84350 , 252.65247 , 71.13679 , 4.45710 , 0.00000 , 50.53049 , 2.02422 , 5.00000 , 0.88382 , 17.14718
785 , 330654 , 43.96093 , 13.20047 , 15.03835 , 225.57521 , 80.79868 , 6.60024 , 0.00000 , 45.11504 , 0.13754 , 5.00000 , 0.85820 , 16.39942
786 , 204699 , 212.02166 , 6.98999 , 19.14904 , 287.23553 , 90.04450 , 3.49499 , 0.00000 , 57.44711 , 1.13727 , 5.00000 , 0.81208 , 18.79124
787 , 966735 , 51.32381 , 14.72779 , 7.45459 , 111.81888 , 94.88006 , 7.36390 , 0.00000 , 22.36378 , 0.35748 , 5.00000 , 0.91300 , 17.16246
