#sim_number, id, t_peak, amp_scale, P, new_length, offset, a_qpp, B, t_e, phi, sn, r, sn_red
1620 , 482389 , 161.93369 , 9.15043 , 17.57462 , 263.61931 , 4.24950 , 0.00000 , 0.00000 , 87.87310 , 4.67032 , 1.00000 , 0.96632 , 15.83253
1621 , 499694 , 232.18511 , 6.24480 , 15.53269 , 232.99041 , 27.88110 , 0.00000 , 0.00000 , 77.66347 , 3.54590 , 1.00000 , 0.89288 , 17.29920
1622 , 389437 , 22.64790 , 11.38223 , 16.46607 , 246.99099 , 2.69231 , 0.00000 , 0.00000 , 82.33033 , 1.73735 , 1.00000 , 0.91044 , 18.52424
1623 , 660268 , 166.40101 , 8.43508 , 8.65129 , 129.76942 , 91.46522 , 0.00000 , 0.00000 , 43.25647 , 3.80216 , 1.00000 , 0.84222 , 17.19206
1624 , 544784 , 248.58846 , 10.98605 , 13.05912 , 195.88679 , 50.50737 , 0.00000 , 0.00000 , 65.29560 , 3.85014 , 1.00000 , 0.87363 , 16.35387
1625 , 865408 , 305.18644 , 10.33936 , 9.01760 , 135.26398 , 52.00234 , 0.00000 , 0.00000 , 45.08799 , 4.12311 , 1.00000 , 0.96437 , 16.60485
1626 , 572944 , 290.54625 , 9.26817 , 10.01529 , 150.22932 , 81.61665 , 0.00000 , 0.00000 , 50.07644 , 1.66239 , 1.00000 , 0.98528 , 15.98338
1627 , 671559 , 129.40240 , 7.72310 , 15.12878 , 226.93170 , 10.10093 , 0.00000 , 0.00000 , 75.64390 , 0.02396 , 1.00000 , 0.87651 , 18.48735
1628 , 574886 , 105.05306 , 12.39192 , 19.10770 , 286.61554 , 14.70533 , 0.00000 , 0.00000 , 95.53851 , 1.25752 , 1.00000 , 0.85375 , 17.09267
1629 , 237374 , 68.57382 , 9.65957 , 11.74692 , 176.20377 , 84.97004 , 0.00000 , 0.00000 , 58.73459 , 0.11986 , 1.00000 , 0.84736 , 15.52297
1630 , 57376 , 59.38245 , 10.58410 , 17.93843 , 269.07641 , 98.95428 , 0.00000 , 0.00000 , 89.69214 , 1.16740 , 1.00000 , 0.90646 , 16.22358
1631 , 648914 , 120.37748 , 5.21455 , 19.00351 , 285.05267 , 47.21294 , 0.00000 , 0.00000 , 95.01756 , 1.67150 , 1.00000 , 0.83997 , 18.90168
1632 , 701261 , 195.36664 , 11.61329 , 16.32582 , 244.88723 , 88.02198 , 0.00000 , 0.00000 , 81.62908 , 5.49135 , 1.00000 , 0.94609 , 17.12092
1633 , 527227 , 28.76428 , 12.14642 , 8.07106 , 121.06591 , 12.92754 , 0.00000 , 0.00000 , 40.35530 , 3.38479 , 1.00000 , 0.88442 , 18.08342
1634 , 656110 , 212.97829 , 7.80428 , 18.99440 , 284.91599 , 45.16306 , 0.00000 , 0.00000 , 94.97200 , 2.45181 , 1.00000 , 0.92473 , 16.96060
1635 , 553404 , 324.42744 , 11.19121 , 11.66303 , 174.94551 , 98.28619 , 0.00000 , 0.00000 , 58.31517 , 1.22681 , 1.00000 , 0.93327 , 17.40284
1636 , 533717 , 17.66916 , 10.17108 , 15.91677 , 238.75148 , 81.09740 , 0.00000 , 0.00000 , 79.58383 , 4.95705 , 1.00000 , 0.95159 , 16.41539
1637 , 308779 , 33.32260 , 8.23497 , 8.91858 , 133.77869 , 77.75087 , 0.00000 , 0.00000 , 44.59290 , 3.34785 , 1.00000 , 0.81381 , 16.33509
1638 , 180926 , 167.86482 , 8.03712 , 13.80452 , 207.06773 , 64.63386 , 0.00000 , 0.00000 , 69.02258 , 0.35442 , 1.00000 , 0.82183 , 16.54582
1639 , 290025 , 186.63472 , 6.68503 , 17.47699 , 262.15478 , 88.02956 , 0.00000 , 0.00000 , 87.38493 , 5.10193 , 1.00000 , 0.89598 , 16.95199
1640 , 781340 , 142.51915 , 9.71626 , 14.22665 , 213.39976 , 41.05900 , 0.00000 , 0.00000 , 71.13325 , 0.60290 , 1.00000 , 0.84151 , 17.37463
1641 , 216912 , 98.36167 , 9.35027 , 8.66191 , 129.92859 , 25.33260 , 0.00000 , 0.00000 , 43.30953 , 1.89049 , 1.00000 , 0.85683 , 14.40131
1642 , 393335 , 101.67757 , 6.88853 , 16.09785 , 241.46777 , 66.12550 , 0.00000 , 0.00000 , 80.48926 , 3.32705 , 1.00000 , 0.81836 , 16.76253
1643 , 923445 , 376.55200 , 11.86297 , 7.91790 , 118.76850 , 82.80556 , 0.00000 , 0.00000 , 39.58950 , 3.21797 , 1.00000 , 0.81766 , 17.79495
1644 , 532970 , 166.13261 , 7.93554 , 18.08241 , 271.23608 , 3.89063 , 0.00000 , 0.00000 , 90.41203 , 5.53019 , 1.00000 , 0.89079 , 16.79390
1645 , 635362 , 166.80218 , 10.42751 , 10.54279 , 158.14182 , 51.96221 , 0.00000 , 0.00000 , 52.71394 , 0.09981 , 1.00000 , 0.95798 , 16.04727
1646 , 83188 , 115.80616 , 15.04885 , 19.20818 , 288.12276 , 6.91291 , 0.00000 , 0.00000 , 96.04092 , 2.94277 , 1.00000 , 0.83723 , 15.18638
1647 , 517383 , 107.70184 , 10.79535 , 9.58066 , 143.70994 , 62.83822 , 0.00000 , 0.00000 , 47.90331 , 4.16972 , 1.00000 , 0.94399 , 15.80696
1648 , 891987 , 61.36498 , 11.36797 , 17.05097 , 255.76451 , 67.75015 , 0.00000 , 0.00000 , 85.25484 , 2.51205 , 1.00000 , 0.95720 , 16.52017
1649 , 249293 , 81.96153 , 13.74570 , 17.42270 , 261.34047 , 5.58080 , 0.00000 , 0.00000 , 87.11349 , 5.31750 , 1.00000 , 0.96465 , 17.16499
1650 , 35053 , 236.76403 , 9.91713 , 12.46273 , 186.94093 , 0.11147 , 0.00000 , 0.00000 , 62.31364 , 2.61253 , 1.00000 , 0.88827 , 17.71655
1651 , 591391 , 239.97370 , 8.32753 , 17.31678 , 259.75176 , 64.53025 , 0.00000 , 0.00000 , 86.58392 , 1.53449 , 1.00000 , 0.90741 , 16.76719
1652 , 246031 , 244.23724 , 13.52958 , 13.90531 , 208.57961 , 59.69882 , 0.00000 , 0.00000 , 69.52654 , 0.16442 , 1.00000 , 0.87585 , 17.21617
1653 , 971948 , 59.17032 , 10.29839 , 19.80253 , 297.03796 , 13.48113 , 0.00000 , 0.00000 , 99.01265 , 4.84027 , 1.00000 , 0.87842 , 16.29393
1654 , 543299 , 333.28433 , 10.19847 , 11.05795 , 165.86918 , 88.11172 , 0.00000 , 0.00000 , 55.28973 , 4.42102 , 1.00000 , 0.89598 , 16.54867
1655 , 990488 , 78.23693 , 10.90004 , 15.04801 , 225.72018 , 43.68197 , 0.00000 , 0.00000 , 75.24006 , 1.32720 , 1.00000 , 0.82260 , 17.15107
1656 , 415780 , 116.88512 , 5.25979 , 10.54542 , 158.18132 , 20.61341 , 0.00000 , 0.00000 , 52.72711 , 3.29031 , 1.00000 , 0.97763 , 16.08674
1657 , 921512 , 136.05791 , 9.49859 , 11.31414 , 169.71210 , 20.59613 , 0.00000 , 0.00000 , 56.57070 , 5.97051 , 1.00000 , 0.93102 , 17.60562
1658 , 592875 , 168.79477 , 11.87769 , 16.84693 , 252.70388 , 40.20999 , 0.00000 , 0.00000 , 84.23463 , 3.51006 , 1.00000 , 0.94915 , 16.25079
1659 , 312608 , 62.87207 , 11.18352 , 15.55411 , 233.31162 , 62.27852 , 0.00000 , 0.00000 , 77.77054 , 3.71301 , 1.00000 , 0.97111 , 17.25557
1660 , 169549 , 120.12746 , 12.32232 , 7.36711 , 110.50663 , 37.27449 , 0.00000 , 0.00000 , 36.83554 , 5.24423 , 1.00000 , 0.85489 , 17.96059
1661 , 350686 , 170.47709 , 9.97508 , 10.89008 , 163.35117 , 74.50555 , 0.00000 , 0.00000 , 54.45039 , 1.72158 , 1.00000 , 0.81514 , 15.74566
1662 , 727890 , 188.77105 , 10.99861 , 19.96651 , 299.49769 , 29.37622 , 0.00000 , 0.00000 , 99.83256 , 0.77354 , 1.00000 , 0.88139 , 16.49824
1663 , 802331 , 103.19673 , 7.53079 , 6.94112 , 104.11680 , 56.34795 , 0.00000 , 0.00000 , 34.70560 , 3.04159 , 1.00000 , 0.84017 , 16.54692
1664 , 428824 , 188.52219 , 5.20541 , 14.38922 , 215.83831 , 77.82114 , 0.00000 , 0.00000 , 71.94610 , 1.82323 , 1.00000 , 0.81065 , 17.45283
1665 , 414584 , 259.83317 , 7.32577 , 12.20506 , 183.07583 , 49.95029 , 0.00000 , 0.00000 , 61.02528 , 3.96562 , 1.00000 , 0.98216 , 15.23859
1666 , 126858 , 84.04412 , 14.69767 , 13.04763 , 195.71450 , 41.59815 , 0.00000 , 0.00000 , 65.23817 , 3.70655 , 1.00000 , 0.91719 , 15.70897
1667 , 949997 , 89.58775 , 7.26160 , 15.83093 , 237.46401 , 54.69908 , 0.00000 , 0.00000 , 79.15467 , 0.76558 , 1.00000 , 0.81281 , 15.22724
1668 , 971638 , 104.84836 , 10.71311 , 16.19678 , 242.95174 , 46.84839 , 0.00000 , 0.00000 , 80.98391 , 2.98578 , 1.00000 , 0.90598 , 16.61012
1669 , 335751 , 167.82899 , 10.48327 , 17.33527 , 260.02902 , 8.77408 , 0.00000 , 0.00000 , 86.67634 , 5.00295 , 1.00000 , 0.86581 , 17.61702
1670 , 375242 , 129.59274 , 9.59471 , 7.98977 , 119.84655 , 58.24124 , 0.00000 , 0.00000 , 39.94885 , 5.21241 , 1.00000 , 0.98675 , 17.17246
1671 , 461245 , 179.79472 , 10.24397 , 17.82903 , 267.43541 , 10.61062 , 0.00000 , 0.00000 , 89.14514 , 5.34536 , 1.00000 , 0.92390 , 16.65635
1672 , 371436 , 133.39129 , 10.62625 , 12.72887 , 190.93311 , 62.60651 , 0.00000 , 0.00000 , 63.64437 , 1.98169 , 1.00000 , 0.90245 , 16.21935
1673 , 6674 , 95.45606 , 10.81732 , 11.83257 , 177.48855 , 36.81375 , 0.00000 , 0.00000 , 59.16285 , 4.04939 , 1.00000 , 0.83862 , 15.59075
1674 , 310615 , 198.90636 , 9.21311 , 16.22908 , 243.43627 , 15.76886 , 0.00000 , 0.00000 , 81.14542 , 1.64155 , 1.00000 , 0.90188 , 17.07542
1675 , 980532 , 222.98401 , 9.25018 , 10.32099 , 154.81491 , 90.89102 , 0.00000 , 0.00000 , 51.60497 , 6.21866 , 1.00000 , 0.89034 , 17.93661
1676 , 579295 , 80.11742 , 9.63937 , 19.94855 , 299.22830 , 43.06389 , 0.00000 , 0.00000 , 99.74277 , 3.44977 , 1.00000 , 0.84584 , 17.48105
1677 , 206899 , 77.48922 , 10.34904 , 12.37932 , 185.68975 , 11.73994 , 0.00000 , 0.00000 , 61.89658 , 0.42954 , 1.00000 , 0.84447 , 16.98866
1678 , 627353 , 233.63619 , 7.50635 , 7.62518 , 114.37764 , 16.96466 , 0.00000 , 0.00000 , 38.12588 , 3.59261 , 1.00000 , 0.95308 , 16.95282
1679 , 463709 , 303.07339 , 8.95397 , 7.31470 , 109.72057 , 83.61347 , 0.00000 , 0.00000 , 36.57352 , 2.24787 , 1.00000 , 0.83948 , 15.96832
1680 , 232649 , 190.85360 , 9.97959 , 13.77043 , 206.55642 , 67.58713 , 0.00000 , 0.00000 , 68.85214 , 3.83439 , 1.00000 , 0.81998 , 16.27880
1681 , 407184 , 24.65026 , 10.14999 , 14.29656 , 214.44838 , 29.75159 , 0.00000 , 0.00000 , 71.48279 , 3.91188 , 1.00000 , 0.87154 , 18.30550
1682 , 324066 , 280.43413 , 10.28364 , 10.89787 , 163.46805 , 38.02274 , 0.00000 , 0.00000 , 54.48935 , 5.15026 , 1.00000 , 0.82590 , 14.13934
1683 , 878785 , 65.80005 , 6.14993 , 15.23703 , 228.55540 , 17.09150 , 0.00000 , 0.00000 , 76.18513 , 3.50835 , 1.00000 , 0.93998 , 17.37741
1684 , 798004 , 146.03448 , 10.00734 , 19.25220 , 288.78306 , 64.55657 , 0.00000 , 0.00000 , 96.26102 , 0.61142 , 1.00000 , 0.94372 , 17.02457
1685 , 902053 , 78.56195 , 8.61223 , 19.22246 , 288.33690 , 39.32719 , 0.00000 , 0.00000 , 96.11230 , 1.40350 , 1.00000 , 0.97637 , 14.91683
1686 , 938627 , 228.09435 , 9.18773 , 17.84949 , 267.74235 , 41.00696 , 0.00000 , 0.00000 , 89.24745 , 5.37863 , 1.00000 , 0.83952 , 16.71343
1687 , 370998 , 101.39719 , 8.78938 , 19.49442 , 292.41633 , 51.23550 , 0.00000 , 0.00000 , 97.47211 , 3.49526 , 1.00000 , 0.95634 , 17.48192
1688 , 767841 , 175.69665 , 10.76848 , 6.98866 , 104.82988 , 27.50746 , 0.00000 , 0.00000 , 34.94329 , 2.70801 , 1.00000 , 0.83907 , 14.50185
1689 , 657135 , 130.85138 , 13.04367 , 10.71569 , 160.73538 , 90.87611 , 0.00000 , 0.00000 , 53.57846 , 4.27195 , 1.00000 , 0.98544 , 17.09826
1690 , 842938 , 35.62204 , 11.95080 , 17.82071 , 267.31065 , 16.00075 , 0.00000 , 0.00000 , 89.10355 , 2.70511 , 1.00000 , 0.81964 , 15.79613
1691 , 44752 , 178.38482 , 9.75656 , 11.02350 , 165.35254 , 13.70364 , 0.00000 , 0.00000 , 55.11751 , 3.73924 , 1.00000 , 0.82802 , 17.41351
1692 , 36667 , 230.39289 , 9.86630 , 14.69617 , 220.44260 , 82.68517 , 0.00000 , 0.00000 , 73.48087 , 1.63270 , 1.00000 , 0.97726 , 18.09939
1693 , 125012 , 141.28663 , 8.30915 , 15.85917 , 237.88754 , 9.04196 , 0.00000 , 0.00000 , 79.29585 , 4.44136 , 1.00000 , 0.95750 , 18.03399
1694 , 950432 , 197.41301 , 12.75100 , 7.55483 , 113.32249 , 32.94183 , 0.00000 , 0.00000 , 37.77416 , 5.26935 , 1.00000 , 0.97011 , 17.05890
1695 , 626300 , 218.63482 , 9.55167 , 16.03428 , 240.51423 , 34.90330 , 0.00000 , 0.00000 , 80.17141 , 5.05939 , 1.00000 , 0.87272 , 18.15027
1696 , 7880 , 108.24395 , 9.55814 , 17.33139 , 259.97087 , 0.91629 , 0.00000 , 0.00000 , 86.65696 , 5.47634 , 1.00000 , 0.95064 , 15.00162
1697 , 747987 , 109.58243 , 11.68537 , 15.30364 , 229.55464 , 93.92221 , 0.00000 , 0.00000 , 76.51821 , 5.76576 , 1.00000 , 0.85017 , 16.16679
1698 , 75364 , 175.02011 , 7.62612 , 11.89480 , 178.42205 , 13.22535 , 0.00000 , 0.00000 , 59.47402 , 3.79938 , 1.00000 , 0.81764 , 15.34682
1699 , 733006 , 42.88282 , 5.28031 , 12.60418 , 189.06275 , 90.00288 , 0.00000 , 0.00000 , 63.02092 , 5.16740 , 1.00000 , 0.97726 , 18.56602
1700 , 877858 , 167.75766 , 10.11456 , 16.94773 , 254.21594 , 74.41249 , 0.00000 , 0.00000 , 84.73865 , 2.18667 , 1.00000 , 0.98607 , 16.72339
1701 , 78787 , 46.66663 , 11.84108 , 16.72859 , 250.92880 , 96.01569 , 0.00000 , 0.00000 , 83.64293 , 0.21008 , 1.00000 , 0.93743 , 18.20298
1702 , 545765 , 184.51792 , 8.17477 , 11.33278 , 169.99169 , 85.06592 , 0.00000 , 0.00000 , 56.66390 , 0.28740 , 1.00000 , 0.94419 , 18.21733
1703 , 756346 , 77.31042 , 8.91796 , 19.80638 , 297.09575 , 0.46548 , 0.00000 , 0.00000 , 99.03192 , 2.68143 , 1.00000 , 0.87850 , 17.25205
1704 , 550965 , 178.24620 , 8.22608 , 16.76699 , 251.50491 , 70.20465 , 0.00000 , 0.00000 , 83.83497 , 3.75271 , 1.00000 , 0.84073 , 16.22458
1705 , 222642 , 52.11665 , 10.41895 , 9.73554 , 146.03307 , 41.77875 , 0.00000 , 0.00000 , 48.67769 , 2.90910 , 1.00000 , 0.95129 , 16.50648
1706 , 600387 , 108.98337 , 12.82125 , 18.79739 , 281.96085 , 65.43574 , 0.00000 , 0.00000 , 93.98695 , 3.26818 , 1.00000 , 0.85046 , 15.93085
1707 , 57273 , 291.82042 , 10.89934 , 7.72331 , 115.84963 , 6.46815 , 0.00000 , 0.00000 , 38.61654 , 1.12647 , 1.00000 , 0.94838 , 16.12636
1708 , 296547 , 343.76813 , 13.76204 , 8.27579 , 124.13691 , 58.19748 , 0.00000 , 0.00000 , 41.37897 , 6.02602 , 1.00000 , 0.85094 , 17.38804
1709 , 153361 , 117.66910 , 7.65964 , 17.48921 , 262.33809 , 95.96904 , 0.00000 , 0.00000 , 87.44603 , 1.50486 , 1.00000 , 0.81051 , 16.63034
1710 , 795126 , 61.80688 , 9.11657 , 16.72278 , 250.84166 , 47.83253 , 0.00000 , 0.00000 , 83.61389 , 2.42400 , 1.00000 , 0.89624 , 16.56537
1711 , 312421 , 42.70760 , 10.69408 , 19.19734 , 287.96009 , 25.87009 , 0.00000 , 0.00000 , 95.98670 , 3.01969 , 1.00000 , 0.86009 , 16.56013
1712 , 633499 , 152.74353 , 10.16793 , 11.97592 , 179.63876 , 62.41914 , 0.00000 , 0.00000 , 59.87959 , 3.94485 , 1.00000 , 0.85666 , 17.53965
1713 , 496147 , 171.36962 , 7.69841 , 12.63761 , 189.56411 , 9.61609 , 0.00000 , 0.00000 , 63.18804 , 5.66783 , 1.00000 , 0.95868 , 17.97671
1714 , 259592 , 113.94962 , 9.38790 , 10.87810 , 163.17149 , 81.03160 , 0.00000 , 0.00000 , 54.39050 , 1.75517 , 1.00000 , 0.93909 , 16.27509
1715 , 642966 , 89.05622 , 12.44943 , 10.07288 , 151.09320 , 25.61995 , 0.00000 , 0.00000 , 50.36440 , 1.89638 , 1.00000 , 0.88596 , 17.03211
1716 , 857730 , 293.66639 , 12.05693 , 6.71830 , 100.77445 , 31.31876 , 0.00000 , 0.00000 , 33.59148 , 5.63164 , 1.00000 , 0.98687 , 16.31920
1717 , 27666 , 223.44192 , 9.56319 , 15.89689 , 238.45340 , 38.34108 , 0.00000 , 0.00000 , 79.48447 , 5.89916 , 1.00000 , 0.95149 , 17.14593
1718 , 429898 , 244.35075 , 8.84240 , 8.27125 , 124.06868 , 4.07100 , 0.00000 , 0.00000 , 41.35623 , 4.61705 , 1.00000 , 0.84391 , 15.43552
1719 , 937249 , 206.95955 , 13.81003 , 10.90461 , 163.56921 , 60.94673 , 0.00000 , 0.00000 , 54.52307 , 1.13313 , 1.00000 , 0.83132 , 17.09767
1720 , 17482 , 48.65768 , 9.80933 , 7.11176 , 106.67641 , 40.10547 , 0.00000 , 0.00000 , 35.55880 , 4.14699 , 1.00000 , 0.97800 , 18.27523
1721 , 138484 , 223.04209 , 9.61522 , 8.99290 , 134.89356 , 49.48427 , 0.00000 , 0.00000 , 44.96452 , 3.58852 , 1.00000 , 0.95093 , 17.29866
1722 , 933814 , 75.92679 , 11.27155 , 11.29899 , 169.48488 , 98.15552 , 0.00000 , 0.00000 , 56.49496 , 4.96793 , 1.00000 , 0.88492 , 17.11017
1723 , 245526 , 79.03290 , 9.66964 , 13.34602 , 200.19027 , 65.49077 , 0.00000 , 0.00000 , 66.73009 , 5.16890 , 1.00000 , 0.87085 , 16.68552
1724 , 941719 , 55.50135 , 9.40410 , 8.73360 , 131.00403 , 67.68972 , 0.00000 , 0.00000 , 43.66801 , 5.89293 , 1.00000 , 0.89048 , 15.51496
1725 , 795116 , 121.37218 , 14.67348 , 18.51900 , 277.78498 , 44.47100 , 0.00000 , 0.00000 , 92.59499 , 3.67019 , 1.00000 , 0.94660 , 18.00267
1726 , 196970 , 28.37837 , 9.76890 , 14.18069 , 212.71042 , 44.28739 , 0.00000 , 0.00000 , 70.90347 , 0.29572 , 1.00000 , 0.94061 , 16.49388
1727 , 643987 , 127.70673 , 9.43104 , 17.40127 , 261.01909 , 51.42480 , 0.00000 , 0.00000 , 87.00636 , 5.12955 , 1.00000 , 0.83374 , 17.75682
1728 , 401302 , 16.86179 , 11.04487 , 15.55811 , 233.37159 , 66.84161 , 0.00000 , 0.00000 , 77.79053 , 3.57044 , 1.00000 , 0.81628 , 16.84881
1729 , 7904 , 82.03547 , 8.77392 , 19.44301 , 291.64512 , 2.60283 , 0.00000 , 0.00000 , 97.21504 , 1.48892 , 1.00000 , 0.90397 , 17.20684
1730 , 440560 , 73.85441 , 11.66650 , 16.74109 , 251.11636 , 73.65398 , 0.00000 , 0.00000 , 83.70545 , 0.57275 , 1.00000 , 0.85511 , 17.24959
1731 , 16400 , 134.46814 , 9.93195 , 14.25644 , 213.84659 , 75.56230 , 0.00000 , 0.00000 , 71.28220 , 2.72806 , 1.00000 , 0.92967 , 16.83084
1732 , 159427 , 90.60028 , 11.50886 , 17.03274 , 255.49109 , 45.51206 , 0.00000 , 0.00000 , 85.16370 , 5.24929 , 1.00000 , 0.95697 , 16.38375
1733 , 893109 , 191.52482 , 13.74231 , 11.37546 , 170.63187 , 36.40271 , 0.00000 , 0.00000 , 56.87729 , 5.83151 , 1.00000 , 0.83335 , 16.53548
1734 , 714523 , 120.74166 , 11.12329 , 17.97060 , 269.55901 , 38.54663 , 0.00000 , 0.00000 , 89.85300 , 2.62446 , 1.00000 , 0.85607 , 16.58332
1735 , 194797 , 77.04030 , 9.92358 , 17.89815 , 268.47219 , 15.01361 , 0.00000 , 0.00000 , 89.49073 , 5.49527 , 1.00000 , 0.84199 , 18.88291
1736 , 234783 , 17.88838 , 8.61295 , 15.39526 , 230.92886 , 75.41739 , 0.00000 , 0.00000 , 76.97629 , 1.50128 , 1.00000 , 0.92457 , 18.47771
1737 , 448341 , 85.16417 , 10.42765 , 11.41117 , 171.16755 , 8.06234 , 0.00000 , 0.00000 , 57.05585 , 3.27975 , 1.00000 , 0.82459 , 16.12460
1738 , 61976 , 152.57684 , 11.62146 , 6.82252 , 102.33778 , 46.09745 , 0.00000 , 0.00000 , 34.11259 , 2.12811 , 1.00000 , 0.88928 , 16.71541
1739 , 238166 , 138.35546 , 10.03614 , 17.75112 , 266.26680 , 44.61161 , 0.00000 , 0.00000 , 88.75560 , 2.24524 , 1.00000 , 0.85798 , 17.92620
1740 , 929269 , 105.85813 , 11.48975 , 8.19276 , 122.89140 , 78.08767 , 0.00000 , 0.00000 , 40.96380 , 2.59981 , 1.00000 , 0.85199 , 16.93861
1741 , 471197 , 298.43070 , 8.93629 , 8.57322 , 128.59826 , 65.04171 , 0.00000 , 0.00000 , 42.86609 , 3.40291 , 1.00000 , 0.88939 , 16.60161
1742 , 626253 , 213.89497 , 14.21955 , 14.55314 , 218.29710 , 77.65671 , 0.00000 , 0.00000 , 72.76570 , 1.87589 , 1.00000 , 0.86079 , 14.80121
1743 , 625122 , 43.69307 , 10.85940 , 14.99332 , 224.89983 , 59.18081 , 0.00000 , 0.00000 , 74.96661 , 1.23595 , 1.00000 , 0.92356 , 15.99268
1744 , 628586 , 246.14471 , 11.68169 , 13.51812 , 202.77178 , 69.33720 , 0.00000 , 0.00000 , 67.59059 , 5.51994 , 1.00000 , 0.87658 , 16.16185
1745 , 604462 , 166.83909 , 7.84636 , 14.37928 , 215.68914 , 98.56854 , 0.00000 , 0.00000 , 71.89638 , 3.05103 , 1.00000 , 0.98415 , 16.78983
1746 , 566216 , 183.81043 , 7.47533 , 15.14395 , 227.15929 , 4.98691 , 0.00000 , 0.00000 , 75.71976 , 4.39765 , 1.00000 , 0.83274 , 16.72497
1747 , 282502 , 93.09104 , 12.11112 , 9.81869 , 147.28041 , 33.68884 , 0.00000 , 0.00000 , 49.09347 , 3.53051 , 1.00000 , 0.86765 , 18.64962
1748 , 772780 , 186.01345 , 12.37327 , 17.47953 , 262.19296 , 65.52836 , 0.00000 , 0.00000 , 87.39765 , 2.17449 , 1.00000 , 0.82385 , 17.27703
1749 , 147091 , 112.08817 , 11.82175 , 18.06542 , 270.98127 , 60.77227 , 0.00000 , 0.00000 , 90.32709 , 0.50633 , 1.00000 , 0.85994 , 16.32794
1750 , 647764 , 209.11067 , 10.93754 , 17.08158 , 256.22375 , 89.31552 , 0.00000 , 0.00000 , 85.40792 , 4.70227 , 1.00000 , 0.98188 , 16.62851
1751 , 126427 , 46.40752 , 11.56236 , 7.72056 , 115.80834 , 93.32855 , 0.00000 , 0.00000 , 38.60278 , 3.11855 , 1.00000 , 0.98405 , 16.89292
1752 , 746963 , 105.33777 , 9.02707 , 12.73215 , 190.98218 , 61.63088 , 0.00000 , 0.00000 , 63.66073 , 3.59400 , 1.00000 , 0.97112 , 16.46870
1753 , 83858 , 184.43292 , 11.91685 , 18.72540 , 280.88106 , 8.37080 , 0.00000 , 0.00000 , 93.62702 , 5.64176 , 1.00000 , 0.95566 , 18.96241
1754 , 310994 , 40.84457 , 7.80256 , 12.12226 , 181.83391 , 86.67403 , 0.00000 , 0.00000 , 60.61130 , 0.82985 , 1.00000 , 0.87245 , 16.75263
1755 , 387628 , 31.51407 , 9.95984 , 9.60822 , 144.12330 , 77.64306 , 0.00000 , 0.00000 , 48.04110 , 1.04603 , 1.00000 , 0.85890 , 17.29198
1756 , 679563 , 244.39350 , 11.89903 , 11.40631 , 171.09458 , 92.96513 , 0.00000 , 0.00000 , 57.03153 , 5.61246 , 1.00000 , 0.93222 , 18.30240
1757 , 767780 , 12.67166 , 10.01474 , 14.02483 , 210.37242 , 12.16945 , 0.00000 , 0.00000 , 70.12414 , 0.46721 , 1.00000 , 0.93364 , 17.60770
1758 , 806194 , 146.61296 , 7.63971 , 12.91301 , 193.69508 , 44.44455 , 0.00000 , 0.00000 , 64.56503 , 5.38652 , 1.00000 , 0.86210 , 15.95895
1759 , 823239 , 137.68877 , 11.75247 , 18.86621 , 282.99315 , 81.87222 , 0.00000 , 0.00000 , 94.33105 , 4.43995 , 1.00000 , 0.89193 , 17.34420
1760 , 999828 , 247.49520 , 9.98297 , 13.38482 , 200.77227 , 35.18250 , 0.00000 , 0.00000 , 66.92409 , 6.10766 , 1.00000 , 0.97230 , 16.99663
1761 , 582866 , 301.45282 , 10.22870 , 7.31958 , 109.79377 , 35.54279 , 0.00000 , 0.00000 , 36.59792 , 3.52634 , 1.00000 , 0.98522 , 16.50979
1762 , 383078 , 142.48775 , 12.37233 , 10.68912 , 160.33679 , 3.19817 , 0.00000 , 0.00000 , 53.44560 , 0.10628 , 1.00000 , 0.87468 , 15.22300
1763 , 793227 , 272.38668 , 8.50652 , 9.99745 , 149.96181 , 68.11315 , 0.00000 , 0.00000 , 49.98727 , 5.18811 , 1.00000 , 0.83974 , 16.14890
1764 , 14103 , 21.37428 , 8.32760 , 17.32627 , 259.89409 , 26.33905 , 0.00000 , 0.00000 , 86.63136 , 3.55036 , 1.00000 , 0.96981 , 16.67241
1765 , 502728 , 47.51684 , 10.56857 , 18.99704 , 284.95567 , 26.31546 , 0.00000 , 0.00000 , 94.98522 , 2.00482 , 1.00000 , 0.81825 , 15.41207
1766 , 513930 , 33.42827 , 12.59798 , 16.81349 , 252.20240 , 5.33455 , 0.00000 , 0.00000 , 84.06747 , 2.15522 , 1.00000 , 0.88779 , 15.42520
1767 , 945918 , 200.85274 , 9.41099 , 13.09229 , 196.38432 , 85.32371 , 0.00000 , 0.00000 , 65.46144 , 5.50556 , 1.00000 , 0.83225 , 16.12303
1768 , 844696 , 11.19985 , 10.32845 , 11.74900 , 176.23501 , 64.35658 , 0.00000 , 0.00000 , 58.74500 , 2.01741 , 1.00000 , 0.97380 , 17.07197
1769 , 642400 , 51.28165 , 10.17446 , 19.50298 , 292.54472 , 24.60772 , 0.00000 , 0.00000 , 97.51491 , 2.89959 , 1.00000 , 0.91871 , 17.36169
1770 , 138682 , 85.14994 , 8.58663 , 8.80329 , 132.04930 , 55.38095 , 0.00000 , 0.00000 , 44.01643 , 0.87862 , 1.00000 , 0.91734 , 15.50003
