#sim_number, id, t_peak, C, D, amp_scale, P, new_length, offset, a_qpp, B, t_e, phi, sn, r, sn_red
24853 , 627081 , 152.00000 , 1.04330 , 0.67523 , 11.76166 , 17.42029 , 261.30438 , 70.45746 , 3.52850 , 0.00000 , 52.26088 , 3.70250 , 3.00000 , 0.92385 , 26.19725
24854 , 213722 , 265.00000 , 4.84214 , 0.90977 , 12.97939 , 12.63118 , 189.46763 , 19.04586 , 3.89382 , 0.00000 , 37.89353 , 5.02198 , 3.00000 , 0.84993 , 22.46622
24855 , 362545 , 72.00000 , 1.28902 , 0.70366 , 10.89338 , 17.40326 , 261.04896 , 5.63246 , 3.26802 , 0.00000 , 52.20979 , 0.12942 , 3.00000 , 0.85153 , 20.07813
24856 , 519477 , 141.00000 , 4.29046 , 0.90380 , 13.73128 , 12.35651 , 185.34768 , 9.75373 , 4.11938 , 0.00000 , 37.06954 , 0.17169 , 3.00000 , 0.83772 , 16.83984
24857 , 703545 , 231.00000 , 3.98173 , 0.64742 , 10.02707 , 13.71876 , 205.78141 , 59.93838 , 3.00812 , 0.00000 , 41.15628 , 0.09676 , 3.00000 , 0.83462 , 18.91884
24858 , 11735 , 140.00000 , 2.22400 , 0.33599 , 10.29351 , 12.26996 , 184.04947 , 4.90108 , 3.08805 , 0.00000 , 36.80989 , 0.87573 , 3.00000 , 0.90627 , 22.81265
24859 , 442066 , 271.00000 , 2.24814 , 0.55891 , 11.17012 , 16.66724 , 250.00857 , 16.66112 , 3.35104 , 0.00000 , 50.00171 , 2.83730 , 3.00000 , 0.94031 , 10.22576
24860 , 338425 , 249.00000 , 2.29857 , 0.59097 , 8.52377 , 11.46870 , 172.03044 , 43.19657 , 2.55713 , 0.00000 , 34.40609 , 2.01302 , 4.00000 , 0.96429 , 25.80424
24861 , 832446 , 124.00000 , 2.90030 , 0.87208 , 10.89190 , 11.02246 , 165.33692 , 55.07195 , 3.26757 , 0.00000 , 33.06738 , 6.25567 , 4.00000 , 0.85067 , 17.20152
24862 , 50310 , 332.00000 , 2.50576 , 0.55374 , 8.75555 , 9.62651 , 144.39772 , 49.13085 , 2.62666 , 0.00000 , 28.87954 , 3.86806 , 4.00000 , 0.86661 , 8.23623
24863 , 480708 , 148.00000 , 3.03691 , 0.87249 , 9.48807 , 18.60768 , 279.11514 , 81.29210 , 2.84642 , 0.00000 , 55.82303 , 0.07765 , 4.00000 , 0.91429 , 11.65309
24864 , 318373 , 344.00000 , 1.93189 , 0.76599 , 11.88042 , 7.67962 , 115.19423 , 18.34991 , 3.56413 , 0.00000 , 23.03885 , 2.63228 , 4.00000 , 0.85017 , 18.69571
24865 , 173043 , 278.00000 , 1.85540 , 0.84102 , 10.03088 , 10.41875 , 156.28129 , 5.68857 , 3.00926 , 0.00000 , 31.25626 , 5.60249 , 4.00000 , 0.92810 , 20.90932
24866 , 285299 , 229.00000 , 4.74254 , 0.44744 , 7.60883 , 11.94424 , 179.16367 , 68.03349 , 2.28265 , 0.00000 , 35.83273 , 2.83782 , 4.00000 , 0.89662 , 22.84056
24867 , 691117 , 160.00000 , 4.58097 , 0.74531 , 12.50337 , 11.75995 , 176.39925 , 3.60153 , 3.75101 , 0.00000 , 35.27985 , 1.13944 , 4.00000 , 0.89345 , 22.17935
24868 , 211470 , 338.00000 , 4.77066 , 0.99069 , 11.91827 , 9.84626 , 147.69386 , 7.03576 , 3.57548 , 0.00000 , 29.53877 , 4.46894 , 4.00000 , 0.90582 , 10.71097
24869 , 997408 , 191.00000 , 3.22765 , 0.57608 , 11.00455 , 7.44165 , 111.62471 , 30.45580 , 3.30137 , 0.00000 , 22.32494 , 3.23420 , 4.00000 , 0.85050 , 14.64145
24870 , 304358 , 156.00000 , 4.61324 , 0.38916 , 10.10444 , 10.48350 , 157.25255 , 3.71090 , 3.03133 , 0.00000 , 31.45051 , 5.40777 , 4.00000 , 0.92881 , 14.32863
24871 , 999969 , 41.00000 , 3.78466 , 0.90289 , 8.21133 , 13.00597 , 195.08957 , 60.63928 , 2.46340 , 0.00000 , 39.01791 , 4.51462 , 4.00000 , 0.87581 , 14.11457
24872 , 175806 , 101.00000 , 4.70871 , 0.84792 , 10.16631 , 12.55805 , 188.37072 , 74.34038 , 3.04989 , 0.00000 , 37.67414 , 3.84133 , 4.00000 , 0.90654 , 17.60053
24873 , 235439 , 245.00000 , 1.10724 , 0.97487 , 11.86918 , 18.13602 , 272.04033 , 52.85134 , 3.56075 , 0.00000 , 54.40807 , 1.60449 , 4.00000 , 0.85003 , 23.86080
24874 , 873356 , 304.00000 , 1.11000 , 0.40166 , 9.08583 , 10.17955 , 152.69320 , 24.56641 , 2.72575 , 0.00000 , 30.53864 , 5.53998 , 4.00000 , 0.86364 , 18.29395
24875 , 405055 , 135.00000 , 3.51803 , 0.94143 , 9.78649 , 18.94445 , 284.16669 , 88.62210 , 2.93595 , 0.00000 , 56.83334 , 4.87453 , 4.00000 , 0.91160 , 11.80526
24876 , 866245 , 225.00000 , 3.75188 , 0.62357 , 12.28489 , 16.32767 , 244.91512 , 52.92766 , 3.68547 , 0.00000 , 48.98302 , 1.41720 , 4.00000 , 0.93957 , 16.80819
24877 , 233489 , 199.00000 , 3.78690 , 0.30734 , 12.27866 , 17.84191 , 267.62865 , 69.31734 , 3.68360 , 0.00000 , 53.52573 , 1.95663 , 4.00000 , 0.94772 , 18.79764
24878 , 169629 , 74.00000 , 1.27467 , 0.97077 , 8.99533 , 12.86579 , 192.98678 , 96.98397 , 2.69860 , 0.00000 , 38.59736 , 1.14309 , 4.00000 , 0.96653 , 22.31511
24879 , 635961 , 156.00000 , 3.94259 , 0.45570 , 9.98536 , 11.82999 , 177.44989 , 61.29885 , 2.99561 , 0.00000 , 35.48998 , 4.52974 , 4.00000 , 0.87487 , 17.93848
24880 , 435113 , 61.00000 , 4.76515 , 0.34997 , 11.61937 , 19.50083 , 292.51248 , 27.69024 , 3.48581 , 0.00000 , 58.50250 , 4.13562 , 5.00000 , 0.96391 , 19.11694
24881 , 859429 , 300.00000 , 4.45969 , 0.49496 , 10.52883 , 13.34151 , 200.12271 , 44.72276 , 3.15865 , 0.00000 , 40.02454 , 0.85473 , 5.00000 , 0.94959 , 23.14769
24882 , 97146 , 114.00000 , 2.86880 , 0.93420 , 11.74139 , 17.55795 , 263.36920 , 49.64188 , 3.52242 , 0.00000 , 52.67384 , 1.79628 , 5.00000 , 0.94269 , 21.89783
24883 , 667591 , 368.00000 , 4.23913 , 0.40397 , 10.03382 , 7.72343 , 115.85145 , 53.36371 , 3.01015 , 0.00000 , 23.17029 , 3.39905 , 5.00000 , 0.83825 , 20.52955
24884 , 14624 , 300.00000 , 2.20572 , 0.36888 , 10.16952 , 10.31971 , 154.79560 , 84.34692 , 3.05086 , 0.00000 , 30.95912 , 6.14554 , 5.00000 , 0.83341 , 24.19226
24885 , 118196 , 263.00000 , 2.00481 , 0.28548 , 8.15829 , 13.32847 , 199.92698 , 97.21787 , 2.44749 , 0.00000 , 39.98540 , 1.43079 , 5.00000 , 0.85743 , 20.30277
24886 , 964611 , 214.00000 , 3.37894 , 0.80404 , 10.17667 , 9.11335 , 136.70031 , 78.21453 , 3.05300 , 0.00000 , 27.34006 , 0.02007 , 5.00000 , 0.91461 , 25.04513
24887 , 737585 , 106.00000 , 4.94269 , 0.96495 , 10.81494 , 14.88866 , 223.32994 , 86.77520 , 3.24448 , 0.00000 , 44.66599 , 1.87455 , 5.00000 , 0.83123 , 14.42243
24888 , 272368 , 331.00000 , 1.19168 , 0.41896 , 11.72398 , 9.87510 , 148.12655 , 72.57438 , 3.51719 , 0.00000 , 29.62531 , 4.48203 , 5.00000 , 0.84295 , 21.59072
24889 , 393775 , 180.00000 , 4.15204 , 0.88447 , 10.13951 , 19.26001 , 288.90020 , 74.65071 , 3.04185 , 0.00000 , 57.78004 , 4.66618 , 5.00000 , 0.93050 , 14.26910
24890 , 896525 , 176.00000 , 2.41830 , 0.56499 , 11.51530 , 17.09062 , 256.35936 , 71.38182 , 3.45459 , 0.00000 , 51.27187 , 3.51584 , 5.00000 , 0.83850 , 16.94949
24891 , 632637 , 60.00000 , 4.32846 , 0.97734 , 7.10647 , 12.66593 , 189.98899 , 13.41772 , 2.13194 , 0.00000 , 37.99780 , 1.14889 , 5.00000 , 0.91801 , 14.29630
24892 , 52165 , 335.00000 , 4.55369 , 0.25656 , 10.29624 , 13.60057 , 204.00854 , 3.67179 , 3.08887 , 0.00000 , 40.80171 , 0.62206 , 5.00000 , 0.92652 , 21.37794
24893 , 808283 , 267.00000 , 4.72565 , 0.59467 , 9.01200 , 10.05338 , 150.80063 , 66.31957 , 2.70360 , 0.00000 , 30.16013 , 4.80071 , 5.00000 , 0.94510 , 17.80422
24894 , 989506 , 210.00000 , 1.77802 , 0.64013 , 10.84038 , 9.55729 , 143.35936 , 8.96807 , 3.25211 , 0.00000 , 28.67187 , 1.27807 , 5.00000 , 0.91693 , 15.76473
24895 , 524276 , 141.00000 , 1.87171 , 0.57354 , 9.07461 , 8.34229 , 125.13429 , 83.87819 , 2.72238 , 0.00000 , 25.02686 , 5.38709 , 5.00000 , 0.95602 , 19.93666
24896 , 791207 , 276.00000 , 3.16565 , 0.79872 , 8.26659 , 15.05952 , 225.89274 , 9.19410 , 2.47998 , 0.00000 , 45.17855 , 1.06931 , 5.00000 , 0.82594 , 16.56204
24897 , 327792 , 210.00000 , 2.88507 , 0.60345 , 7.95285 , 16.41790 , 246.26844 , 77.17745 , 2.38585 , 0.00000 , 49.25369 , 5.44774 , 5.00000 , 0.97498 , 16.99724
24898 , 579199 , 152.00000 , 1.93183 , 0.35906 , 8.15678 , 19.42755 , 291.41323 , 29.43542 , 2.44703 , 0.00000 , 58.28265 , 1.07101 , 5.00000 , 0.88111 , 22.51095
24899 , 704945 , 186.00000 , 4.67742 , 0.57177 , 11.61924 , 18.78089 , 281.71331 , 99.09823 , 3.48577 , 0.00000 , 56.34266 , 1.25897 , 5.00000 , 0.95681 , 18.37298
24900 , 795894 , 204.00000 , 1.66800 , 0.96048 , 11.52496 , 16.44257 , 246.63848 , 19.85616 , 8.06747 , 0.00000 , 65.77026 , 4.11708 , 1.00000 , 0.98868 , 5.57161
24901 , 413823 , 93.00000 , 4.18770 , 0.90755 , 11.59483 , 10.39861 , 155.97914 , 42.40961 , 8.11638 , 0.00000 , 41.59444 , 4.63498 , 1.00000 , 0.87678 , 24.07650
24902 , 523308 , 221.00000 , 3.18623 , 0.52603 , 7.46607 , 12.06339 , 180.95089 , 60.56699 , 5.22625 , 0.00000 , 48.25357 , 3.24068 , 1.00000 , 0.87296 , 17.25510
24903 , 543924 , 342.00000 , 2.59000 , 0.80717 , 10.82945 , 8.87954 , 133.19317 , 97.09753 , 7.58062 , 0.00000 , 35.51818 , 0.59631 , 1.00000 , 0.83950 , 18.83092
24904 , 434108 , 162.00000 , 1.57302 , 0.96439 , 4.41735 , 15.02932 , 225.43980 , 38.70946 , 3.09214 , 0.00000 , 60.11728 , 0.35295 , 1.00000 , 0.92864 , 13.86093
24905 , 821320 , 34.00000 , 2.31672 , 0.30004 , 10.20675 , 14.03822 , 210.57333 , 16.74746 , 7.14472 , 0.00000 , 56.15289 , 0.49148 , 1.00000 , 0.86285 , 27.56870
24906 , 89726 , 182.00000 , 4.23269 , 0.73324 , 7.88517 , 13.45907 , 201.88611 , 90.54280 , 5.51962 , 0.00000 , 53.83630 , 1.17668 , 1.00000 , 0.86588 , 18.79051
24907 , 635334 , 234.00000 , 1.52532 , 0.46892 , 8.99125 , 14.59446 , 218.91684 , 37.66583 , 6.29388 , 0.00000 , 58.37782 , 2.69698 , 1.00000 , 0.81616 , 16.16611
24908 , 515666 , 178.00000 , 1.06662 , 0.38679 , 11.80861 , 18.82574 , 282.38613 , 19.38875 , 8.26603 , 0.00000 , 75.30297 , 4.26688 , 1.00000 , 0.84406 , 18.76554
24909 , 12157 , 89.00000 , 3.02955 , 0.64227 , 12.19152 , 16.35095 , 245.26428 , 2.36140 , 8.53406 , 0.00000 , 65.40381 , 1.74952 , 1.00000 , 0.94371 , 9.07515
24910 , 816009 , 230.00000 , 2.73911 , 0.76851 , 10.78590 , 15.78286 , 236.74296 , 51.10048 , 7.55013 , 0.00000 , 63.13146 , 0.87276 , 1.00000 , 0.97984 , 13.25185
24911 , 694255 , 22.00000 , 4.87377 , 0.69496 , 8.85347 , 8.16715 , 122.50726 , 45.70509 , 6.19743 , 0.00000 , 32.66860 , 4.44656 , 1.00000 , 0.83971 , 18.61340
24912 , 547049 , 231.00000 , 2.91278 , 0.89713 , 10.03127 , 8.88459 , 133.26890 , 96.85933 , 7.02189 , 0.00000 , 35.53837 , 2.56735 , 1.00000 , 0.94880 , 9.42650
24913 , 589972 , 66.00000 , 1.38592 , 0.64753 , 12.62132 , 13.86670 , 208.00050 , 5.97710 , 8.83493 , 0.00000 , 55.46680 , 5.50069 , 1.00000 , 0.85876 , 22.47481
24914 , 344842 , 230.00000 , 1.72933 , 0.58221 , 4.20503 , 7.57172 , 113.57582 , 35.83991 , 2.94352 , 0.00000 , 30.28688 , 4.90418 , 1.00000 , 0.96246 , 13.85448
24915 , 894555 , 203.00000 , 4.90352 , 0.37889 , 11.33907 , 12.30975 , 184.64624 , 53.32394 , 7.93735 , 0.00000 , 49.23900 , 1.16161 , 1.00000 , 0.87999 , 14.32439
24916 , 605037 , 198.00000 , 3.02672 , 0.27126 , 10.06656 , 10.12440 , 151.86596 , 70.08352 , 7.04659 , 0.00000 , 40.49759 , 2.20657 , 1.00000 , 0.83117 , 16.57329
24917 , 493932 , 141.00000 , 3.40507 , 0.48276 , 10.07316 , 17.17389 , 257.60837 , 7.25163 , 7.05121 , 0.00000 , 68.69556 , 0.54061 , 1.00000 , 0.97696 , 16.36950
24918 , 742464 , 161.00000 , 2.14883 , 0.42267 , 5.69233 , 10.05529 , 150.82941 , 26.88948 , 3.98463 , 0.00000 , 40.22118 , 3.14304 , 1.00000 , 0.82384 , 12.24166
24919 , 608205 , 152.00000 , 1.64461 , 0.62488 , 12.82231 , 9.50304 , 142.54560 , 48.53888 , 8.97562 , 0.00000 , 38.01216 , 5.98674 , 1.00000 , 0.83972 , 22.40003
24920 , 29045 , 118.00000 , 1.26060 , 0.41457 , 12.35526 , 12.89467 , 193.41999 , 73.48344 , 8.64868 , 0.00000 , 51.57866 , 5.18726 , 2.00000 , 0.82669 , 22.32959
24921 , 440473 , 170.00000 , 4.57868 , 0.34182 , 8.13500 , 19.72079 , 295.81179 , 27.48000 , 5.69450 , 0.00000 , 78.88314 , 4.81521 , 2.00000 , 0.83169 , 8.94058
24922 , 235401 , 151.00000 , 2.92853 , 0.87186 , 11.00673 , 11.32302 , 169.84533 , 37.94320 , 7.70471 , 0.00000 , 45.29209 , 1.03568 , 2.00000 , 0.83819 , 12.92601
24923 , 893801 , 161.00000 , 2.80380 , 0.53333 , 7.41437 , 9.40648 , 141.09719 , 25.54732 , 5.19006 , 0.00000 , 37.62592 , 6.17611 , 2.00000 , 0.93095 , 27.41102
24924 , 860032 , 72.00000 , 1.39264 , 0.47327 , 4.19343 , 8.68600 , 130.29000 , 38.38923 , 2.93540 , 0.00000 , 34.74400 , 2.28418 , 2.00000 , 0.97711 , 25.13780
24925 , 419088 , 180.00000 , 2.25284 , 0.98981 , 10.85798 , 17.63045 , 264.45670 , 95.15008 , 7.60058 , 0.00000 , 70.52179 , 3.91341 , 2.00000 , 0.95768 , 14.23596
24926 , 548077 , 270.00000 , 4.17850 , 0.94973 , 14.46861 , 15.49777 , 232.46651 , 65.06275 , 10.12803 , 0.00000 , 61.99107 , 1.69721 , 2.00000 , 0.83833 , 22.69656
24927 , 748829 , 215.00000 , 1.46206 , 0.50915 , 9.84983 , 16.45598 , 246.83971 , 19.10798 , 6.89488 , 0.00000 , 65.82392 , 3.19123 , 2.00000 , 0.94388 , 16.12221
24928 , 307423 , 221.00000 , 1.14630 , 0.92493 , 9.76435 , 18.43494 , 276.52417 , 30.41981 , 6.83505 , 0.00000 , 73.73978 , 4.84381 , 2.00000 , 0.81517 , 9.19865
24929 , 370907 , 42.00000 , 2.10789 , 0.99951 , 7.93934 , 10.67413 , 160.11191 , 45.45953 , 5.55754 , 0.00000 , 42.69651 , 2.09929 , 2.00000 , 0.84964 , 9.25028
24930 , 135617 , 96.00000 , 1.14917 , 0.84061 , 8.05560 , 15.40450 , 231.06745 , 19.40807 , 5.63892 , 0.00000 , 61.61799 , 3.67916 , 2.00000 , 0.92191 , 21.02619
24931 , 78445 , 123.00000 , 2.27422 , 0.98123 , 12.49040 , 17.58431 , 263.76461 , 66.21816 , 8.74328 , 0.00000 , 70.33723 , 0.28577 , 2.00000 , 0.98535 , 15.74883
24932 , 212388 , 383.00000 , 4.22426 , 0.59497 , 8.20720 , 7.00733 , 105.11001 , 0.36414 , 5.74504 , 0.00000 , 28.02934 , 4.54104 , 2.00000 , 0.98611 , 10.21425
24933 , 253506 , 267.00000 , 4.75091 , 0.83507 , 8.66638 , 18.03708 , 270.55623 , 68.19530 , 6.06646 , 0.00000 , 72.14833 , 4.99677 , 2.00000 , 0.87470 , 23.78339
24934 , 78311 , 123.00000 , 2.84513 , 0.50016 , 8.11586 , 10.16686 , 152.50289 , 45.63389 , 5.68110 , 0.00000 , 40.66744 , 5.93417 , 2.00000 , 0.89092 , 21.23874
24935 , 257873 , 170.00000 , 1.71607 , 0.44375 , 9.28475 , 13.22651 , 198.39761 , 45.65197 , 6.49932 , 0.00000 , 52.90603 , 0.72713 , 2.00000 , 0.92532 , 15.41460
24936 , 649505 , 79.00000 , 3.86130 , 0.76641 , 8.56029 , 17.89631 , 268.44471 , 8.12679 , 5.99220 , 0.00000 , 71.58526 , 2.00016 , 2.00000 , 0.98210 , 10.85306
24937 , 505039 , 102.00000 , 4.88275 , 0.30786 , 9.63856 , 10.59009 , 158.85138 , 96.49781 , 6.74700 , 0.00000 , 42.36037 , 3.03176 , 2.00000 , 0.98839 , 18.60031
24938 , 35539 , 134.00000 , 2.81332 , 0.98544 , 12.80627 , 19.99565 , 299.93472 , 7.91424 , 8.96439 , 0.00000 , 79.98259 , 0.59738 , 2.00000 , 0.95446 , 9.42801
24939 , 817623 , 209.00000 , 4.95648 , 0.94164 , 10.95596 , 10.34195 , 155.12919 , 3.14774 , 7.66917 , 0.00000 , 41.36779 , 3.01959 , 2.00000 , 0.82484 , 28.24751
24940 , 269676 , 182.00000 , 1.91693 , 0.59401 , 7.72873 , 9.95086 , 149.26291 , 9.22245 , 5.41011 , 0.00000 , 39.80344 , 4.49531 , 3.00000 , 0.86844 , 20.33195
24941 , 335435 , 53.00000 , 3.15477 , 0.26359 , 4.99934 , 13.03554 , 195.53313 , 69.68444 , 3.49954 , 0.00000 , 52.14217 , 3.37693 , 3.00000 , 0.91477 , 8.69853
24942 , 272138 , 173.00000 , 3.15319 , 0.90469 , 11.41051 , 12.78097 , 191.71459 , 80.45746 , 7.98736 , 0.00000 , 51.12389 , 1.43729 , 3.00000 , 0.84909 , 24.72081
24943 , 763623 , 41.00000 , 4.35683 , 0.96909 , 8.51316 , 10.11700 , 151.75506 , 24.19668 , 5.95921 , 0.00000 , 40.46802 , 5.44905 , 3.00000 , 0.94802 , 24.05856
24944 , 917665 , 335.00000 , 3.41763 , 0.44292 , 8.70547 , 12.51068 , 187.66014 , 59.82544 , 6.09383 , 0.00000 , 50.04270 , 5.40974 , 3.00000 , 0.88256 , 17.05437
24945 , 760773 , 98.00000 , 2.61729 , 0.38633 , 7.57570 , 15.58421 , 233.76310 , 37.29675 , 5.30299 , 0.00000 , 62.33683 , 4.66110 , 3.00000 , 0.84392 , 10.16562
24946 , 875369 , 64.00000 , 1.27304 , 0.73935 , 8.99475 , 18.96495 , 284.47422 , 75.40546 , 6.29633 , 0.00000 , 75.85979 , 1.88886 , 3.00000 , 0.82290 , 17.47526
24947 , 779223 , 114.00000 , 1.95640 , 0.57176 , 10.43938 , 12.95604 , 194.34065 , 77.67217 , 7.30757 , 0.00000 , 51.82417 , 3.38702 , 3.00000 , 0.82275 , 13.29183
24948 , 993393 , 34.00000 , 2.77628 , 0.85595 , 8.05263 , 16.24241 , 243.63621 , 32.17198 , 5.63684 , 0.00000 , 64.96966 , 2.32764 , 3.00000 , 0.94639 , 13.71360
24949 , 89865 , 259.00000 , 4.94068 , 0.99369 , 6.25625 , 16.41733 , 246.25997 , 85.24329 , 4.37938 , 0.00000 , 65.66932 , 3.67619 , 3.00000 , 0.85185 , 14.85905
24950 , 999288 , 328.00000 , 1.13183 , 0.41411 , 9.14401 , 11.05407 , 165.81100 , 56.32818 , 6.40081 , 0.00000 , 44.21627 , 0.95076 , 3.00000 , 0.91275 , 19.58744
24951 , 637940 , 269.00000 , 1.74635 , 0.81970 , 11.00712 , 9.88204 , 148.23064 , 12.52072 , 7.70498 , 0.00000 , 39.52817 , 5.93538 , 3.00000 , 0.87816 , 13.36880
24952 , 277010 , 274.00000 , 4.77080 , 0.33517 , 10.49128 , 15.63735 , 234.56030 , 88.20535 , 7.34390 , 0.00000 , 62.54941 , 1.01151 , 3.00000 , 0.98552 , 18.24252
24953 , 151221 , 181.00000 , 3.24755 , 0.78291 , 7.56013 , 16.52513 , 247.87691 , 43.10410 , 5.29209 , 0.00000 , 66.10051 , 0.61289 , 3.00000 , 0.94418 , 4.92911
24954 , 478644 , 301.00000 , 3.12402 , 0.42419 , 7.63517 , 12.29015 , 184.35228 , 60.21570 , 5.34462 , 0.00000 , 49.16061 , 5.69009 , 3.00000 , 0.88550 , 17.85353
24955 , 358534 , 52.00000 , 2.39408 , 0.75117 , 10.09391 , 13.61575 , 204.23632 , 47.20956 , 7.06574 , 0.00000 , 54.46302 , 2.58962 , 3.00000 , 0.87613 , 26.44840
24956 , 784250 , 23.00000 , 4.51473 , 0.71421 , 14.80578 , 9.68439 , 145.26580 , 79.47865 , 10.36405 , 0.00000 , 38.73755 , 2.38308 , 3.00000 , 0.91605 , 24.06701
24957 , 401925 , 212.00000 , 1.67496 , 0.44509 , 10.22037 , 15.71361 , 235.70408 , 38.58676 , 7.15426 , 0.00000 , 62.85442 , 4.22527 , 3.00000 , 0.87782 , 24.02875
24958 , 129520 , 105.00000 , 3.31636 , 0.37389 , 8.74008 , 17.53368 , 263.00522 , 64.97529 , 6.11806 , 0.00000 , 70.13473 , 6.17038 , 3.00000 , 0.95750 , 16.88949
24959 , 494440 , 111.00000 , 2.00862 , 0.98405 , 8.88300 , 12.61229 , 189.18436 , 51.68279 , 6.21810 , 0.00000 , 50.44916 , 5.72124 , 3.00000 , 0.90370 , 19.09542
24960 , 460533 , 75.00000 , 3.75114 , 0.39088 , 9.47352 , 9.52919 , 142.93787 , 43.22671 , 6.63146 , 0.00000 , 38.11677 , 2.49705 , 4.00000 , 0.88313 , 4.03469
24961 , 712341 , 312.00000 , 3.93051 , 0.51071 , 12.57475 , 13.78556 , 206.78343 , 56.19448 , 8.80233 , 0.00000 , 55.14225 , 5.45896 , 4.00000 , 0.91644 , 16.38679
24962 , 461973 , 122.00000 , 3.23733 , 0.78188 , 13.04308 , 16.17662 , 242.64932 , 58.43200 , 9.13016 , 0.00000 , 64.70649 , 0.04239 , 4.00000 , 0.93657 , 17.49928
24963 , 29777 , 202.00000 , 1.73262 , 0.25813 , 9.99780 , 12.86279 , 192.94191 , 72.18144 , 6.99846 , 0.00000 , 51.45118 , 0.16034 , 4.00000 , 0.89099 , 16.29105
24964 , 786843 , 319.00000 , 1.80165 , 0.26130 , 12.30206 , 12.04762 , 180.71428 , 29.13832 , 8.61144 , 0.00000 , 48.19048 , 5.69850 , 4.00000 , 0.83298 , 15.04665
24965 , 714066 , 305.00000 , 2.23313 , 0.68466 , 10.57102 , 10.64489 , 159.67331 , 81.18499 , 7.39972 , 0.00000 , 42.57955 , 5.73725 , 4.00000 , 0.92005 , 21.74198
24966 , 903567 , 33.00000 , 1.44996 , 0.49307 , 11.39118 , 9.38803 , 140.82044 , 79.53982 , 7.97383 , 0.00000 , 37.55212 , 0.05133 , 4.00000 , 0.91222 , 17.45429
24967 , 346522 , 107.00000 , 1.19281 , 0.25553 , 9.18092 , 11.49462 , 172.41937 , 89.95713 , 6.42664 , 0.00000 , 45.97850 , 5.27018 , 4.00000 , 0.81145 , 8.66560
24968 , 218949 , 244.00000 , 3.61406 , 0.82273 , 8.98687 , 15.16357 , 227.45356 , 12.22186 , 6.29081 , 0.00000 , 60.65428 , 3.02077 , 4.00000 , 0.83824 , 19.43002
24969 , 51664 , 237.00000 , 4.34843 , 0.30825 , 9.92244 , 17.19716 , 257.95738 , 19.92567 , 6.94570 , 0.00000 , 68.78864 , 5.88798 , 4.00000 , 0.96758 , 13.50602
24970 , 754755 , 123.00000 , 3.07188 , 0.30155 , 10.86446 , 8.33712 , 125.05687 , 97.57267 , 7.60512 , 0.00000 , 33.34850 , 2.90723 , 4.00000 , 0.81509 , 17.15527
24971 , 943671 , 58.00000 , 4.88510 , 0.63541 , 8.80751 , 9.38442 , 140.76635 , 71.89344 , 6.16526 , 0.00000 , 37.53769 , 6.06757 , 4.00000 , 0.90402 , 14.32885
24972 , 105282 , 333.00000 , 4.80587 , 0.38698 , 7.80081 , 10.48690 , 157.30344 , 81.70147 , 5.46057 , 0.00000 , 41.94758 , 4.78156 , 4.00000 , 0.94854 , 24.86921
24973 , 508897 , 173.00000 , 2.16287 , 0.42029 , 14.36087 , 8.14882 , 122.23224 , 67.85828 , 10.05261 , 0.00000 , 32.59526 , 3.98943 , 4.00000 , 0.95909 , 19.19880
24974 , 273500 , 46.00000 , 2.38884 , 0.49547 , 7.82921 , 15.37447 , 230.61704 , 37.06811 , 5.48044 , 0.00000 , 61.49788 , 3.53449 , 4.00000 , 0.97504 , 19.81381
24975 , 38178 , 285.00000 , 2.73679 , 0.62993 , 8.16635 , 14.14827 , 212.22409 , 63.81398 , 5.71644 , 0.00000 , 56.59309 , 1.39273 , 4.00000 , 0.96044 , 12.76850
24976 , 690466 , 197.00000 , 4.92267 , 0.55994 , 10.91167 , 10.61199 , 159.17989 , 54.67666 , 7.63817 , 0.00000 , 42.44797 , 5.56638 , 4.00000 , 0.88759 , 16.24314
24977 , 808978 , 89.00000 , 3.02589 , 0.63817 , 9.08203 , 19.42107 , 291.31605 , 19.56567 , 6.35742 , 0.00000 , 77.68428 , 5.42576 , 4.00000 , 0.88612 , 18.38197
24978 , 862801 , 387.00000 , 3.25265 , 0.27286 , 11.48746 , 7.60074 , 114.01107 , 44.56824 , 8.04122 , 0.00000 , 30.40295 , 4.26183 , 4.00000 , 0.90657 , 23.52262
24979 , 203135 , 195.00000 , 3.16951 , 0.31279 , 8.36343 , 17.30508 , 259.57619 , 11.71756 , 5.85440 , 0.00000 , 69.22032 , 3.07432 , 4.00000 , 0.95987 , 26.03565
24980 , 313297 , 79.00000 , 3.53943 , 0.65604 , 11.83091 , 16.55887 , 248.38305 , 39.49077 , 8.28163 , 0.00000 , 66.23548 , 1.30696 , 5.00000 , 0.94454 , 17.79796
24981 , 352207 , 270.00000 , 3.60079 , 0.32043 , 11.88853 , 16.82548 , 252.38227 , 72.38299 , 8.32197 , 0.00000 , 67.30194 , 3.86826 , 5.00000 , 0.88729 , 13.43772
24982 , 413843 , 237.00000 , 4.39255 , 0.97693 , 11.57949 , 12.71582 , 190.73728 , 41.42256 , 8.10564 , 0.00000 , 50.86328 , 4.31868 , 5.00000 , 0.83182 , 14.07571
24983 , 271458 , 282.00000 , 4.61037 , 0.47707 , 7.46522 , 9.49142 , 142.37135 , 68.04243 , 5.22565 , 0.00000 , 37.96569 , 1.55803 , 5.00000 , 0.83288 , 19.33979
