#sim_number, id, t_peak, C, D, amp_scale, P, new_length, offset, a_qpp, B, t_e, phi, sn, r, sn_red
21671 , 560086 , 127.00000 , 3.95597 , 0.27552 , 10.69926 , 19.82078 , 297.31170 , 36.76639 , 7.48948 , 0.00000 , 59.46234 , 3.17716 , 4.00000 , 0.89483 , 20.33266
21672 , 445836 , 31.00000 , 1.86441 , 0.76275 , 9.91574 , 12.30671 , 184.60065 , 36.40827 , 6.94102 , 0.00000 , 36.92013 , 4.64921 , 4.00000 , 0.81424 , 15.88271
21673 , 828424 , 51.00000 , 4.52697 , 0.49067 , 13.72997 , 13.42303 , 201.34543 , 8.20643 , 9.61098 , 0.00000 , 40.26909 , 2.78276 , 4.00000 , 0.86463 , 18.99875
21674 , 16045 , 234.00000 , 1.73713 , 0.62343 , 8.95413 , 10.53538 , 158.03063 , 21.05224 , 6.26789 , 0.00000 , 31.60613 , 4.78868 , 4.00000 , 0.85957 , 15.69116
21675 , 844585 , 206.00000 , 4.57811 , 0.53945 , 11.64275 , 12.18501 , 182.77519 , 39.49415 , 8.14993 , 0.00000 , 36.55504 , 1.63639 , 4.00000 , 0.85386 , 13.87492
21676 , 697866 , 87.00000 , 1.64784 , 0.73150 , 7.55365 , 16.63848 , 249.57720 , 68.66660 , 5.28755 , 0.00000 , 49.91544 , 1.44354 , 4.00000 , 0.85577 , 11.17977
21677 , 887106 , 153.00000 , 2.31296 , 0.40629 , 9.01518 , 19.44935 , 291.74022 , 17.16155 , 6.31063 , 0.00000 , 58.34804 , 5.92444 , 4.00000 , 0.85891 , 13.63935
21678 , 164607 , 242.00000 , 3.09097 , 0.39393 , 8.48475 , 17.51370 , 262.70543 , 64.57933 , 5.93933 , 0.00000 , 52.54109 , 1.20694 , 4.00000 , 0.93469 , 12.36778
21679 , 888330 , 94.00000 , 1.75095 , 0.27045 , 10.47596 , 16.53378 , 248.00667 , 27.19284 , 7.33317 , 0.00000 , 49.60133 , 2.98238 , 4.00000 , 0.82771 , 10.38817
21680 , 311424 , 163.00000 , 1.88870 , 0.27285 , 11.85555 , 18.35482 , 275.32223 , 98.96260 , 8.29889 , 0.00000 , 55.06445 , 0.50890 , 5.00000 , 0.90906 , 14.28932
21681 , 142652 , 262.00000 , 2.69987 , 0.78110 , 11.05007 , 16.66015 , 249.90231 , 81.90577 , 7.73505 , 0.00000 , 49.98046 , 2.41480 , 5.00000 , 0.91419 , 10.03475
21682 , 835456 , 193.00000 , 4.92627 , 0.88955 , 11.09440 , 15.84506 , 237.67595 , 59.72561 , 7.76608 , 0.00000 , 47.53519 , 2.98793 , 5.00000 , 0.83478 , 11.53377
21683 , 336278 , 122.00000 , 2.99173 , 0.37303 , 10.63252 , 17.72892 , 265.93379 , 43.54400 , 7.44276 , 0.00000 , 53.18676 , 6.09652 , 5.00000 , 0.92768 , 8.47902
21684 , 331268 , 208.00000 , 2.63926 , 0.99478 , 8.79693 , 9.71666 , 145.74997 , 40.38152 , 6.15785 , 0.00000 , 29.14999 , 5.55268 , 5.00000 , 0.85348 , 20.47261
21685 , 941196 , 147.00000 , 3.61551 , 0.91529 , 11.53352 , 18.14205 , 272.13076 , 55.52630 , 8.07346 , 0.00000 , 54.42615 , 6.25378 , 5.00000 , 0.86238 , 23.58801
21686 , 268221 , 357.00000 , 3.03308 , 0.72093 , 9.60785 , 8.09746 , 121.46195 , 25.02584 , 6.72550 , 0.00000 , 24.29239 , 3.58008 , 5.00000 , 0.97688 , 17.46280
21687 , 825464 , 72.00000 , 1.79268 , 0.26052 , 7.85808 , 18.03555 , 270.53331 , 39.15575 , 5.50065 , 0.00000 , 54.10666 , 2.17419 , 5.00000 , 0.90581 , 6.71325
21688 , 296707 , 177.00000 , 4.89480 , 0.78545 , 9.27117 , 19.14479 , 287.17178 , 75.08663 , 6.48982 , 0.00000 , 57.43436 , 2.14290 , 5.00000 , 0.93822 , 17.56919
21689 , 677132 , 158.00000 , 1.66143 , 0.42182 , 8.23519 , 18.91129 , 283.66942 , 90.63654 , 5.76463 , 0.00000 , 56.73388 , 3.92323 , 5.00000 , 0.88948 , 5.99277
21690 , 48732 , 187.00000 , 3.61273 , 0.91925 , 9.73674 , 17.59084 , 263.86258 , 34.60327 , 6.81572 , 0.00000 , 52.77252 , 5.64861 , 5.00000 , 0.89490 , 13.51063
21691 , 796412 , 93.00000 , 2.43803 , 0.84343 , 10.88523 , 17.64387 , 264.65812 , 7.45539 , 7.61966 , 0.00000 , 52.93162 , 2.49325 , 5.00000 , 0.98773 , 17.15985
21692 , 578671 , 80.00000 , 3.46633 , 0.32150 , 12.49909 , 10.58257 , 158.73854 , 93.61966 , 8.74936 , 0.00000 , 31.74771 , 1.23430 , 5.00000 , 0.83367 , 16.86821
21693 , 633159 , 258.00000 , 4.04643 , 0.47462 , 10.63817 , 16.37927 , 245.68910 , 79.32036 , 7.44672 , 0.00000 , 49.13782 , 5.30583 , 5.00000 , 0.92020 , 18.49711
21694 , 877797 , 114.00000 , 3.70013 , 0.42625 , 11.55311 , 7.95084 , 119.26261 , 51.75511 , 8.08718 , 0.00000 , 23.85252 , 4.45945 , 5.00000 , 0.89948 , 17.85947
21695 , 207124 , 319.00000 , 2.52142 , 0.53026 , 11.17128 , 12.31864 , 184.77967 , 85.36670 , 7.81989 , 0.00000 , 36.95593 , 1.58697 , 5.00000 , 0.89624 , 21.88622
21696 , 168152 , 47.00000 , 3.66047 , 0.58419 , 11.53178 , 6.96966 , 104.54489 , 85.54972 , 8.07224 , 0.00000 , 20.90898 , 0.26054 , 5.00000 , 0.95992 , 6.62670
21697 , 449657 , 178.00000 , 3.84956 , 0.98648 , 11.36629 , 18.43086 , 276.46294 , 72.84123 , 7.95640 , 0.00000 , 55.29259 , 4.57151 , 5.00000 , 0.89868 , 11.86380
21698 , 276195 , 85.00000 , 2.35323 , 0.43523 , 6.79524 , 8.51594 , 127.73908 , 66.69060 , 4.75667 , 0.00000 , 25.54782 , 0.43216 , 5.00000 , 0.87791 , 12.96873
21699 , 358498 , 186.00000 , 4.62762 , 0.50263 , 9.12457 , 19.26583 , 288.98741 , 89.95115 , 6.38720 , 0.00000 , 57.79748 , 5.39035 , 5.00000 , 0.92339 , 19.06582
21700 , 737872 , 368.00000 , 4.38055 , 0.54318 , 8.92234 , 9.27777 , 139.16657 , 34.02173 , 4.46117 , 0.00000 , 27.83331 , 3.44943 , 1.00000 , 0.92398 , 14.57677
21701 , 161065 , 167.00000 , 3.84640 , 0.72451 , 8.85484 , 13.24251 , 198.63767 , 40.79547 , 4.42742 , 0.00000 , 39.72753 , 1.86324 , 1.00000 , 0.83711 , 15.68520
21702 , 801201 , 41.00000 , 1.30120 , 0.26428 , 8.89147 , 13.29376 , 199.40639 , 54.02350 , 4.44573 , 0.00000 , 39.88128 , 0.87704 , 1.00000 , 0.92684 , 18.70610
21703 , 50249 , 130.00000 , 1.82120 , 0.77275 , 9.17381 , 17.80455 , 267.06824 , 28.33437 , 4.58690 , 0.00000 , 53.41365 , 4.82567 , 1.00000 , 0.91807 , 14.76803
21704 , 67668 , 186.00000 , 3.76239 , 0.35598 , 9.63168 , 12.55499 , 188.32486 , 79.92489 , 4.81584 , 0.00000 , 37.66497 , 2.28639 , 1.00000 , 0.88571 , 22.60601
21705 , 744346 , 366.00000 , 1.56556 , 0.48103 , 13.04019 , 10.00388 , 150.05824 , 46.90854 , 6.52009 , 0.00000 , 30.01165 , 0.83278 , 1.00000 , 0.98193 , 21.36305
21706 , 177417 , 106.00000 , 1.89084 , 0.68262 , 7.59372 , 15.86868 , 238.03025 , 46.00793 , 3.79686 , 0.00000 , 47.60605 , 6.05902 , 1.00000 , 0.82753 , 28.60212
21707 , 887227 , 173.00000 , 1.70549 , 0.34288 , 5.97884 , 15.57705 , 233.65580 , 73.36159 , 2.98942 , 0.00000 , 46.73116 , 1.47164 , 1.00000 , 0.98213 , 13.55960
21708 , 175710 , 144.00000 , 1.81104 , 0.68429 , 10.58713 , 15.24046 , 228.60687 , 31.46684 , 5.29357 , 0.00000 , 45.72137 , 0.49023 , 1.00000 , 0.92048 , 19.75555
21709 , 179106 , 37.00000 , 3.65472 , 0.80444 , 4.91853 , 11.36981 , 170.54709 , 34.98021 , 2.45926 , 0.00000 , 34.10942 , 2.88411 , 1.00000 , 0.85256 , 15.07509
21710 , 671212 , 240.00000 , 1.19761 , 0.68258 , 9.05251 , 11.73169 , 175.97538 , 81.92153 , 4.52625 , 0.00000 , 35.19508 , 0.30082 , 1.00000 , 0.84273 , 18.69033
21711 , 369060 , 109.00000 , 2.52090 , 0.61456 , 9.81354 , 8.17590 , 122.63843 , 53.84300 , 4.90677 , 0.00000 , 24.52769 , 6.18780 , 1.00000 , 0.91361 , 17.21006
21712 , 203053 , 351.00000 , 4.47621 , 0.94664 , 10.15053 , 10.49170 , 157.37552 , 31.49991 , 5.07526 , 0.00000 , 31.47510 , 3.86100 , 1.00000 , 0.91148 , 16.78425
21713 , 419018 , 187.00000 , 4.82080 , 0.71029 , 9.19148 , 14.02013 , 210.30190 , 83.05899 , 4.59574 , 0.00000 , 42.06038 , 5.47372 , 1.00000 , 0.98961 , 14.86784
21714 , 245834 , 175.00000 , 1.78505 , 0.81892 , 9.00570 , 16.85294 , 252.79413 , 38.17919 , 4.50285 , 0.00000 , 50.55883 , 5.43862 , 1.00000 , 0.92709 , 26.39609
21715 , 253023 , 239.00000 , 3.21521 , 0.55678 , 10.59356 , 14.39548 , 215.93217 , 42.55632 , 5.29678 , 0.00000 , 43.18643 , 5.34296 , 1.00000 , 0.82151 , 18.29872
21716 , 10351 , 224.00000 , 1.80025 , 0.82550 , 9.75594 , 10.48333 , 157.24991 , 14.44229 , 4.87797 , 0.00000 , 31.44998 , 2.69185 , 1.00000 , 0.91589 , 28.83265
21717 , 186112 , 135.00000 , 1.84031 , 0.74689 , 11.32033 , 10.73022 , 160.95323 , 81.18587 , 5.66016 , 0.00000 , 32.19065 , 4.37294 , 1.00000 , 0.89152 , 13.27137
21718 , 998153 , 260.00000 , 3.69632 , 0.81999 , 10.90908 , 11.68659 , 175.29892 , 38.64375 , 5.45454 , 0.00000 , 35.05978 , 3.49850 , 1.00000 , 0.95223 , 21.83977
21719 , 487045 , 161.00000 , 2.40682 , 0.58216 , 7.86005 , 19.10467 , 286.56999 , 51.51691 , 3.93003 , 0.00000 , 57.31400 , 3.55233 , 1.00000 , 0.97481 , 13.91847
21720 , 511342 , 204.00000 , 2.57816 , 0.47050 , 7.85050 , 18.92376 , 283.85635 , 30.07146 , 3.92525 , 0.00000 , 56.77127 , 5.06112 , 2.00000 , 0.94841 , 3.34547
21721 , 145664 , 178.00000 , 3.27930 , 0.94402 , 6.78161 , 19.88526 , 298.27897 , 20.36356 , 3.39081 , 0.00000 , 59.65579 , 4.96445 , 2.00000 , 0.83826 , 16.13386
21722 , 523343 , 185.00000 , 2.52716 , 0.58964 , 11.31027 , 13.60781 , 204.11722 , 53.75162 , 5.65514 , 0.00000 , 40.82344 , 4.15388 , 2.00000 , 0.89768 , 18.70882
21723 , 132770 , 134.00000 , 4.00765 , 0.62234 , 8.06165 , 13.59743 , 203.96146 , 7.22798 , 4.03082 , 0.00000 , 40.79229 , 5.25588 , 2.00000 , 0.94541 , 12.98091
21724 , 660654 , 252.00000 , 1.40617 , 0.58219 , 9.63060 , 13.33413 , 200.01188 , 36.17796 , 4.81530 , 0.00000 , 40.00238 , 0.08138 , 2.00000 , 0.87920 , 19.78040
21725 , 565075 , 157.00000 , 1.28798 , 0.68458 , 9.67436 , 9.07643 , 136.14638 , 90.50851 , 4.83718 , 0.00000 , 27.22928 , 2.17221 , 2.00000 , 0.85399 , 17.78048
21726 , 526548 , 218.00000 , 1.21804 , 0.50699 , 8.80754 , 15.19000 , 227.84997 , 49.49892 , 4.40377 , 0.00000 , 45.56999 , 4.59159 , 2.00000 , 0.98495 , 19.56842
21727 , 305891 , 267.00000 , 1.42757 , 0.45527 , 6.93660 , 10.18677 , 152.80156 , 1.37252 , 3.46830 , 0.00000 , 30.56031 , 0.45979 , 2.00000 , 0.85982 , 18.75300
21728 , 592308 , 73.00000 , 3.56934 , 0.34815 , 12.67176 , 14.19581 , 212.93715 , 75.05682 , 6.33588 , 0.00000 , 42.58743 , 3.96790 , 2.00000 , 0.87830 , 8.89846
21729 , 429162 , 251.00000 , 1.59279 , 0.95930 , 9.15173 , 12.72400 , 190.86001 , 97.52960 , 4.57587 , 0.00000 , 38.17200 , 1.97861 , 2.00000 , 0.98864 , 23.04307
21730 , 50359 , 167.00000 , 3.45437 , 0.85022 , 13.19337 , 19.11186 , 286.67787 , 72.91138 , 6.59669 , 0.00000 , 57.33557 , 4.93441 , 2.00000 , 0.98049 , 14.87322
21731 , 976278 , 95.00000 , 2.75371 , 0.91887 , 9.82711 , 12.99687 , 194.95309 , 25.36460 , 4.91355 , 0.00000 , 38.99062 , 0.75789 , 2.00000 , 0.94933 , 10.23633
21732 , 439504 , 236.00000 , 4.89248 , 0.42317 , 12.12815 , 14.23157 , 213.47356 , 1.14261 , 6.06407 , 0.00000 , 42.69471 , 4.82073 , 2.00000 , 0.98333 , 24.83226
21733 , 684605 , 116.00000 , 4.51385 , 0.39795 , 8.94351 , 13.94102 , 209.11530 , 3.07271 , 4.47176 , 0.00000 , 41.82306 , 1.22888 , 2.00000 , 0.94407 , 7.85624
21734 , 811554 , 337.00000 , 3.08742 , 0.78411 , 10.30829 , 9.14689 , 137.20339 , 59.17910 , 5.15415 , 0.00000 , 27.44068 , 6.17512 , 2.00000 , 0.93084 , 17.84275
21735 , 508322 , 156.00000 , 1.15273 , 0.59750 , 12.48808 , 19.01706 , 285.25584 , 70.56651 , 6.24404 , 0.00000 , 57.05117 , 5.48495 , 2.00000 , 0.97098 , 19.45183
21736 , 501047 , 146.00000 , 1.53579 , 0.45372 , 11.11094 , 7.16049 , 107.40737 , 77.70883 , 5.55547 , 0.00000 , 21.48147 , 0.59808 , 2.00000 , 0.92153 , 19.30927
21737 , 411105 , 192.00000 , 4.13061 , 0.39968 , 10.63312 , 12.73258 , 190.98868 , 77.35360 , 5.31656 , 0.00000 , 38.19774 , 2.09304 , 2.00000 , 0.93501 , 20.88648
21738 , 578000 , 87.00000 , 3.09045 , 0.44174 , 8.83917 , 13.22267 , 198.34002 , 38.74235 , 4.41958 , 0.00000 , 39.66800 , 5.39918 , 2.00000 , 0.91450 , 16.72282
21739 , 441746 , 166.00000 , 3.86725 , 0.92350 , 8.65579 , 19.65680 , 294.85199 , 4.74134 , 4.32790 , 0.00000 , 58.97040 , 0.20097 , 2.00000 , 0.98765 , 13.65352
21740 , 987870 , 192.00000 , 4.98022 , 0.94692 , 10.57862 , 16.49213 , 247.38197 , 51.32777 , 5.28931 , 0.00000 , 49.47639 , 5.60283 , 3.00000 , 0.82076 , 7.84444
21741 , 9137 , 167.00000 , 3.29001 , 0.30940 , 7.37150 , 10.66837 , 160.02558 , 16.02937 , 3.68575 , 0.00000 , 32.00512 , 5.99099 , 3.00000 , 0.88850 , 9.82988
21742 , 752049 , 110.00000 , 4.72242 , 0.83508 , 8.36596 , 15.55194 , 233.27911 , 96.25374 , 4.18298 , 0.00000 , 46.65582 , 1.67553 , 3.00000 , 0.83001 , 27.30026
21743 , 6380 , 236.00000 , 1.61966 , 0.35005 , 11.65487 , 6.91725 , 103.75871 , 26.27423 , 5.82744 , 0.00000 , 20.75174 , 3.31993 , 3.00000 , 0.81482 , 16.04129
21744 , 298243 , 189.00000 , 4.02617 , 0.84205 , 10.50815 , 13.92948 , 208.94214 , 24.29794 , 5.25408 , 0.00000 , 41.78843 , 3.67842 , 3.00000 , 0.87419 , 9.73727
21745 , 388424 , 88.00000 , 2.78497 , 0.47212 , 5.75872 , 12.54507 , 188.17603 , 35.18971 , 2.87936 , 0.00000 , 37.63521 , 0.21780 , 3.00000 , 0.90054 , 13.59531
21746 , 386100 , 98.00000 , 1.32568 , 0.83737 , 8.59511 , 19.15880 , 287.38206 , 28.47533 , 4.29756 , 0.00000 , 57.47641 , 2.88073 , 3.00000 , 0.84464 , 11.05217
21747 , 413966 , 162.00000 , 1.33410 , 0.55521 , 10.71766 , 15.97865 , 239.67976 , 85.35666 , 5.35883 , 0.00000 , 47.93595 , 2.12440 , 3.00000 , 0.89150 , 23.26290
21748 , 171466 , 82.00000 , 2.56238 , 0.94108 , 6.70255 , 19.67022 , 295.05333 , 20.60923 , 3.35128 , 0.00000 , 59.01067 , 0.33665 , 3.00000 , 0.98982 , 13.64209
21749 , 63894 , 186.00000 , 4.22658 , 0.67144 , 10.94251 , 14.34553 , 215.18298 , 63.63110 , 5.47125 , 0.00000 , 43.03660 , 2.00887 , 3.00000 , 0.92385 , 18.72882
21750 , 655758 , 29.00000 , 3.37870 , 0.89733 , 12.11078 , 12.53968 , 188.09526 , 24.68277 , 6.05539 , 0.00000 , 37.61905 , 0.96894 , 3.00000 , 0.85989 , 8.79790
21751 , 64812 , 329.00000 , 1.64859 , 0.40162 , 9.71659 , 11.18633 , 167.79496 , 39.34168 , 4.85830 , 0.00000 , 33.55899 , 5.37647 , 3.00000 , 0.86274 , 26.00407
21752 , 900811 , 127.00000 , 4.10921 , 0.35521 , 9.31683 , 10.10107 , 151.51605 , 61.14469 , 4.65842 , 0.00000 , 30.30321 , 1.40992 , 3.00000 , 0.90071 , 18.57051
21753 , 349153 , 21.00000 , 1.90832 , 0.48556 , 11.67085 , 11.86218 , 177.93268 , 75.72573 , 5.83543 , 0.00000 , 35.58654 , 0.68465 , 3.00000 , 0.81110 , 8.97056
21754 , 453997 , 74.00000 , 1.00943 , 0.45802 , 10.69865 , 15.28765 , 229.31469 , 41.71450 , 5.34933 , 0.00000 , 45.86294 , 6.27159 , 3.00000 , 0.86180 , 12.80236
21755 , 858876 , 284.00000 , 3.11422 , 0.25351 , 7.09506 , 7.54316 , 113.14747 , 82.46465 , 3.54753 , 0.00000 , 22.62949 , 4.89858 , 3.00000 , 0.94269 , 18.85460
21756 , 419348 , 307.00000 , 2.55143 , 0.68785 , 9.89191 , 7.15400 , 107.30997 , 86.04271 , 4.94595 , 0.00000 , 21.46199 , 1.62348 , 3.00000 , 0.98627 , 20.52898
21757 , 125592 , 105.00000 , 3.84602 , 0.61220 , 12.49555 , 12.68182 , 190.22736 , 84.48106 , 6.24777 , 0.00000 , 38.04547 , 4.93238 , 3.00000 , 0.84251 , 12.73579
21758 , 699789 , 27.00000 , 2.28527 , 0.98179 , 9.57421 , 13.67094 , 205.06406 , 32.06458 , 4.78711 , 0.00000 , 41.01281 , 0.35655 , 3.00000 , 0.85284 , 16.84855
21759 , 587227 , 214.00000 , 2.07142 , 0.91541 , 7.12243 , 11.12573 , 166.88598 , 47.82979 , 3.56121 , 0.00000 , 33.37720 , 3.93394 , 3.00000 , 0.87772 , 21.39578
21760 , 430185 , 270.00000 , 3.32139 , 0.36241 , 13.08222 , 10.40579 , 156.08686 , 79.06292 , 6.54111 , 0.00000 , 31.21737 , 0.12054 , 4.00000 , 0.95945 , 12.70045
21761 , 58954 , 381.00000 , 1.60744 , 0.98611 , 9.04662 , 8.44013 , 126.60193 , 83.77827 , 4.52331 , 0.00000 , 25.32039 , 4.07160 , 4.00000 , 0.87703 , 15.34501
21762 , 637875 , 339.00000 , 1.58677 , 0.25593 , 10.90763 , 8.07047 , 121.05703 , 24.40650 , 5.45382 , 0.00000 , 24.21141 , 0.95963 , 4.00000 , 0.98103 , 20.16090
21763 , 3969 , 272.00000 , 4.80114 , 0.88499 , 10.34192 , 16.61084 , 249.16263 , 93.17034 , 5.17096 , 0.00000 , 49.83253 , 2.79047 , 4.00000 , 0.97807 , 17.87276
21764 , 712796 , 181.00000 , 1.04154 , 0.44416 , 5.48929 , 15.51385 , 232.70780 , 15.54126 , 2.74465 , 0.00000 , 46.54156 , 1.03248 , 4.00000 , 0.82985 , 21.61866
21765 , 965169 , 62.00000 , 3.48811 , 0.47858 , 10.31583 , 17.85222 , 267.78326 , 95.88564 , 5.15792 , 0.00000 , 53.55665 , 0.35467 , 4.00000 , 0.83957 , 10.44430
21766 , 221662 , 184.00000 , 2.51217 , 0.90829 , 7.58694 , 10.85316 , 162.79739 , 16.34109 , 3.79347 , 0.00000 , 32.55948 , 4.51413 , 4.00000 , 0.82626 , 20.04155
21767 , 114772 , 76.00000 , 3.36767 , 0.43275 , 12.91723 , 11.82493 , 177.37399 , 26.38605 , 6.45861 , 0.00000 , 35.47480 , 1.41178 , 4.00000 , 0.87450 , 16.67823
21768 , 135401 , 44.00000 , 2.72329 , 0.27383 , 11.67930 , 11.22149 , 168.32239 , 36.33672 , 5.83965 , 0.00000 , 33.66448 , 6.26133 , 4.00000 , 0.92966 , 24.57128
21769 , 980318 , 201.00000 , 1.04975 , 0.26230 , 9.58984 , 17.55054 , 263.25815 , 81.54722 , 4.79492 , 0.00000 , 52.65163 , 6.10687 , 4.00000 , 0.98012 , 3.57358
21770 , 511513 , 256.00000 , 1.56894 , 0.35717 , 12.57750 , 9.73050 , 145.95753 , 99.81199 , 6.28875 , 0.00000 , 29.19151 , 0.35278 , 4.00000 , 0.81404 , 14.17111
21771 , 411403 , 350.00000 , 1.74382 , 0.40181 , 13.64519 , 10.56556 , 158.48346 , 84.09558 , 6.82259 , 0.00000 , 31.69669 , 3.38211 , 4.00000 , 0.90505 , 12.17119
21772 , 138023 , 180.00000 , 3.98913 , 0.28088 , 10.19046 , 13.90587 , 208.58805 , 88.23631 , 5.09523 , 0.00000 , 41.71761 , 5.18235 , 4.00000 , 0.94015 , 24.51068
21773 , 564198 , 151.00000 , 3.58572 , 0.35343 , 8.84618 , 7.81722 , 117.25829 , 35.22111 , 4.42309 , 0.00000 , 23.45166 , 2.30991 , 4.00000 , 0.82190 , 21.73215
21774 , 74594 , 205.00000 , 3.73725 , 0.31562 , 11.51416 , 17.06159 , 255.92379 , 70.17143 , 5.75708 , 0.00000 , 51.18476 , 5.33161 , 4.00000 , 0.82312 , 18.63551
21775 , 214322 , 188.00000 , 4.36437 , 0.92466 , 7.73303 , 17.83189 , 267.47837 , 93.03412 , 3.86652 , 0.00000 , 53.49567 , 6.16363 , 4.00000 , 0.81171 , 16.11879
21776 , 195423 , 282.00000 , 1.58075 , 0.78369 , 9.65286 , 15.41434 , 231.21513 , 82.58069 , 4.82643 , 0.00000 , 46.24303 , 5.87070 , 4.00000 , 0.93990 , 9.46222
21777 , 955837 , 125.00000 , 1.05073 , 0.68091 , 10.31841 , 17.67048 , 265.05714 , 64.07367 , 5.15920 , 0.00000 , 53.01143 , 1.70336 , 4.00000 , 0.94784 , 16.07597
21778 , 912636 , 126.00000 , 3.66418 , 0.54093 , 9.76738 , 7.14507 , 107.17603 , 16.71257 , 4.88369 , 0.00000 , 21.43521 , 2.92674 , 4.00000 , 0.83827 , 18.48049
21779 , 381231 , 231.00000 , 4.67056 , 0.99394 , 13.97066 , 16.32065 , 244.80980 , 4.14798 , 6.98533 , 0.00000 , 48.96196 , 0.64587 , 4.00000 , 0.90175 , 13.23531
21780 , 342387 , 61.00000 , 3.92484 , 0.84448 , 8.90173 , 18.69724 , 280.45860 , 72.85902 , 4.45087 , 0.00000 , 56.09172 , 2.57460 , 5.00000 , 0.82594 , 22.23655
21781 , 306391 , 331.00000 , 2.47153 , 0.56065 , 9.01432 , 9.92521 , 148.87813 , 21.64623 , 4.50716 , 0.00000 , 29.77563 , 0.24895 , 5.00000 , 0.93895 , 22.77275
21782 , 812022 , 262.00000 , 3.92523 , 0.42861 , 13.17470 , 16.77272 , 251.59073 , 90.52577 , 6.58735 , 0.00000 , 50.31815 , 1.38528 , 5.00000 , 0.97354 , 15.27282
21783 , 369565 , 106.00000 , 1.54061 , 0.32190 , 11.19560 , 10.02200 , 150.32998 , 68.20496 , 5.59780 , 0.00000 , 30.06600 , 4.80331 , 5.00000 , 0.87180 , 21.06055
21784 , 826152 , 138.00000 , 4.50710 , 0.66353 , 10.54243 , 7.73697 , 116.05455 , 31.16114 , 5.27122 , 0.00000 , 23.21091 , 3.29502 , 5.00000 , 0.94821 , 6.09688
21785 , 276603 , 290.00000 , 2.69035 , 0.88089 , 11.07760 , 8.45787 , 126.86799 , 82.61302 , 5.53880 , 0.00000 , 25.37360 , 2.44599 , 5.00000 , 0.93089 , 15.04575
21786 , 804054 , 110.00000 , 2.57698 , 0.89893 , 9.00079 , 10.33690 , 155.05355 , 81.45104 , 4.50040 , 0.00000 , 31.01071 , 1.01500 , 5.00000 , 0.84658 , 11.24710
21787 , 717465 , 190.00000 , 3.19383 , 0.30306 , 9.93152 , 18.68776 , 280.31640 , 74.39762 , 4.96576 , 0.00000 , 56.06328 , 2.63368 , 5.00000 , 0.96659 , 17.42094
21788 , 113946 , 194.00000 , 4.87485 , 0.46270 , 11.38931 , 19.98138 , 299.72067 , 77.10965 , 5.69465 , 0.00000 , 59.94413 , 5.72481 , 5.00000 , 0.97134 , 16.63781
21789 , 89895 , 102.00000 , 3.31315 , 0.87673 , 10.88962 , 14.28286 , 214.24285 , 73.25820 , 5.44481 , 0.00000 , 42.84857 , 2.11297 , 5.00000 , 0.96869 , 21.74912
21790 , 746248 , 262.00000 , 1.22600 , 0.71839 , 12.35186 , 16.45807 , 246.87109 , 32.18170 , 6.17593 , 0.00000 , 49.37422 , 5.92923 , 5.00000 , 0.87589 , 15.59758
21791 , 57237 , 244.00000 , 3.14383 , 0.74355 , 10.46337 , 18.22750 , 273.41247 , 51.64431 , 5.23169 , 0.00000 , 54.68249 , 5.99159 , 5.00000 , 0.92351 , 20.25136
21792 , 924533 , 367.00000 , 4.97646 , 0.53199 , 13.88140 , 10.25489 , 153.82341 , 4.16426 , 6.94070 , 0.00000 , 30.76468 , 2.48624 , 5.00000 , 0.84832 , 12.54131
21793 , 726745 , 200.00000 , 2.05848 , 0.62058 , 8.27772 , 15.99362 , 239.90427 , 12.32837 , 4.13886 , 0.00000 , 47.98085 , 6.02501 , 5.00000 , 0.83506 , 15.83740
21794 , 102996 , 52.00000 , 3.04248 , 0.93987 , 8.94370 , 19.54055 , 293.10819 , 26.26511 , 4.47185 , 0.00000 , 58.62164 , 5.22655 , 5.00000 , 0.90832 , 28.22886
21795 , 870653 , 158.00000 , 3.51194 , 0.47071 , 8.18679 , 18.95532 , 284.32973 , 79.66027 , 4.09340 , 0.00000 , 56.86595 , 5.07390 , 5.00000 , 0.91424 , 21.48158
21796 , 99346 , 113.00000 , 2.40427 , 0.53020 , 11.53483 , 15.91596 , 238.73940 , 56.16925 , 5.76742 , 0.00000 , 47.74788 , 1.57851 , 5.00000 , 0.82815 , 12.31120
21797 , 912690 , 172.00000 , 4.99077 , 0.34227 , 12.70455 , 17.76035 , 266.40520 , 81.20506 , 6.35227 , 0.00000 , 53.28104 , 5.50922 , 5.00000 , 0.95500 , 20.34845
21798 , 475741 , 147.00000 , 2.72937 , 0.92064 , 14.16921 , 18.90777 , 283.61653 , 33.14590 , 7.08460 , 0.00000 , 56.72331 , 4.37039 , 5.00000 , 0.90946 , 22.56857
21799 , 164435 , 229.00000 , 2.78104 , 0.64842 , 8.23695 , 8.79644 , 131.94658 , 48.36155 , 4.11847 , 0.00000 , 26.38932 , 5.51207 , 5.00000 , 0.83521 , 19.92901
21800 , 565468 , 224.00000 , 2.57664 , 0.45608 , 9.36384 , 14.46844 , 217.02667 , 74.91930 , 2.80915 , 0.00000 , 43.40533 , 6.06342 , 1.00000 , 0.83441 , 11.78197
21801 , 567613 , 69.00000 , 1.52508 , 0.95289 , 8.93371 , 7.29685 , 109.45271 , 86.38059 , 2.68011 , 0.00000 , 21.89054 , 0.06024 , 1.00000 , 0.91804 , 14.38506
