#sim_number,id,t_peak,amp_scale,P,new_length,offset,a_qpp,B,t_e,phi,sn,r,sn_red,C,D
23743,539070,66.0,16.03823,13.028210000000001,195.42316,17.90638,0.0,0.0,65.14105,3.87225,5.0,0.95214,13.01206,2.61616,0.63
23744,186612,36.0,10.4219,14.473360000000001,217.10035,53.61711999999999,0.0,0.0,72.36678,0.29996,5.0,0.87423,19.26238,1.6371,0.9070799999999999
23745,778987,286.0,9.697339999999999,13.671560000000001,205.07336,3.3964300000000005,0.0,0.0,68.35779000000001,1.85572,5.0,0.8194299999999999,19.97317,4.4763,0.6581600000000001
23746,309314,210.0,12.93442,11.192919999999999,167.89386000000002,51.16138,0.0,0.0,55.96462,0.57581,5.0,0.9006700000000001,18.75694,1.90488,0.545
23747,136346,150.0,12.82264,12.24122,183.61826000000002,98.0463,0.0,0.0,61.20609,2.2010400000000003,5.0,0.89317,24.40922,2.33931,0.26892
23748,140344,250.0,10.988489999999999,17.86298,267.94465,44.893840000000004,0.0,0.0,89.31488,0.11267,5.0,0.90484,22.49696,3.62006,0.9843799999999999
23749,557461,218.0,7.32965,9.13002,136.95023999999998,11.80307,0.0,0.0,45.650079999999996,5.38287,5.0,0.98235,27.259359999999997,1.04866,0.32611999999999997
23750,22343,337.0,13.59225,12.513,187.69493,73.60271999999999,0.0,0.0,62.564980000000006,1.63229,5.0,0.94773,18.23714,3.93875,0.40358
23751,778122,32.0,11.11507,12.930589999999999,193.9588,29.1234,0.0,0.0,64.65293,0.48206000000000004,5.0,0.8264,14.5017,1.49058,0.30441999999999997
23752,744076,60.0,5.18924,13.597220000000002,203.95826,9.40435,0.0,0.0,67.98609,2.71185,5.0,0.92711,24.73143,4.92556,0.92461
23753,761104,76.0,8.52999,15.12442,226.86631,85.31884000000001,0.0,0.0,75.6221,5.42935,5.0,0.9888600000000001,20.262829999999997,3.4528,0.8893
23754,669441,105.0,14.8589,8.719489999999999,130.79237,63.191140000000004,0.0,0.0,43.59746,4.85093,5.0,0.84355,8.44485,3.4014300000000004,0.29062
23755,759320,55.0,14.16995,13.680660000000001,205.2099,3.23599,0.0,0.0,68.4033,3.10527,5.0,0.93489,13.35348,4.49989,0.9452299999999999
23756,785482,112.0,9.12557,8.91817,133.77255,70.01682,0.0,0.0,44.59085,4.0022199999999994,5.0,0.86441,18.3956,2.54484,0.611
23757,702619,45.0,7.0949,12.3846,185.76896000000002,22.48141,0.0,0.0,61.922990000000006,6.099880000000001,5.0,0.96486,28.609090000000002,3.3943,0.34262
23758,674553,345.0,9.41468,11.500919999999999,172.51376000000002,18.9603,0.0,0.0,57.50459,1.8941700000000001,5.0,0.9727100000000001,10.64916,4.00115,0.29096
23759,979964,248.0,7.42029,9.112960000000001,136.69438,14.82637,0.0,0.0,45.56479,5.67615,5.0,0.88205,11.53892,2.64675,0.9187200000000001
23760,204624,100.0,7.61745,11.88782,178.31735,42.00418,0.0,0.0,59.439119999999996,3.9298900000000003,5.0,0.95239,26.11553,4.22613,0.47621
23761,693788,103.0,7.12242,17.81885,267.2828,9.50473,0.0,0.0,89.09427,2.49955,5.0,0.90615,10.449010000000001,2.3668099999999996,0.87118
23762,416842,156.0,8.09273,11.08208,166.23125,93.72241,0.0,0.0,55.410419999999995,5.65664,5.0,0.98064,19.69483,1.28244,0.64088
23763,355639,162.0,9.37383,10.96203,164.43051,23.714389999999998,0.0,0.0,54.81016999999999,0.50603,5.0,0.9603799999999999,18.28444,1.29965,0.86687
23764,38939,223.0,6.026730000000001,18.4237,276.35548,5.5522,0.0,0.0,92.11849000000001,2.54561,5.0,0.90099,13.09275,4.71507,0.47395
23765,164121,306.0,12.60148,8.107619999999999,121.61433000000001,26.41638,0.0,0.0,40.538109999999996,2.30494,5.0,0.88295,15.635,3.31734,0.37453000000000003
23766,137502,254.0,6.27741,7.077310000000001,106.1596,37.87167,0.0,0.0,35.38653,5.09296,5.0,0.94914,20.23635,2.7239400000000002,0.5685899999999999
23767,995943,344.0,8.09614,7.71322,115.6983,58.70519,0.0,0.0,38.5661,3.6168,5.0,0.97291,25.70056,2.6916900000000004,0.87672
23768,66417,246.0,9.120339999999999,14.19394,212.90915,89.61910999999999,0.0,0.0,70.96972,0.31995999999999997,5.0,0.89965,16.9708,3.5375400000000004,0.9387
23769,487185,283.0,12.884,10.41366,156.20494,66.87485,0.0,0.0,52.06831,2.80606,5.0,0.9081600000000001,20.19173,2.8155900000000003,0.5495
23770,622292,235.0,10.05531,15.12125,226.81867999999997,86.74465,0.0,0.0,75.60623000000001,1.74088,5.0,0.96146,24.19914,2.5131099999999997,0.42861000000000005
23771,621811,227.0,12.285860000000001,19.03501,285.52517,27.57348,0.0,0.0,95.17506,3.18914,5.0,0.8528899999999999,26.80947,4.77953,0.25956999999999997
23772,347502,29.0,8.359,7.53633,113.04498000000001,95.63956999999999,0.0,0.0,37.68166,3.9256599999999997,5.0,0.8577899999999999,11.09746,3.1529700000000003,0.93345
23773,767200,237.0,11.23139,8.13508,122.02623999999999,4.62702,0.0,0.0,40.67541,3.97539,5.0,0.8533299999999999,14.732170000000002,2.4906099999999998,0.9869600000000001
23774,296387,256.0,10.02781,14.27953,214.193,46.79132,0.0,0.0,71.39766999999999,0.9432299999999999,5.0,0.8921399999999999,13.57779,1.11145,0.37248000000000003
23775,868551,71.0,6.445,14.8956,223.434,26.487109999999998,0.0,0.0,74.478,0.4966,5.0,0.91927,28.219079999999998,3.4973199999999998,0.35465
23776,812683,269.0,9.049760000000001,16.10189,241.52836000000002,69.60191,0.0,0.0,80.50945,5.08396,5.0,0.91445,14.36868,1.14552,0.7653800000000001
23777,449756,174.0,8.91437,17.673029999999997,265.09538,74.92315,0.0,0.0,88.36513000000001,0.10570999999999998,5.0,0.81375,19.499489999999998,3.10881,0.30596999999999996
23778,545889,268.0,12.513119999999999,13.989429999999999,209.8415,84.98293000000001,0.0,0.0,69.94717,5.44107,5.0,0.98519,16.06987,2.6796599999999997,0.9781799999999999
23779,370459,261.0,11.38376,17.31741,259.76108,22.5645,0.0,0.0,86.58703,5.198230000000001,5.0,0.8316,20.63316,4.0136,0.27228
23780,252719,113.0,8.13285,17.60214,264.03207000000003,8.33413,0.0,0.0,88.01069,5.4297699999999995,5.0,0.90896,9.7597,3.32542,0.34793
23781,175100,249.0,12.32882,12.536760000000001,188.05145,59.01894,0.0,0.0,62.68382,2.15523,5.0,0.9185200000000001,17.87073,4.81825,0.44898999999999994
23782,33757,343.0,10.891630000000001,9.9309,148.96345,33.972559999999994,0.0,0.0,49.65448,4.12749,5.0,0.94558,11.807210000000001,4.683669999999999,0.8979
23783,853675,316.0,6.37965,11.21493,168.22402,58.55641,0.0,0.0,56.07467,2.87186,5.0,0.8383200000000001,20.62414,4.81391,0.57881
23784,383063,36.0,9.38713,9.63828,144.57415,35.07069,0.0,0.0,48.19138,3.27126,5.0,0.9022700000000001,16.2857,3.6797199999999997,0.3908
23785,599207,307.0,10.19536,8.28016,124.20245,78.52962,0.0,0.0,41.40082,1.98593,5.0,0.8762700000000001,17.93865,1.59614,0.49546999999999997
23786,873732,247.0,8.95439,15.57845,233.67672000000002,89.07409,0.0,0.0,77.89224,4.64176,5.0,0.98706,18.10341,4.27843,0.634
23787,202197,136.0,11.608,6.95667,104.35011,35.803779999999996,0.0,0.0,34.78337,2.75509,5.0,0.93294,11.9038,4.36227,0.6137699999999999
23788,817033,365.0,7.21214,6.9399,104.09843000000001,55.33531,0.0,0.0,34.69948,4.905930000000001,5.0,0.85601,4.77318,2.2217700000000002,0.3091
23789,649363,383.0,7.7076899999999995,7.296069999999999,109.4411,97.05918,0.0,0.0,36.48037,2.25527,5.0,0.8734299999999999,22.32619,1.7846,0.29263
23790,702196,172.0,6.13802,17.3649,260.47345,52.35093,0.0,0.0,86.82448000000001,0.06572,5.0,0.93205,23.83653,3.98003,0.8153100000000001
23791,29347,86.0,10.24997,11.12147,166.82211999999998,76.08476,0.0,0.0,55.607369999999996,0.48718,5.0,0.92424,16.51183,3.4210599999999998,0.49388999999999994
23792,457155,351.0,11.9251,7.6675,115.01245,62.131280000000004,0.0,0.0,38.33748,5.875319999999999,5.0,0.83542,13.207820000000002,2.58019,0.39952
23793,468555,213.0,13.159279999999999,19.33931,290.08961,7.52715,0.0,0.0,96.69654,1.41114,5.0,0.8164399999999999,22.78085,1.52741,0.61242
23794,800675,205.0,7.64027,17.61955,264.29321,62.8931,0.0,0.0,88.09774,4.77684,5.0,0.91135,18.8951,3.3511800000000003,0.63216
23795,169451,34.0,8.992180000000001,7.47737,112.16061,13.936060000000001,0.0,0.0,37.38687,1.3090700000000002,5.0,0.9548200000000001,21.306070000000002,1.00544,0.79915
23796,899362,246.0,7.06078,7.195589999999999,107.93385,69.60561,0.0,0.0,35.97795,1.57225,5.0,0.9046799999999999,18.735329999999998,4.9535,0.92396
23797,588959,66.0,8.53587,12.93792,194.06882,3.68834,0.0,0.0,64.68961,1.7170400000000001,5.0,0.97893,16.04361,4.73759,0.56708
23798,805110,38.0,6.5178199999999995,8.73414,131.01214,3.31699,0.0,0.0,43.67071,4.26297,5.0,0.86085,16.41403,3.9738,0.7651399999999999
23799,312641,267.0,6.13157,7.18348,107.75225,80.87778,0.0,0.0,35.91742,5.96256,5.0,0.9049299999999999,19.21631,2.63829,0.62016
23800,670280,109.0,11.02705,12.484869999999999,187.27306000000002,20.022470000000002,0.0,0.0,62.42435,0.6663399999999999,5.0,0.93025,20.65125,2.37279,0.42428
23801,619173,49.0,7.73078,11.94144,179.12163999999999,8.41744,0.0,0.0,59.707209999999996,5.05831,5.0,0.9160799999999999,24.67598,1.9740400000000002,0.6530199999999999
23802,50247,162.0,15.36323,13.1957,197.93553,10.31964,0.0,0.0,65.97851,4.58365,5.0,0.89089,23.23893,2.16547,0.4429
23803,830713,194.0,10.08821,11.763810000000001,176.45716000000002,24.903570000000002,0.0,0.0,58.81905,1.5917299999999999,5.0,0.9474600000000001,28.924020000000002,4.36534,0.54138
23804,46969,318.0,10.93524,9.95393,149.30895,26.14954,0.0,0.0,49.76965,4.30486,5.0,0.83993,12.47436,2.33248,0.48782
23805,609412,145.0,12.091239999999999,17.66582,264.98732,69.107,0.0,0.0,88.32911,3.3228400000000002,5.0,0.82825,16.901629999999997,3.31408,0.31346999999999997
23806,25854,353.0,10.83805,10.50584,157.58762,36.47052,0.0,0.0,52.52921,5.60989,5.0,0.81223,12.59473,3.9961699999999998,0.79984
23807,306355,205.0,11.86663,17.89412,268.41183,3.80381,0.0,0.0,89.47061,1.61112,5.0,0.8414799999999999,17.10642,1.68658,0.7619600000000001
23808,728978,116.0,8.38045,13.48671,202.30069,19.540229999999998,0.0,0.0,67.43356,3.1619,5.0,0.8672,22.37154,2.8841799999999997,0.88513
23809,949085,205.0,12.1003,7.94498,119.17463000000001,53.90022,0.0,0.0,39.72488,5.70726,5.0,0.8699600000000001,13.40891,3.45719,0.29295
23810,65860,150.0,11.69585,8.0458,120.68706999999999,57.71824,0.0,0.0,40.22902,3.9232,5.0,0.88151,18.40145,2.0091099999999997,0.79372
23811,788808,215.0,8.69502,9.80105,147.01568999999998,17.92205,0.0,0.0,49.00523,0.83667,5.0,0.95244,20.10962,3.69202,0.29312
23812,282676,127.0,10.12255,15.25392,228.80885,30.98745,0.0,0.0,76.26961999999999,4.8714699999999995,5.0,0.844,17.45532,2.1640200000000003,0.82216
23813,942020,368.0,12.51483,7.9219100000000005,118.82871999999999,19.621920000000003,0.0,0.0,39.60957,2.54487,5.0,0.8145,14.83048,1.9130900000000002,0.83639
23814,11190,241.0,12.34343,13.07297,196.09451,81.87427,0.0,0.0,65.36484,6.09996,5.0,0.8291,20.64797,3.2745,0.55505
23815,741271,126.0,8.81858,7.107080000000001,106.60618999999998,84.9108,0.0,0.0,35.5354,6.26656,5.0,0.8849899999999999,19.62452,2.00875,0.3561
23816,229819,197.0,10.46176,11.75652,176.34783000000002,70.33202,0.0,0.0,58.78261,0.042089999999999995,5.0,0.86121,14.82674,2.97447,0.69403
23817,744455,174.0,6.9996,17.107210000000002,256.60809,79.62433,0.0,0.0,85.53603000000001,5.484,5.0,0.9031100000000001,18.68298,2.59025,0.69124
23818,204758,131.0,6.89646,17.39505,260.92576,24.84686,0.0,0.0,86.97525,4.0505,5.0,0.83495,15.093679999999999,2.3978200000000003,0.76956
23819,258955,111.0,6.032019999999999,15.672579999999998,235.08867999999998,3.35198,0.0,0.0,78.36289000000001,1.7326700000000002,5.0,0.8600899999999999,8.84568,1.10915,0.41155
23820,495336,46.0,11.102269999999999,11.97052,179.5578,8.49767,0.0,0.0,59.8526,6.083419999999999,5.0,0.94073,17.37487,3.01166,0.48652
23821,623681,301.0,12.35817,11.383989999999999,170.75988,13.636779999999998,0.0,0.0,56.919959999999996,5.94085,5.0,0.87834,15.137329999999999,1.46864,0.86472
23822,549586,223.0,13.202589999999999,18.84495,282.67431,65.42727,0.0,0.0,94.22476999999999,6.24017,5.0,0.86715,20.043470000000003,4.89499,0.9025200000000001
23823,277870,251.0,11.678469999999999,6.7125,100.68751,27.962629999999997,0.0,0.0,33.5625,6.10268,5.0,0.9542200000000001,13.88468,3.00888,0.86506
23824,298902,234.0,8.59895,7.99783,119.96751,32.77212,0.0,0.0,39.98917,0.36062,5.0,0.97482,18.348489999999998,3.87603,0.67793
23825,258770,167.0,7.204610000000001,14.14957,212.24362000000002,93.14934000000001,0.0,0.0,70.74786999999999,1.48053,5.0,0.93837,13.90269,3.70919,0.26584
23826,469698,175.0,7.52054,8.332130000000001,124.98196000000002,83.60842,0.0,0.0,41.66065,3.6550300000000004,5.0,0.8451200000000001,10.91916,4.09888,0.70298
23827,34929,283.0,7.368530000000001,11.92752,178.91275,84.85745,0.0,0.0,59.63758000000001,0.10487,5.0,0.87105,16.33436,4.55168,0.77771
23828,289852,301.0,13.220260000000001,8.368,125.51993,76.59633000000001,0.0,0.0,41.83998,1.40594,5.0,0.93934,18.36958,2.45379,0.60847
23829,903289,72.0,12.37668,10.04458,150.66865,8.30423,0.0,0.0,50.222879999999996,4.98531,5.0,0.83539,15.069420000000001,1.3891799999999999,0.78415
23830,638656,124.0,7.2839100000000006,19.75129,296.2693,71.0672,0.0,0.0,98.75643000000001,1.47866,5.0,0.84516,16.06842,3.69792,0.54792
23831,224384,59.0,13.32727,11.6895,175.34251,7.02232,0.0,0.0,58.4475,2.11523,5.0,0.98959,23.37953,4.79945,0.50151
23832,649067,164.0,12.16995,18.48319,277.24789,48.0107,0.0,0.0,92.41596,4.30675,5.0,0.9293,13.8667,2.4030400000000003,0.97941
23833,45294,236.0,6.69773,17.048920000000003,255.73379,64.73765,0.0,0.0,85.2446,3.44066,5.0,0.8706,10.9356,4.83549,0.35078000000000004
23834,376747,138.0,12.02572,13.97616,209.64233000000002,39.0333,0.0,0.0,69.88078,1.0447600000000001,5.0,0.88875,6.56348,4.33622,0.9476
23835,133756,234.0,11.9779,9.29033,139.35496,45.970079999999996,0.0,0.0,46.45165,2.52996,5.0,0.88156,15.53716,3.7370900000000002,0.71732
23836,730783,230.0,8.86293,15.272029999999999,229.08042000000003,80.30826,0.0,0.0,76.36014,3.5850400000000002,5.0,0.8287700000000001,13.7803,2.81813,0.29584
23837,529828,38.0,9.38512,8.24613,123.69195,11.19771,0.0,0.0,41.23065,4.04523,5.0,0.82042,23.28099,2.53343,0.89686
23838,233156,262.0,9.75951,9.29747,139.46206,66.82293,0.0,0.0,46.48735,4.14847,5.0,0.94571,20.55085,4.605980000000001,0.76223
23839,630367,324.0,10.74652,7.2484,108.72604,84.4357,0.0,0.0,36.24201,1.43565,5.0,0.9848600000000001,22.967879999999997,4.0355,0.35557
23840,476369,89.0,7.398639999999999,19.691860000000002,295.37792,92.04009,0.0,0.0,98.45931,5.20274,5.0,0.9601799999999999,16.88339,4.01855,0.56913
23841,426903,128.0,10.11556,13.215810000000001,198.23713999999998,52.38555,0.0,0.0,66.07905,5.03118,5.0,0.8116,13.1661,4.96207,0.55371
23842,463306,35.0,10.596789999999999,8.506639999999999,127.59953,71.75268,0.0,0.0,42.53318,3.66609,5.0,0.9276,23.57655,2.53634,0.2988
23843,228336,63.0,11.82628,11.59639,173.94584,7.660069999999999,0.0,0.0,57.98195,5.79091,5.0,0.8722,12.76327,1.9378900000000001,0.69038
23844,757453,69.0,7.644,9.45392,141.80885,0.82532,0.0,0.0,47.26962,0.12945,5.0,0.94968,18.056639999999998,4.43215,0.49204
23845,150722,142.0,11.0268,18.99038,284.85566,97.63623,0.0,0.0,94.95189,4.25485,5.0,0.8382799999999999,11.493730000000001,2.57349,0.54092
23846,437228,200.0,6.616860000000001,8.3213,124.81946,73.55906,0.0,0.0,41.60649,2.57706,5.0,0.8418899999999999,17.88619,1.57902,0.63799
23847,850003,141.0,9.11633,11.0116,165.17395,43.818540000000006,0.0,0.0,55.05798000000001,1.45777,5.0,0.88718,15.34545,2.33372,0.9160200000000001
23848,128878,277.0,10.59263,7.84555,117.68323000000001,40.56268,0.0,0.0,39.227740000000004,2.86413,5.0,0.95791,18.16777,4.71664,0.27141
23849,670489,360.0,7.695360000000001,7.72146,115.82183,39.817240000000005,0.0,0.0,38.607279999999996,0.69825,5.0,0.97657,13.91065,1.58761,0.9758700000000001
23850,703800,103.0,14.362279999999998,17.824920000000002,267.37372999999997,57.7719,0.0,0.0,89.12458000000001,3.065,5.0,0.9400700000000001,22.51158,1.9952599999999998,0.58983
23851,693313,259.0,8.97232,8.62985,129.44769,77.35863,0.0,0.0,43.149229999999996,0.37392,5.0,0.86492,23.95934,1.52091,0.51486
23852,438373,369.0,8.90578,8.09543,121.43145,25.81007,0.0,0.0,40.47715,2.7693,5.0,0.83906,14.627820000000002,4.12689,0.57907
23853,527852,257.0,10.83582,7.747889999999999,116.21836,30.1304,0.0,0.0,38.73945,4.0431,5.0,0.96,13.14776,2.7147200000000002,0.5169100000000001
23854,438748,210.0,10.985430000000001,7.190869999999999,107.86308000000001,29.657559999999997,0.0,0.0,35.95436,0.31212,5.0,0.97906,21.515220000000003,2.12825,0.28312
23855,919095,45.0,8.66023,10.9012,163.51807,30.885679999999997,0.0,0.0,54.50601999999999,4.927169999999999,5.0,0.9422299999999999,22.1546,2.43839,0.84346
23856,557798,134.0,11.34747,16.57059,248.55884,70.39324,0.0,0.0,82.85295,5.265969999999999,5.0,0.84241,18.59541,3.2092400000000003,0.41191000000000005
23857,168341,96.0,9.60552,14.96185,224.42782000000003,43.68353,0.0,0.0,74.80927,5.45089,5.0,0.8844799999999999,21.405260000000002,3.05425,0.9783200000000001
23858,829093,131.0,10.19543,12.621830000000001,189.32751000000002,3.678,0.0,0.0,63.10917,5.73037,5.0,0.9495100000000001,29.927709999999998,3.55062,0.72591
23859,410273,113.0,10.173010000000001,16.530910000000002,247.96368999999999,89.89439,0.0,0.0,82.65456,0.21295,5.0,0.9631799999999999,14.683010000000001,3.85445,0.6622399999999999
23860,539364,151.0,10.54822,12.92436,193.86538000000002,96.45573,0.0,0.0,64.62179,5.45958,5.0,0.83078,13.153720000000002,2.62395,0.25489
23861,377208,357.0,8.47253,10.205960000000001,153.08936,72.14061,0.0,0.0,51.029790000000006,6.01478,5.0,0.88023,21.01333,2.2182,0.69348
23862,668725,30.0,7.16675,6.701410000000001,100.52114,77.80872,0.0,0.0,33.50705,0.6383800000000001,5.0,0.9161299999999999,28.600929999999998,4.98299,0.9317
23863,266782,277.0,10.85175,10.4686,157.029,17.863210000000002,0.0,0.0,52.343,5.275119999999999,5.0,0.8400200000000001,24.013820000000003,1.17125,0.57625
23864,719455,254.0,11.62267,14.22215,213.33229,1.38598,0.0,0.0,71.11076,3.25211,5.0,0.8460700000000001,22.80043,2.51341,0.84285
23865,276838,219.0,6.8513,8.683119999999999,130.24677,34.50622,0.0,0.0,43.41559,0.79837,5.0,0.88784,22.08681,3.7365800000000005,0.39423
23866,472248,58.0,13.604470000000001,10.25354,153.80313,12.4035,0.0,0.0,51.26771,5.98576,5.0,0.8657,11.308539999999999,3.2866,0.80011
23867,815035,29.0,9.57917,11.83216,177.48242,50.257709999999996,0.0,0.0,59.16081,4.1995,5.0,0.8629600000000001,20.59477,3.50635,0.5917399999999999
23868,354951,265.0,8.061160000000001,15.20191,228.02864,1.8479,0.0,0.0,76.00955,4.78179,5.0,0.86016,17.4885,2.17098,0.29954000000000003
23869,603690,150.0,6.859539999999999,18.68084,280.21259,39.217890000000004,0.0,0.0,93.4042,2.6247700000000003,5.0,0.85795,9.04807,4.12911,0.8800899999999999
23870,346520,255.0,8.564680000000001,16.43283,246.49239,52.93501,0.0,0.0,82.16413,2.52052,5.0,0.8829899999999999,21.79946,3.058,0.45296000000000003
23871,589997,315.0,9.27915,13.86186,207.92795,40.77969,0.0,0.0,69.30932,2.52738,5.0,0.92261,13.077919999999999,3.26347,0.8930100000000001
23872,691407,208.0,9.66686,15.395539999999999,230.93303999999998,39.44493,0.0,0.0,76.97768,0.6682899999999999,5.0,0.83386,19.2767,4.3503099999999995,0.34958
23873,798772,328.0,11.03329,10.159460000000001,152.39185,47.07738,0.0,0.0,50.79728,3.5119800000000003,5.0,0.91196,22.111829999999998,1.53429,0.90749
23874,600141,176.0,7.85549,9.3705,140.5575,0.72709,0.0,0.0,46.8525,4.61585,5.0,0.8104,17.47269,1.0386,0.76459
23875,825540,120.0,9.268289999999999,7.04737,105.71053,4.18745,0.0,0.0,35.23684,2.9902,5.0,0.8837200000000001,6.02515,3.93301,0.48885
23876,908148,327.0,11.94763,10.6614,159.92103,76.60696,0.0,0.0,53.30701,2.79086,5.0,0.96452,20.429170000000003,3.7143800000000002,0.37456
23877,505383,111.0,11.02567,18.49948,277.49225,0.01866,0.0,0.0,92.49741999999999,4.61161,5.0,0.95147,20.64752,2.11899,0.80498
23878,747201,183.0,12.6629,7.5841,113.76151000000002,14.46601,0.0,0.0,37.9205,4.0793,5.0,0.86831,12.47499,1.26741,0.26575
23879,749847,84.0,8.2464,11.499410000000001,172.49118,49.21151,0.0,0.0,57.49706,4.73212,5.0,0.8281200000000001,23.10365,2.1425400000000003,0.25506
23880,293947,91.0,9.98415,19.988870000000002,299.83308,62.66976,0.0,0.0,99.94436,3.61651,5.0,0.85298,23.89224,3.63794,0.86224
23881,806975,217.0,10.78912,12.78615,191.79227,95.76061,0.0,0.0,63.93076,1.4693399999999999,5.0,0.8269,17.90684,4.39617,0.29457
23882,997600,333.0,11.677019999999999,11.84762,177.71424,98.33131,0.0,0.0,59.238080000000004,3.4645300000000003,5.0,0.93885,15.39533,1.1635,0.96715
23883,671190,157.0,11.40659,9.16907,137.5361,89.9333,0.0,0.0,45.84537,4.79504,5.0,0.87315,16.55484,4.5850599999999995,0.74549
23884,590867,175.0,9.68402,19.9347,299.02057,83.79555,0.0,0.0,99.67352,1.13034,5.0,0.82011,24.71947,2.17548,0.32132
23885,995289,257.0,11.49587,13.53576,203.03635,42.99715,0.0,0.0,67.67878,2.5244400000000002,5.0,0.93101,15.88083,1.7861200000000002,0.56566
23886,3119,95.0,7.161160000000001,13.38313,200.74691,2.1169,0.0,0.0,66.91564,2.92897,5.0,0.8315600000000001,10.9537,1.36046,0.41975
23887,575366,25.0,11.56902,11.77262,176.58928,13.527610000000001,0.0,0.0,58.86309,0.68429,5.0,0.826,21.65715,4.70948,0.96147
23888,447864,168.0,9.08761,14.785060000000001,221.77584,23.35811,0.0,0.0,73.92528,4.22397,5.0,0.91319,13.272820000000001,2.47949,0.81752
23889,935359,125.0,11.807,19.755370000000003,296.33055,58.243880000000004,0.0,0.0,98.77685,3.95019,5.0,0.8536100000000001,16.72981,2.25677,0.796
23890,806129,131.0,13.94006,18.95521,284.32812,3.6875699999999996,0.0,0.0,94.77604000000001,2.46526,5.0,0.9223600000000001,15.1747,2.31648,0.9882799999999999
23891,34307,76.0,5.9740400000000005,18.54897,278.23462,31.701909999999998,0.0,0.0,92.74486999999999,1.55046,5.0,0.8277899999999999,17.86019,3.4441599999999997,0.36785
23892,689819,99.0,13.09409,13.561079999999999,203.41621,54.905330000000006,0.0,0.0,67.8054,2.42141,5.0,0.842,16.23864,2.33524,0.52003
23893,742567,317.0,8.701039999999999,11.11533,166.72998,51.14373,0.0,0.0,55.57666,5.207669999999999,5.0,0.8979799999999999,21.41025,2.10943,0.28565999999999997
23894,745928,143.0,8.75079,12.48253,187.23802,60.31216,0.0,0.0,62.41267,1.75475,5.0,0.92574,20.924879999999998,1.93013,0.4061
23895,887494,82.0,9.75576,9.85861,147.87915,68.30497,0.0,0.0,49.29305,5.09596,5.0,0.98335,16.24086,4.05741,0.34285
23896,343190,74.0,10.586739999999999,19.976679999999998,299.6502,99.85240999999999,0.0,0.0,99.8834,4.70514,5.0,0.8632799999999999,20.07498,1.6914799999999999,0.6772
23897,219330,38.0,11.41108,9.52797,142.91956000000002,70.96239,0.0,0.0,47.63985,2.96863,5.0,0.882,15.0692,4.99624,0.40769
23898,126642,120.0,7.752560000000001,9.09365,136.4048,17.82556,0.0,0.0,45.468270000000004,0.00557,5.0,0.86945,21.502489999999998,2.1477,0.82314
23899,423671,186.0,11.75176,14.82485,222.37276,0.97444,0.0,0.0,74.12425,1.42354,5.0,0.96791,16.59592,3.6843199999999996,0.8248200000000001
23900,528607,61.0,11.36999,19.88304,298.24563,83.23801,0.0,0.0,99.41521,0.21095,5.0,0.86015,17.71588,1.69911,0.9932799999999999
23901,525825,210.0,12.77632,9.78858,146.82873,17.00838,0.0,0.0,48.94291,2.0514200000000002,5.0,0.91299,21.03968,2.6478,0.70014
23902,408784,243.0,11.30805,11.99276,179.89138,25.107029999999998,0.0,0.0,59.96379,4.6159099999999995,5.0,0.91886,13.739970000000001,2.09647,0.78173
23903,267684,333.0,9.69059,8.02394,120.35905,81.32162,0.0,0.0,40.119679999999995,4.90816,5.0,0.95752,22.38964,4.03139,0.80807
23904,598889,221.0,10.855780000000001,13.916160000000001,208.74246000000002,1.20884,0.0,0.0,69.58081999999999,1.97633,5.0,0.81594,15.379729999999999,2.97525,0.93327
23905,21431,186.0,9.90475,10.99853,164.97802,64.80493,0.0,0.0,54.99267,4.83615,5.0,0.8914,18.1078,1.4245700000000001,0.4139
23906,162724,35.0,13.146070000000002,16.82076,252.31139,42.22964,0.0,0.0,84.1038,4.1253400000000005,5.0,0.8409200000000001,25.65171,2.35905,0.79379
23907,682442,86.0,9.96609,17.56681,263.50222,37.82014,0.0,0.0,87.83407,2.96853,5.0,0.8405100000000001,13.680060000000001,3.04524,0.76218
23908,176170,62.0,7.295939999999999,10.04392,150.65883,44.3794,0.0,0.0,50.219609999999996,4.76861,5.0,0.83634,16.236810000000002,3.52795,0.82944
23909,277130,268.0,8.32088,11.94005,179.10079,0.06732,0.0,0.0,59.70026,1.65057,5.0,0.85088,14.05485,3.27142,0.52437
23910,273218,201.0,10.22836,19.46704,292.00562,30.51663,0.0,0.0,97.33521,5.33747,5.0,0.91871,8.970310000000001,1.451,0.9619200000000001
23911,356268,74.0,7.77107,15.080770000000001,226.21148,87.9451,0.0,0.0,75.40383,1.6368200000000002,5.0,0.9002399999999999,18.05278,4.50712,0.2566
23912,368049,52.0,10.19478,6.69349,100.40229000000001,46.48342,0.0,0.0,33.46743,4.82629,5.0,0.9728600000000001,23.146829999999998,3.3482,0.43159
23913,62076,124.0,11.50569,11.0657,165.98555,34.45995,0.0,0.0,55.32852,3.0088,5.0,0.96154,13.68643,2.2804900000000004,0.8865799999999999
23914,497684,41.0,7.14761,10.717310000000001,160.75965,52.40803,0.0,0.0,53.58655,4.83289,5.0,0.9847299999999999,20.51056,1.59389,0.93858
23915,164465,109.0,13.020660000000001,13.28113,199.21698999999998,8.43356,0.0,0.0,66.40566,3.67064,5.0,0.91655,14.10449,4.03258,0.45401
