#sim_number, id, t_peak, amp_scale, P, new_length, offset, a_qpp, B, t_e, phi, sn, r, sn_red
6416 , 459856 , 94.48953 , 7.34994 , 15.73907 , 236.08607 , 6.56752 , 3.67497 , 0.00000 , 31.47814 , 4.49045 , 1.00000 , 0.87656 , 14.25027
6417 , 569077 , 331.02201 , 8.81644 , 10.51154 , 157.67314 , 27.74664 , 4.40822 , 0.00000 , 21.02308 , 2.25176 , 1.00000 , 0.86136 , 18.61268
6418 , 164007 , 339.02583 , 11.14105 , 8.12717 , 121.90758 , 45.16458 , 5.57052 , 0.00000 , 16.25434 , 3.01907 , 1.00000 , 0.85876 , 16.35533
6419 , 726986 , 133.63425 , 11.92492 , 9.79410 , 146.91150 , 69.91305 , 5.96246 , 0.00000 , 19.58820 , 3.78290 , 1.00000 , 0.81834 , 16.52368
6420 , 899877 , 9.57279 , 10.78696 , 8.96539 , 134.48079 , 5.88149 , 5.39348 , 0.00000 , 17.93077 , 2.57469 , 2.00000 , 0.92135 , 17.06161
6421 , 624526 , 29.15870 , 11.25101 , 16.31913 , 244.78700 , 44.00912 , 5.62551 , 0.00000 , 32.63827 , 0.32449 , 2.00000 , 0.87400 , 16.43360
6422 , 478080 , 223.27955 , 8.78199 , 15.93120 , 238.96794 , 28.99881 , 4.39099 , 0.00000 , 31.86239 , 4.44255 , 2.00000 , 0.97160 , 17.10708
6423 , 967670 , 184.13620 , 7.22167 , 12.97482 , 194.62237 , 14.30958 , 3.61084 , 0.00000 , 25.94965 , 2.09984 , 2.00000 , 0.95796 , 17.60751
6424 , 19097 , 174.68891 , 8.54308 , 17.80934 , 267.14005 , 45.56419 , 4.27154 , 0.00000 , 35.61867 , 5.06247 , 2.00000 , 0.92505 , 19.25413
6425 , 610614 , 274.76652 , 8.38336 , 6.68757 , 100.31361 , 47.81165 , 4.19168 , 0.00000 , 13.37515 , 5.49038 , 2.00000 , 0.82445 , 15.87960
6426 , 377502 , 125.48772 , 7.72371 , 6.92136 , 103.82033 , 22.39302 , 3.86186 , 0.00000 , 13.84271 , 3.52911 , 2.00000 , 0.89953 , 16.59544
6427 , 422819 , 269.64489 , 9.89107 , 12.52789 , 187.91829 , 23.24191 , 4.94554 , 0.00000 , 25.05577 , 3.73462 , 2.00000 , 0.93094 , 17.42844
6428 , 565228 , 14.63652 , 9.69991 , 18.17110 , 272.56645 , 23.83739 , 4.84996 , 0.00000 , 36.34219 , 3.52170 , 2.00000 , 0.91570 , 16.75151
6429 , 546186 , 55.48279 , 12.63924 , 14.21567 , 213.23512 , 42.76639 , 6.31962 , 0.00000 , 28.43135 , 0.82143 , 2.00000 , 0.88437 , 17.20056
6430 , 612191 , 314.02821 , 10.90345 , 8.00727 , 120.10904 , 22.24327 , 5.45172 , 0.00000 , 16.01454 , 5.82612 , 2.00000 , 0.97658 , 17.44119
6431 , 38553 , 185.10275 , 12.85820 , 10.06964 , 151.04458 , 80.05068 , 6.42910 , 0.00000 , 20.13928 , 4.94942 , 2.00000 , 0.81424 , 16.67929
6432 , 676457 , 211.78170 , 6.40424 , 18.48308 , 277.24620 , 70.43905 , 3.20212 , 0.00000 , 36.96616 , 0.49815 , 2.00000 , 0.94461 , 15.67592
6433 , 339000 , 209.29031 , 7.30585 , 7.10046 , 106.50695 , 37.03113 , 3.65292 , 0.00000 , 14.20093 , 5.72966 , 2.00000 , 0.97537 , 15.44981
6434 , 586397 , 88.52054 , 7.88844 , 8.55107 , 128.26603 , 76.17504 , 3.94422 , 0.00000 , 17.10214 , 1.53008 , 2.00000 , 0.97570 , 16.76649
6435 , 533557 , 30.58840 , 7.96660 , 11.20013 , 168.00194 , 60.21421 , 3.98330 , 0.00000 , 22.40026 , 5.77091 , 2.00000 , 0.90832 , 18.44487
6436 , 232511 , 121.89736 , 10.13033 , 8.98638 , 134.79576 , 81.96250 , 5.06517 , 0.00000 , 17.97277 , 4.28615 , 2.00000 , 0.94288 , 16.41564
6437 , 367487 , 219.65003 , 12.16709 , 15.49597 , 232.43953 , 2.50669 , 6.08354 , 0.00000 , 30.99194 , 0.30115 , 2.00000 , 0.91525 , 15.98722
6438 , 64242 , 276.06805 , 11.56258 , 8.40659 , 126.09883 , 85.85054 , 5.78129 , 0.00000 , 16.81318 , 2.40386 , 2.00000 , 0.90645 , 18.34615
6439 , 403513 , 112.92933 , 12.43404 , 10.65525 , 159.82876 , 73.45340 , 6.21702 , 0.00000 , 21.31050 , 0.75115 , 2.00000 , 0.83069 , 16.69164
6440 , 407104 , 182.05750 , 8.14805 , 15.97859 , 239.67878 , 96.30903 , 4.07403 , 0.00000 , 31.95717 , 2.86537 , 3.00000 , 0.87816 , 17.59335
6441 , 376264 , 187.17424 , 10.56133 , 8.72629 , 130.89433 , 0.33382 , 5.28066 , 0.00000 , 17.45258 , 4.50021 , 3.00000 , 0.88151 , 16.88159
6442 , 38448 , 268.05954 , 10.64881 , 14.87414 , 223.11209 , 55.98706 , 5.32440 , 0.00000 , 29.74828 , 2.69484 , 3.00000 , 0.90385 , 17.51906
6443 , 71443 , 141.46631 , 12.02964 , 12.30415 , 184.56225 , 96.97503 , 6.01482 , 0.00000 , 24.60830 , 6.20290 , 3.00000 , 0.85624 , 17.36519
6444 , 857784 , 112.78943 , 10.27549 , 16.95983 , 254.39740 , 21.91535 , 5.13775 , 0.00000 , 33.91965 , 4.98772 , 3.00000 , 0.96080 , 16.44202
6445 , 303500 , 171.85670 , 11.33162 , 15.21907 , 228.28598 , 73.19971 , 5.66581 , 0.00000 , 30.43813 , 1.91274 , 3.00000 , 0.81976 , 14.98030
6446 , 730573 , 58.52482 , 11.02888 , 14.42484 , 216.37264 , 54.23041 , 5.51444 , 0.00000 , 28.84969 , 5.55491 , 3.00000 , 0.82345 , 17.87378
6447 , 909501 , 248.30893 , 9.76452 , 12.03470 , 180.52049 , 53.87321 , 4.88226 , 0.00000 , 24.06940 , 2.12616 , 3.00000 , 0.83150 , 17.35992
6448 , 979477 , 78.15437 , 13.34661 , 18.30435 , 274.56530 , 37.87349 , 6.67330 , 0.00000 , 36.60871 , 6.02719 , 3.00000 , 0.85893 , 17.49299
6449 , 365555 , 258.09178 , 15.65913 , 11.36502 , 170.47525 , 97.38570 , 7.82956 , 0.00000 , 22.73003 , 3.85475 , 3.00000 , 0.88117 , 17.08616
6450 , 269101 , 257.40273 , 12.48714 , 10.67594 , 160.13912 , 77.25128 , 6.24357 , 0.00000 , 21.35188 , 4.68623 , 3.00000 , 0.85120 , 18.44767
6451 , 14204 , 157.44868 , 13.22186 , 19.54016 , 293.10233 , 26.61420 , 6.61093 , 0.00000 , 39.08031 , 5.47985 , 3.00000 , 0.87947 , 16.83693
6452 , 682108 , 109.28456 , 12.26698 , 14.32951 , 214.94264 , 35.75441 , 6.13349 , 0.00000 , 28.65902 , 2.35258 , 3.00000 , 0.93685 , 18.33688
6453 , 182637 , 179.43555 , 6.57696 , 19.41199 , 291.17981 , 62.70347 , 3.28848 , 0.00000 , 38.82397 , 4.04527 , 3.00000 , 0.95199 , 17.88829
6454 , 583976 , 287.40132 , 9.96132 , 7.03520 , 105.52796 , 17.90234 , 4.98066 , 0.00000 , 14.07039 , 3.56734 , 3.00000 , 0.81981 , 15.59382
6455 , 230382 , 92.30957 , 5.80707 , 12.05536 , 180.83041 , 97.19489 , 2.90354 , 0.00000 , 24.11072 , 3.46315 , 3.00000 , 0.84773 , 16.56012
6456 , 338442 , 46.62422 , 10.26872 , 18.61228 , 279.18417 , 32.30251 , 5.13436 , 0.00000 , 37.22456 , 2.15254 , 3.00000 , 0.95875 , 16.89550
6457 , 162756 , 164.60359 , 10.89934 , 17.35821 , 260.37318 , 28.58710 , 5.44967 , 0.00000 , 34.71642 , 0.17189 , 3.00000 , 0.84753 , 17.31456
6458 , 765764 , 152.41834 , 11.87357 , 12.38798 , 185.81975 , 92.22353 , 5.93678 , 0.00000 , 24.77597 , 4.18761 , 3.00000 , 0.83733 , 17.02916
6459 , 858705 , 54.41787 , 8.74447 , 19.04893 , 285.73401 , 55.57414 , 4.37224 , 0.00000 , 38.09787 , 2.62089 , 3.00000 , 0.90665 , 16.79682
6460 , 440492 , 164.95693 , 10.94036 , 15.33794 , 230.06916 , 83.47482 , 5.47018 , 0.00000 , 30.67589 , 3.85173 , 4.00000 , 0.88046 , 16.12769
6461 , 2864 , 209.88557 , 8.64295 , 14.17629 , 212.64434 , 42.84218 , 4.32147 , 0.00000 , 28.35258 , 4.22019 , 4.00000 , 0.86722 , 16.02684
6462 , 30623 , 161.89720 , 11.01704 , 17.60621 , 264.09315 , 24.22243 , 5.50852 , 0.00000 , 35.21242 , 4.91071 , 4.00000 , 0.96622 , 15.39116
6463 , 194411 , 63.21656 , 9.91101 , 11.98628 , 179.79413 , 26.97389 , 4.95551 , 0.00000 , 23.97255 , 3.79665 , 4.00000 , 0.97585 , 16.67541
6464 , 960020 , 97.75858 , 9.75314 , 16.41269 , 246.19038 , 19.60946 , 4.87657 , 0.00000 , 32.82538 , 6.26117 , 4.00000 , 0.92051 , 17.54805
6465 , 840378 , 154.40607 , 8.18564 , 16.63059 , 249.45892 , 97.27626 , 4.09282 , 0.00000 , 33.26119 , 4.81130 , 4.00000 , 0.93331 , 17.26409
6466 , 825957 , 240.02644 , 6.92901 , 14.85926 , 222.88890 , 47.27372 , 3.46451 , 0.00000 , 29.71852 , 3.18136 , 4.00000 , 0.93802 , 19.13843
6467 , 815956 , 82.11614 , 10.04836 , 11.73444 , 176.01653 , 36.34793 , 5.02418 , 0.00000 , 23.46887 , 2.03225 , 4.00000 , 0.86970 , 18.02653
6468 , 878484 , 272.45327 , 6.88696 , 14.66946 , 220.04195 , 21.50735 , 3.44348 , 0.00000 , 29.33893 , 0.63940 , 4.00000 , 0.90425 , 16.34932
6469 , 348328 , 83.99579 , 8.04401 , 10.68337 , 160.25059 , 77.61805 , 4.02200 , 0.00000 , 21.36675 , 4.72271 , 4.00000 , 0.94702 , 16.81473
6470 , 39996 , 141.76906 , 9.27382 , 9.36548 , 140.48213 , 14.21703 , 4.63691 , 0.00000 , 18.73095 , 4.10082 , 4.00000 , 0.83661 , 19.24230
6471 , 225017 , 303.65142 , 9.19183 , 9.25930 , 138.88957 , 93.04405 , 4.59592 , 0.00000 , 18.51861 , 5.78456 , 4.00000 , 0.91464 , 16.78789
6472 , 565974 , 163.79250 , 9.65727 , 8.68125 , 130.21870 , 87.71121 , 4.82864 , 0.00000 , 17.36249 , 3.21839 , 4.00000 , 0.92400 , 17.11981
6473 , 645574 , 58.91941 , 12.91911 , 12.06336 , 180.95034 , 34.26092 , 6.45955 , 0.00000 , 24.12671 , 2.45877 , 4.00000 , 0.92772 , 17.11342
6474 , 586302 , 352.09582 , 10.94786 , 6.94322 , 104.14823 , 45.05338 , 5.47393 , 0.00000 , 13.88643 , 2.60706 , 4.00000 , 0.91540 , 18.55799
6475 , 888109 , 133.07742 , 9.06940 , 13.99176 , 209.87636 , 1.73312 , 4.53470 , 0.00000 , 27.98352 , 4.59709 , 4.00000 , 0.83724 , 17.93165
6476 , 479454 , 385.07880 , 10.13499 , 6.84525 , 102.67872 , 41.87318 , 5.06749 , 0.00000 , 13.69050 , 4.87592 , 4.00000 , 0.89427 , 17.07708
6477 , 796345 , 213.43494 , 10.55002 , 10.66966 , 160.04496 , 99.11087 , 5.27501 , 0.00000 , 21.33933 , 5.83046 , 4.00000 , 0.97465 , 15.89617
6478 , 478449 , 256.54508 , 5.93555 , 13.54702 , 203.20532 , 50.51857 , 2.96777 , 0.00000 , 27.09404 , 1.46071 , 4.00000 , 0.87064 , 18.51116
6479 , 385764 , 24.49272 , 6.64477 , 6.75308 , 101.29613 , 78.58779 , 3.32238 , 0.00000 , 13.50615 , 5.61722 , 4.00000 , 0.97665 , 16.14027
6480 , 861295 , 79.89948 , 10.65046 , 8.06788 , 121.01825 , 19.45619 , 5.32523 , 0.00000 , 16.13577 , 4.19204 , 5.00000 , 0.97844 , 15.59576
6481 , 514842 , 40.02137 , 9.32506 , 15.23891 , 228.58363 , 60.79207 , 4.66253 , 0.00000 , 30.47782 , 3.77006 , 5.00000 , 0.81527 , 18.26181
6482 , 22431 , 111.70736 , 12.16934 , 19.15530 , 287.32955 , 33.15747 , 6.08467 , 0.00000 , 38.31061 , 0.67513 , 5.00000 , 0.88202 , 18.20633
6483 , 635800 , 137.44747 , 7.56091 , 10.33183 , 154.97750 , 18.72315 , 3.78046 , 0.00000 , 20.66367 , 5.83912 , 5.00000 , 0.98746 , 17.26816
6484 , 229908 , 186.92857 , 11.14512 , 15.24717 , 228.70757 , 96.72591 , 5.57256 , 0.00000 , 30.49434 , 6.27828 , 5.00000 , 0.82498 , 15.73176
6485 , 230233 , 230.25398 , 11.99709 , 13.21320 , 198.19802 , 99.01956 , 5.99855 , 0.00000 , 26.42640 , 4.42568 , 5.00000 , 0.87090 , 17.41408
6486 , 484249 , 83.82194 , 9.77758 , 6.96300 , 104.44501 , 32.60679 , 4.88879 , 0.00000 , 13.92600 , 1.42656 , 5.00000 , 0.85745 , 18.55112
6487 , 644971 , 186.34614 , 8.91813 , 19.50549 , 292.58240 , 50.21021 , 4.45906 , 0.00000 , 39.01099 , 5.72056 , 5.00000 , 0.87114 , 16.69494
6488 , 254221 , 50.89472 , 9.53820 , 18.14910 , 272.23655 , 57.19081 , 4.76910 , 0.00000 , 36.29821 , 4.33205 , 5.00000 , 0.84366 , 16.86399
6489 , 702999 , 65.96013 , 9.11163 , 11.43831 , 171.57472 , 86.89540 , 4.55581 , 0.00000 , 22.87663 , 4.62084 , 5.00000 , 0.88376 , 15.44352
6490 , 960386 , 126.46870 , 13.97030 , 11.48984 , 172.34761 , 64.67026 , 6.98515 , 0.00000 , 22.97968 , 0.19035 , 5.00000 , 0.94280 , 16.86311
6491 , 284894 , 249.61049 , 10.97980 , 9.96150 , 149.42249 , 96.24410 , 5.48990 , 0.00000 , 19.92300 , 0.01630 , 5.00000 , 0.82692 , 17.73176
6492 , 987731 , 208.51786 , 7.84207 , 11.88523 , 178.27838 , 36.23077 , 3.92103 , 0.00000 , 23.77045 , 1.26392 , 5.00000 , 0.85141 , 16.80291
6493 , 703068 , 137.40834 , 10.74012 , 19.38297 , 290.74460 , 42.65456 , 5.37006 , 0.00000 , 38.76595 , 2.46167 , 5.00000 , 0.82619 , 16.01468
6494 , 482988 , 275.09003 , 9.94157 , 14.87836 , 223.17544 , 35.36278 , 4.97078 , 0.00000 , 29.75673 , 0.68052 , 5.00000 , 0.84448 , 17.27217
6495 , 181929 , 150.88446 , 10.30775 , 16.62906 , 249.43597 , 16.05431 , 5.15388 , 0.00000 , 33.25813 , 4.42454 , 5.00000 , 0.87484 , 17.25121
6496 , 683129 , 35.78537 , 13.34471 , 17.13492 , 257.02383 , 15.99767 , 6.67236 , 0.00000 , 34.26984 , 2.53004 , 5.00000 , 0.86899 , 16.41266
6497 , 607227 , 205.09512 , 8.05791 , 14.61963 , 219.29448 , 42.60974 , 4.02895 , 0.00000 , 29.23926 , 1.21907 , 5.00000 , 0.93647 , 17.13043
6498 , 693246 , 150.98143 , 12.60812 , 18.76789 , 281.51833 , 44.34659 , 6.30406 , 0.00000 , 37.53578 , 2.74165 , 5.00000 , 0.87334 , 17.71093
6499 , 492496 , 290.55082 , 12.76295 , 9.89354 , 148.40311 , 96.88904 , 6.38147 , 0.00000 , 19.78708 , 0.42874 , 5.00000 , 0.91939 , 17.28161
6500 , 767800 , 227.67771 , 10.79469 , 13.42437 , 201.36559 , 48.11814 , 3.23841 , 0.00000 , 26.84875 , 4.37514 , 1.00000 , 0.96378 , 16.84702
6501 , 288829 , 107.06393 , 10.74855 , 18.35208 , 275.28124 , 0.88174 , 3.22456 , 0.00000 , 36.70417 , 0.85137 , 1.00000 , 0.82279 , 18.31639
6502 , 968420 , 166.56492 , 9.13184 , 13.24956 , 198.74343 , 23.61698 , 2.73955 , 0.00000 , 26.49912 , 3.17104 , 1.00000 , 0.88503 , 17.17208
6503 , 355134 , 132.19965 , 7.08966 , 19.16619 , 287.49285 , 71.73635 , 2.12690 , 0.00000 , 38.33238 , 3.95096 , 1.00000 , 0.84365 , 17.32741
6504 , 607 , 206.46041 , 5.14702 , 9.66118 , 144.91776 , 99.44475 , 1.54411 , 0.00000 , 19.32237 , 0.79237 , 1.00000 , 0.91564 , 16.82864
6505 , 36552 , 101.61108 , 11.76532 , 19.26029 , 288.90432 , 97.96316 , 3.52959 , 0.00000 , 38.52058 , 6.22945 , 1.00000 , 0.83874 , 16.65208
6506 , 865438 , 195.73116 , 10.53225 , 10.07199 , 151.07980 , 48.69516 , 3.15968 , 0.00000 , 20.14397 , 2.64071 , 1.00000 , 0.95564 , 18.10047
6507 , 708932 , 150.57534 , 8.28518 , 9.28858 , 139.32864 , 81.91608 , 2.48555 , 0.00000 , 18.57715 , 4.95164 , 1.00000 , 0.97460 , 16.31950
6508 , 292095 , 91.85064 , 14.09742 , 17.11257 , 256.68862 , 27.93166 , 4.22923 , 0.00000 , 34.22515 , 5.43984 , 1.00000 , 0.81520 , 16.48888
6509 , 960584 , 287.38390 , 8.88970 , 10.70327 , 160.54910 , 75.08547 , 2.66691 , 0.00000 , 21.40655 , 1.20549 , 1.00000 , 0.90354 , 16.62229
6510 , 875591 , 237.89808 , 12.44906 , 7.72907 , 115.93604 , 36.30838 , 3.73472 , 0.00000 , 15.45814 , 4.32415 , 1.00000 , 0.85564 , 17.62371
6511 , 157234 , 48.19158 , 11.81837 , 17.91905 , 268.78577 , 50.75781 , 3.54551 , 0.00000 , 35.83810 , 0.06694 , 1.00000 , 0.98455 , 17.23792
6512 , 99325 , 307.30968 , 10.52628 , 12.61226 , 189.18385 , 9.92314 , 3.15788 , 0.00000 , 25.22451 , 3.40465 , 1.00000 , 0.87395 , 16.38895
6513 , 423490 , 54.39771 , 8.32762 , 16.33571 , 245.03559 , 74.68043 , 2.49829 , 0.00000 , 32.67141 , 0.25274 , 1.00000 , 0.81208 , 17.48797
6514 , 389615 , 138.07034 , 11.04733 , 11.13609 , 167.04130 , 20.14971 , 3.31420 , 0.00000 , 22.27217 , 2.48001 , 1.00000 , 0.93044 , 18.76702
6515 , 151613 , 210.14535 , 10.61711 , 9.68741 , 145.31114 , 70.88308 , 3.18513 , 0.00000 , 19.37482 , 5.07341 , 1.00000 , 0.89076 , 15.50222
6516 , 660021 , 194.69728 , 10.33569 , 18.00931 , 270.13967 , 22.04145 , 3.10071 , 0.00000 , 36.01862 , 6.07506 , 1.00000 , 0.87549 , 17.54994
6517 , 229114 , 157.37725 , 8.31112 , 14.31179 , 214.67691 , 43.02594 , 2.49334 , 0.00000 , 28.62359 , 0.77012 , 1.00000 , 0.81034 , 16.64439
6518 , 348300 , 74.04405 , 12.14690 , 14.91545 , 223.73172 , 33.85496 , 3.64407 , 0.00000 , 29.83090 , 3.63394 , 1.00000 , 0.98461 , 17.04340
6519 , 807144 , 61.71485 , 8.18196 , 13.42037 , 201.30554 , 45.70579 , 2.45459 , 0.00000 , 26.84074 , 5.19343 , 1.00000 , 0.84724 , 15.90040
6520 , 156600 , 270.86261 , 13.20324 , 7.58901 , 113.83511 , 50.65609 , 3.96097 , 0.00000 , 15.17801 , 3.63848 , 2.00000 , 0.83626 , 16.90868
6521 , 168580 , 81.80820 , 8.46469 , 10.95378 , 164.30673 , 15.98110 , 2.53941 , 0.00000 , 21.90756 , 2.14205 , 2.00000 , 0.89774 , 17.34588
6522 , 118054 , 22.03348 , 10.28050 , 17.88465 , 268.26968 , 19.16083 , 3.08415 , 0.00000 , 35.76929 , 4.10209 , 2.00000 , 0.82364 , 16.00416
6523 , 26635 , 162.29395 , 10.19282 , 18.86973 , 283.04596 , 61.36889 , 3.05785 , 0.00000 , 37.73946 , 2.12836 , 2.00000 , 0.98404 , 15.78335
6524 , 550847 , 125.88563 , 7.04059 , 9.26803 , 139.02051 , 41.17656 , 2.11218 , 0.00000 , 18.53607 , 3.40663 , 2.00000 , 0.98395 , 17.71268
6525 , 629447 , 7.47213 , 9.80496 , 9.49223 , 142.38338 , 95.99603 , 2.94149 , 0.00000 , 18.98445 , 0.49851 , 2.00000 , 0.91835 , 17.74580
6526 , 113372 , 398.88708 , 12.79426 , 6.73479 , 101.02180 , 40.99172 , 3.83828 , 0.00000 , 13.46957 , 3.34418 , 2.00000 , 0.82623 , 17.58481
6527 , 795132 , 235.32287 , 9.43228 , 14.97007 , 224.55103 , 56.56610 , 2.82969 , 0.00000 , 29.94014 , 1.27853 , 2.00000 , 0.90491 , 13.96302
6528 , 13755 , 305.90888 , 11.31583 , 11.23457 , 168.51850 , 96.05113 , 3.39475 , 0.00000 , 22.46913 , 4.53799 , 2.00000 , 0.86673 , 16.16478
6529 , 47033 , 82.30941 , 10.74767 , 12.25385 , 183.80777 , 76.59166 , 3.22430 , 0.00000 , 24.50770 , 5.62908 , 2.00000 , 0.92723 , 15.90906
6530 , 408067 , 126.56284 , 11.53895 , 12.62326 , 189.34890 , 87.59884 , 3.46169 , 0.00000 , 25.24652 , 0.29033 , 2.00000 , 0.87715 , 16.16404
6531 , 949843 , 24.54050 , 11.16664 , 16.93266 , 253.98983 , 71.38536 , 3.34999 , 0.00000 , 33.86531 , 4.82685 , 2.00000 , 0.95461 , 17.45585
6532 , 715645 , 113.11141 , 11.10293 , 10.87162 , 163.07426 , 76.41813 , 3.33088 , 0.00000 , 21.74323 , 5.47201 , 2.00000 , 0.93429 , 16.30563
6533 , 574510 , 31.10693 , 13.38463 , 16.07508 , 241.12623 , 91.55291 , 4.01539 , 0.00000 , 32.15016 , 0.38058 , 2.00000 , 0.93843 , 16.89211
6534 , 390524 , 197.02739 , 9.52743 , 9.29724 , 139.45859 , 78.71533 , 2.85823 , 0.00000 , 18.59448 , 1.66921 , 2.00000 , 0.96678 , 18.32759
6535 , 778494 , 183.02686 , 9.00764 , 19.13779 , 287.06688 , 24.37806 , 2.70229 , 0.00000 , 38.27558 , 5.87889 , 2.00000 , 0.94344 , 18.63995
6536 , 896650 , 172.41398 , 9.74783 , 19.80149 , 297.02233 , 15.02031 , 2.92435 , 0.00000 , 39.60298 , 3.06338 , 2.00000 , 0.92075 , 18.18916
6537 , 928687 , 120.70380 , 8.23844 , 19.82408 , 297.36113 , 25.58968 , 2.47153 , 0.00000 , 39.64815 , 0.97673 , 2.00000 , 0.90177 , 17.07681
6538 , 114005 , 58.73673 , 10.88717 , 16.19902 , 242.98536 , 21.40346 , 3.26615 , 0.00000 , 32.39805 , 0.02953 , 2.00000 , 0.97653 , 17.61403
6539 , 615281 , 275.89657 , 11.30302 , 7.77688 , 116.65314 , 63.00087 , 3.39091 , 0.00000 , 15.55375 , 4.23564 , 2.00000 , 0.96115 , 16.32810
6540 , 563604 , 123.71555 , 11.33901 , 15.98477 , 239.77159 , 40.31127 , 3.40170 , 0.00000 , 31.96955 , 4.40272 , 3.00000 , 0.96429 , 18.27315
6541 , 894983 , 103.63322 , 11.65801 , 7.49151 , 112.37265 , 77.30305 , 3.49740 , 0.00000 , 14.98302 , 5.87554 , 3.00000 , 0.94860 , 16.98576
6542 , 411656 , 172.14381 , 10.34905 , 18.67566 , 280.13490 , 6.55569 , 3.10472 , 0.00000 , 37.35132 , 4.83499 , 3.00000 , 0.91966 , 17.09407
6543 , 426638 , 221.73102 , 8.61305 , 15.77631 , 236.64468 , 28.80550 , 2.58392 , 0.00000 , 31.55262 , 6.12104 , 3.00000 , 0.93276 , 15.85638
6544 , 288538 , 17.30663 , 10.27629 , 11.21754 , 168.26311 , 81.47570 , 3.08289 , 0.00000 , 22.43508 , 3.99186 , 3.00000 , 0.97820 , 15.23154
6545 , 763982 , 180.63127 , 8.47877 , 11.05531 , 165.82971 , 6.97545 , 2.54363 , 0.00000 , 22.11063 , 1.52836 , 3.00000 , 0.89898 , 17.73377
6546 , 778851 , 250.97760 , 7.26382 , 11.33516 , 170.02746 , 42.46638 , 2.17915 , 0.00000 , 22.67033 , 3.00120 , 3.00000 , 0.89220 , 19.18490
6547 , 711988 , 366.08455 , 10.10268 , 7.88404 , 118.26066 , 85.10510 , 3.03080 , 0.00000 , 15.76809 , 3.82418 , 3.00000 , 0.86843 , 16.73682
6548 , 772623 , 48.95733 , 6.52819 , 18.49834 , 277.47504 , 92.21484 , 1.95846 , 0.00000 , 36.99667 , 2.86444 , 3.00000 , 0.96076 , 18.37027
6549 , 371330 , 184.48462 , 11.18217 , 15.66054 , 234.90807 , 75.42761 , 3.35465 , 0.00000 , 31.32108 , 5.47164 , 3.00000 , 0.90930 , 18.92987
6550 , 174823 , 49.90804 , 6.18988 , 17.87854 , 268.17807 , 80.18978 , 1.85697 , 0.00000 , 35.75708 , 2.09010 , 3.00000 , 0.91837 , 18.09564
6551 , 792454 , 194.81885 , 8.23249 , 17.42104 , 261.31556 , 4.68516 , 2.46975 , 0.00000 , 34.84207 , 3.30820 , 3.00000 , 0.93182 , 15.51356
6552 , 388645 , 27.90758 , 9.20715 , 9.18907 , 137.83609 , 81.32477 , 2.76215 , 0.00000 , 18.37815 , 5.93366 , 3.00000 , 0.82236 , 15.57507
6553 , 647447 , 68.96085 , 9.19181 , 18.08348 , 271.25218 , 68.67272 , 2.75754 , 0.00000 , 36.16696 , 5.09990 , 3.00000 , 0.98071 , 16.67580
6554 , 633664 , 268.39173 , 10.96205 , 9.54498 , 143.17464 , 47.19441 , 3.28861 , 0.00000 , 19.08995 , 2.73726 , 3.00000 , 0.92368 , 18.18417
6555 , 283781 , 185.19856 , 6.98205 , 11.45493 , 171.82399 , 81.43652 , 2.09461 , 0.00000 , 22.90987 , 4.33058 , 3.00000 , 0.84521 , 18.02712
6556 , 636041 , 77.86349 , 7.61951 , 8.11864 , 121.77957 , 66.70031 , 2.28585 , 0.00000 , 16.23728 , 2.67733 , 3.00000 , 0.83241 , 16.49491
6557 , 657477 , 156.45822 , 7.71531 , 15.83160 , 237.47407 , 49.41702 , 2.31459 , 0.00000 , 31.66321 , 2.64923 , 3.00000 , 0.84445 , 17.88487
6558 , 239795 , 64.60154 , 12.44177 , 14.02663 , 210.39950 , 37.26582 , 3.73253 , 0.00000 , 28.05327 , 5.96880 , 3.00000 , 0.91700 , 15.29048
6559 , 117153 , 203.18343 , 11.03216 , 18.11727 , 271.75906 , 20.65191 , 3.30965 , 0.00000 , 36.23454 , 4.21467 , 3.00000 , 0.98748 , 17.04148
6560 , 874300 , 101.09500 , 11.09220 , 9.14761 , 137.21414 , 86.65641 , 3.32766 , 0.00000 , 18.29522 , 4.86777 , 4.00000 , 0.85496 , 16.38121
6561 , 714476 , 355.71310 , 10.74617 , 8.56870 , 128.53053 , 91.87050 , 3.22385 , 0.00000 , 17.13740 , 2.24049 , 4.00000 , 0.90497 , 17.23815
6562 , 174625 , 320.96169 , 12.80017 , 9.30666 , 139.59991 , 13.13030 , 3.84005 , 0.00000 , 18.61332 , 5.76310 , 4.00000 , 0.87558 , 17.56996
6563 , 309615 , 170.12372 , 10.13286 , 6.72596 , 100.88937 , 2.00641 , 3.03986 , 0.00000 , 13.45192 , 5.12177 , 4.00000 , 0.90834 , 17.07487
6564 , 680899 , 154.05763 , 9.80825 , 14.75341 , 221.30114 , 70.44396 , 2.94248 , 0.00000 , 29.50682 , 6.23407 , 4.00000 , 0.87029 , 16.34436
6565 , 304073 , 52.38237 , 9.25463 , 12.20764 , 183.11458 , 52.17838 , 2.77639 , 0.00000 , 24.41528 , 3.24286 , 4.00000 , 0.92844 , 15.28867
6566 , 316868 , 197.70449 , 9.13882 , 9.74696 , 146.20443 , 48.05879 , 2.74165 , 0.00000 , 19.49392 , 3.12992 , 4.00000 , 0.90427 , 16.26363
