#sim_number, id, t_peak, amp_scale, sig_r, sig_f, new_length, offset, P, a_qpp, B, t_e, phi, sn, r, sn_red, bgd, grad_scale, t1, ?
9451 , 482626 , 217.37039 , 12.67832 , 0.71149 , 14.96990 , 120.10585 , 52.07749 , 8.00706 ,  , 6.33916 , 0.00000 , 16.01411 , 3.08867 , 3.00000 , 0.87181 , 15.79325 , quad , -0.56268 , 335.41206 
9452 , 362072 , 179.71983 , 9.50340 , 1.65314 , 6.82418 , 272.27543 , 11.16000 , 18.15170 ,  , 4.75170 , 0.00000 , 36.30339 , 0.61407 , 3.00000 , 0.90933 , 18.00251 , quad , -1.69742 , 452.67683 
9453 , 156082 , 313.28456 , 10.65718 , 2.12703 , 8.31732 , 165.76611 , 44.31435 , 11.05107 ,  , 5.32859 , 0.00000 , 22.10215 , 5.98757 , 3.00000 , 0.96011 , 17.20520 , quad , -6.32773 , 331.20495 
9454 , 256302 , 109.72699 , 9.88993 , 0.44678 , 12.06523 , 175.94904 , 89.47202 , 11.72994 ,  , 4.94496 , 0.00000 , 23.45987 , 5.99444 , 3.00000 , 0.91657 , 18.02824 , quad , -3.57835 , 218.94873 
9455 , 285442 , 270.21193 , 9.93878 , 2.88539 , 6.79602 , 226.89785 , 94.60917 , 15.12652 ,  , 4.96939 , 0.00000 , 30.25305 , 2.09587 , 3.00000 , 0.94913 , 18.26858 , quad , 3.30117 , 410.60965 
9456 , 227693 , 209.36137 , 8.81437 , 1.65020 , 10.36779 , 170.57120 , 34.34368 , 11.37141 ,  , 4.40718 , 0.00000 , 22.74283 , 5.70112 , 3.00000 , 0.93456 , 15.38969 , quad , 3.80754 , 28.70922 
9457 , 56336 , 98.45817 , 9.08616 , 1.45040 , 9.73715 , 263.89580 , 58.26464 , 17.59305 ,  , 4.54308 , 0.00000 , 35.18611 , 2.64655 , 3.00000 , 0.90843 , 16.70855 , quad , 6.64736 , 221.93028 
9458 , 234047 , 256.85507 , 14.81493 , 0.10602 , 17.94100 , 190.50294 , 51.63998 , 12.70020 ,  , 7.40746 , 0.00000 , 25.40039 , 1.18427 , 3.00000 , 0.85441 , 15.11341 , quad , 14.21740 , 475.23275 
9459 , 400368 , 170.08832 , 9.24754 , 0.96154 , 5.83853 , 295.03738 , 45.95683 , 19.66916 ,  , 4.62377 , 0.00000 , 39.33832 , 0.01030 , 3.00000 , 0.89353 , 16.97350 , quad , 9.01041 , 75.38981 
9460 , 417605 , 157.71912 , 13.86995 , 0.51416 , 18.02779 , 122.38107 , 62.46206 , 8.15874 ,  , 6.93498 , 0.00000 , 16.31748 , 4.06757 , 4.00000 , 0.96123 , 17.28729 , quad , 1.62818 , 323.59770 
9461 , 780889 , 271.02171 , 11.90110 , 2.58212 , 7.98332 , 104.73142 , 35.82879 , 6.98209 ,  , 5.95055 , 0.00000 , 13.96419 , 1.44823 , 4.00000 , 0.83303 , 18.79155 , quad , 9.46806 , 266.50603 
9462 , 381585 , 193.45388 , 11.00301 , 1.17915 , 19.67278 , 249.66896 , 22.59876 , 16.64460 ,  , 5.50151 , 0.00000 , 33.28919 , 2.81605 , 4.00000 , 0.83129 , 16.89342 , quad , -8.85959 , 439.25443 
9463 , 722932 , 340.29617 , 7.78198 , 2.08423 , 12.71743 , 121.98625 , 51.30157 , 8.13242 ,  , 3.89099 , 0.00000 , 16.26483 , 4.94336 , 4.00000 , 0.91531 , 17.00277 , quad , -4.66761 , 242.04386 
9464 , 855188 , 244.53520 , 11.04135 , 0.91539 , 5.65814 , 227.06576 , 73.35198 , 15.13772 ,  , 5.52068 , 0.00000 , 30.27544 , 0.95075 , 4.00000 , 0.84503 , 17.24966 , quad , 1.13800 , 416.80827 
9465 , 900147 , 112.11379 , 11.63491 , 1.14621 , 16.02667 , 270.81715 , 22.74460 , 18.05448 ,  , 5.81746 , 0.00000 , 36.10895 , 3.82459 , 4.00000 , 0.94411 , 16.55539 , quad , -7.86572 , 479.76546 
9466 , 994751 , 286.64143 , 10.18979 , 2.31041 , 16.34462 , 204.92903 , 11.25568 , 13.66194 ,  , 5.09489 , 0.00000 , 27.32387 , 4.72604 , 4.00000 , 0.98562 , 17.78576 , quad , -5.48664 , 133.95826 
9467 , 184850 , 244.74082 , 11.89265 , 2.01260 , 11.49725 , 118.49359 , 87.31985 , 7.89957 ,  , 5.94633 , 0.00000 , 15.79915 , 2.40344 , 4.00000 , 0.94440 , 17.27053 , quad , -11.21824 , 358.83464 
9468 , 842315 , 243.58342 , 4.74057 , 2.66239 , 15.56783 , 188.26293 , 93.07897 , 12.55086 ,  , 2.37028 , 0.00000 , 25.10172 , 2.82019 , 4.00000 , 0.81207 , 16.72606 , quad , -2.19476 , 332.30243 
9469 , 842609 , 168.46876 , 6.69701 , 2.81702 , 14.56818 , 235.93192 , 49.18675 , 15.72879 ,  , 3.34850 , 0.00000 , 31.45759 , 1.45629 , 4.00000 , 0.90312 , 17.34966 , quad , -0.11608 , 383.03068 
9470 , 774023 , 158.78187 , 10.99004 , 1.50528 , 19.76850 , 198.56747 , 59.49806 , 13.23783 ,  , 5.49502 , 0.00000 , 26.47566 , 5.54797 , 4.00000 , 0.81260 , 17.99636 , quad , 7.40698 , 10.92917 
9471 , 18144 , 242.81753 , 7.99448 , 0.22832 , 8.80251 , 237.09513 , 62.47844 , 15.80634 ,  , 3.99724 , 0.00000 , 31.61268 , 3.90534 , 4.00000 , 0.93823 , 16.53227 , quad , -6.70003 , 136.98584 
9472 , 585969 , 279.24399 , 10.50665 , 0.48631 , 13.06633 , 142.48084 , 94.62432 , 9.49872 ,  , 5.25333 , 0.00000 , 18.99745 , 2.64464 , 4.00000 , 0.96987 , 18.14147 , quad , 8.69720 , 337.71118 
9473 , 969365 , 214.58454 , 10.48872 , 1.66849 , 8.55000 , 270.46779 , 52.24419 , 18.03119 ,  , 5.24436 , 0.00000 , 36.06237 , 1.16846 , 4.00000 , 0.97238 , 15.81897 , quad , -4.58346 , 65.54057 
9474 , 700995 , 127.33886 , 3.86863 , 1.76046 , 8.55921 , 195.87666 , 25.48401 , 13.05844 ,  , 1.93431 , 0.00000 , 26.11689 , 1.54569 , 4.00000 , 0.95325 , 14.84453 , quad , -2.28338 , 375.48660 
9475 , 611652 , 151.53145 , 6.98084 , 1.50490 , 15.41531 , 294.17371 , 89.93834 , 19.61158 ,  , 3.49042 , 0.00000 , 39.22316 , 0.68353 , 4.00000 , 0.84318 , 17.61211 , quad , -3.84111 , 195.24386 
9476 , 639439 , 230.01598 , 11.23971 , 1.21892 , 16.26800 , 269.51105 , 54.98561 , 17.96740 ,  , 5.61986 , 0.00000 , 35.93481 , 4.34638 , 4.00000 , 0.86585 , 16.89716 , quad , 10.18768 , 253.13458 
9477 , 844459 , 235.51344 , 10.15005 , 1.01226 , 6.80447 , 115.91894 , 17.73455 , 7.72793 ,  , 5.07503 , 0.00000 , 15.45586 , 4.09544 , 4.00000 , 0.91127 , 15.73739 , quad , 7.98653 , 120.11091 
9478 , 23070 , 241.10850 , 7.33443 , 0.98388 , 10.04571 , 254.38153 , 24.26833 , 16.95877 ,  , 3.66721 , 0.00000 , 33.91754 , 1.71346 , 4.00000 , 0.91916 , 18.77106 , quad , 1.62987 , 329.76970 
9479 , 309203 , 128.97102 , 10.39688 , 2.90177 , 12.29068 , 101.62827 , 63.48928 , 6.77522 ,  , 5.19844 , 0.00000 , 13.55044 , 3.59287 , 4.00000 , 0.91867 , 17.23994 , quad , 3.03234 , 7.06621 
9480 , 983377 , 173.79722 , 6.43152 , 1.39022 , 19.55309 , 100.54017 , 52.99519 , 6.70268 ,  , 3.21576 , 0.00000 , 13.40536 , 6.10598 , 5.00000 , 0.91282 , 16.02641 , quad , -0.84839 , 28.87525 
9481 , 985457 , 104.36083 , 12.37096 , 0.28409 , 6.29548 , 123.45193 , 89.83673 , 8.23013 ,  , 6.18548 , 0.00000 , 16.46026 , 4.67190 , 5.00000 , 0.97111 , 17.02458 , quad , 9.25525 , 31.09134 
9482 , 475278 , 228.68970 , 8.77119 , 2.95594 , 8.80782 , 171.39502 , 95.67523 , 11.42633 ,  , 4.38559 , 0.00000 , 22.85267 , 4.44103 , 5.00000 , 0.82314 , 17.03593 , quad , 4.51728 , 31.76504 
9483 , 256459 , 157.63564 , 9.37215 , 1.52339 , 10.56789 , 105.79139 , 27.30460 , 7.05276 ,  , 4.68607 , 0.00000 , 14.10552 , 0.41657 , 5.00000 , 0.84784 , 15.00892 , quad , 2.40589 , 68.12645 
9484 , 536748 , 351.69168 , 10.61303 , 1.37106 , 17.65564 , 109.30864 , 31.23174 , 7.28724 ,  , 5.30652 , 0.00000 , 14.57449 , 1.88297 , 5.00000 , 0.90751 , 17.69351 , quad , 2.68369 , 32.80377 
9485 , 103300 , 175.44269 , 15.58966 , 2.07437 , 5.16898 , 285.39835 , 53.31817 , 19.02656 ,  , 7.79483 , 0.00000 , 38.05311 , 0.24645 , 5.00000 , 0.92064 , 15.92099 , quad , -7.44239 , 342.96111 
9486 , 102195 , 172.30170 , 8.86594 , 1.00872 , 9.45173 , 278.28148 , 84.95908 , 18.55210 ,  , 4.43297 , 0.00000 , 37.10420 , 4.58047 , 5.00000 , 0.91895 , 16.36461 , quad , -8.53223 , 100.98794 
9487 , 806653 , 330.93586 , 10.86655 , 2.35579 , 11.04570 , 110.52945 , 61.35399 , 7.36863 ,  , 5.43327 , 0.00000 , 14.73726 , 1.17796 , 5.00000 , 0.97246 , 16.61994 , quad , 0.77973 , 130.17659 
9488 , 353176 , 284.33530 , 9.21918 , 1.74126 , 17.92636 , 186.78590 , 22.39268 , 12.45239 ,  , 4.60959 , 0.00000 , 24.90479 , 6.16973 , 5.00000 , 0.90439 , 17.01607 , quad , -1.88178 , 442.34588 
9489 , 984931 , 92.23727 , 9.37969 , 0.75440 , 12.93743 , 234.50554 , 10.57968 , 15.63370 ,  , 4.68985 , 0.00000 , 31.26741 , 5.86899 , 5.00000 , 0.95832 , 15.52055 , quad , -6.71105 , 230.62451 
9490 , 876784 , 191.84284 , 11.79047 , 1.69230 , 14.85984 , 296.11936 , 27.29941 , 19.74129 ,  , 5.89524 , 0.00000 , 39.48258 , 6.06527 , 5.00000 , 0.86475 , 19.12679 , quad , 4.32240 , 408.83798 
9491 , 219577 , 304.53429 , 8.54353 , 0.80482 , 16.56564 , 156.09676 , 20.58389 , 10.40645 ,  , 4.27176 , 0.00000 , 20.81290 , 2.19212 , 5.00000 , 0.81822 , 17.27096 , quad , -1.69291 , 357.60830 
9492 , 547212 , 135.57259 , 13.65887 , 0.14821 , 11.37182 , 244.03985 , 41.56346 , 16.26932 ,  , 6.82944 , 0.00000 , 32.53865 , 2.17446 , 5.00000 , 0.84410 , 16.33995 , quad , 9.33352 , 259.55832 
9493 , 829360 , 170.61333 , 8.95513 , 1.95832 , 15.50564 , 148.18310 , 7.41552 , 9.87887 ,  , 4.47757 , 0.00000 , 19.75775 , 1.41829 , 5.00000 , 0.94332 , 17.83091 , quad , 0.43176 , 253.08370 
9494 , 836879 , 273.64441 , 13.02976 , 2.35423 , 18.82038 , 199.97234 , 38.29100 , 13.33149 ,  , 6.51488 , 0.00000 , 26.66298 , 0.02154 , 5.00000 , 0.94956 , 15.66675 , quad , -4.19601 , 323.16359 
9495 , 499714 , 231.84799 , 10.77048 , 1.44926 , 17.58398 , 154.31374 , 15.87286 , 10.28758 ,  , 5.38524 , 0.00000 , 20.57517 , 4.17330 , 5.00000 , 0.94539 , 19.01469 , quad , 5.34662 , 12.72798 
9496 , 826994 , 199.84511 , 9.79770 , 1.09676 , 14.20406 , 203.83037 , 97.14560 , 13.58869 ,  , 4.89885 , 0.00000 , 27.17738 , 5.99341 , 5.00000 , 0.97705 , 18.87322 , quad , 0.54081 , 466.56542 
9497 , 188657 , 171.67419 , 9.61197 , 0.62929 , 11.19735 , 249.33071 , 49.48980 , 16.62205 ,  , 4.80598 , 0.00000 , 33.24409 , 4.45044 , 5.00000 , 0.87064 , 16.34936 , quad , 4.00718 , 436.23325 
9498 , 353400 , 266.75590 , 11.18694 , 1.14209 , 11.38366 , 228.06209 , 17.66193 , 15.20414 ,  , 5.59347 , 0.00000 , 30.40828 , 3.43462 , 5.00000 , 0.86596 , 17.04182 , quad , 8.35298 , 47.17625 
9499 , 584336 , 149.21083 , 13.70004 , 0.61293 , 17.25526 , 238.54134 , 78.65532 , 15.90276 ,  , 6.85002 , 0.00000 , 31.80551 , 4.18445 , 5.00000 , 0.93208 , 17.71989 , quad , -0.00227 , 161.15662 
9500 , 858923 , 277.30329 , 12.97425 , 1.53615 , 14.32522 , 118.78560 , 68.61195 , 7.91904 ,  , 3.89228 , 0.00000 , 15.83808 , 4.71701 , 1.00000 , 0.86820 , 17.83195 , quad , -12.81431 , 98.67676 
9501 , 799236 , 137.05414 , 11.14830 , 1.07321 , 18.66176 , 256.78476 , 52.07893 , 17.11898 ,  , 3.34449 , 0.00000 , 34.23797 , 0.26663 , 1.00000 , 0.82935 , 17.48915 , quad , -5.78637 , 116.55751 
9502 , 590277 , 202.70135 , 12.94665 , 0.61782 , 6.67188 , 206.60786 , 58.39135 , 13.77386 ,  , 3.88400 , 0.00000 , 27.54771 , 1.27052 , 1.00000 , 0.84358 , 17.46586 , quad , -3.37880 , 232.93395 
9503 , 424219 , 228.96759 , 10.79819 , 2.82074 , 16.14769 , 213.50348 , 50.89503 , 14.23357 ,  , 3.23946 , 0.00000 , 28.46713 , 5.28691 , 1.00000 , 0.84730 , 15.02249 , quad , -4.98231 , 180.97290 
9504 , 420076 , 178.33740 , 6.89182 , 2.49584 , 19.15269 , 172.34325 , 8.18791 , 11.48955 ,  , 2.06755 , 0.00000 , 22.97910 , 2.86075 , 1.00000 , 0.90256 , 17.30222 , quad , 3.53319 , 369.28845 
9505 , 541706 , 199.82051 , 6.06257 , 2.84685 , 10.64927 , 264.36471 , 71.57783 , 17.62431 ,  , 1.81877 , 0.00000 , 35.24863 , 3.51817 , 1.00000 , 0.92870 , 18.17461 , quad , 0.47602 , 160.85895 
9506 , 681916 , 95.33942 , 8.70414 , 0.17147 , 13.08111 , 252.50248 , 69.64066 , 16.83350 ,  , 2.61124 , 0.00000 , 33.66700 , 5.70599 , 1.00000 , 0.90182 , 16.62618 , quad , 0.24135 , 191.47056 
9507 , 964057 , 90.39746 , 12.03703 , 0.47783 , 16.70096 , 118.26815 , 91.05398 , 7.88454 ,  , 3.61111 , 0.00000 , 15.76909 , 2.06740 , 1.00000 , 0.92541 , 16.81708 , quad , -4.12172 , 240.21464 
9508 , 548070 , 335.81597 , 11.04764 , 2.40963 , 18.75698 , 129.53000 , 24.66581 , 8.63533 ,  , 3.31429 , 0.00000 , 17.27067 , 4.54928 , 1.00000 , 0.94811 , 18.10525 , quad , -9.47686 , 409.62607 
9509 , 878563 , 154.10677 , 8.04690 , 0.47652 , 16.62300 , 257.07261 , 26.59185 , 17.13817 ,  , 2.41407 , 0.00000 , 34.27635 , 1.60310 , 1.00000 , 0.82747 , 15.96069 , quad , -5.49101 , 221.39769 
9510 , 713043 , 103.92934 , 12.12290 , 1.24388 , 15.02254 , 203.05352 , 77.65898 , 13.53690 ,  , 3.63687 , 0.00000 , 27.07380 , 5.37684 , 1.00000 , 0.92986 , 16.52223 , quad , -3.42699 , 184.75669 
9511 , 910846 , 173.95310 , 5.64136 , 2.90109 , 9.90888 , 134.72853 , 52.51559 , 8.98190 ,  , 1.69241 , 0.00000 , 17.96380 , 5.24089 , 1.00000 , 0.98208 , 16.90672 , quad , 0.96200 , 259.50614 
9512 , 835984 , 75.25541 , 12.06643 , 2.21261 , 18.96664 , 140.13072 , 42.88150 , 9.34205 ,  , 3.61993 , 0.00000 , 18.68410 , 5.61731 , 1.00000 , 0.91631 , 16.64073 , quad , 2.89752 , 398.14777 
9513 , 102218 , 111.90188 , 9.15705 , 1.62197 , 15.63769 , 248.36681 , 10.66140 , 16.55779 ,  , 2.74711 , 0.00000 , 33.11557 , 5.27449 , 1.00000 , 0.83346 , 16.32351 , quad , -6.46428 , 92.88765 
9514 , 615316 , 289.86265 , 10.06223 , 0.74370 , 6.56860 , 166.91599 , 83.97429 , 11.12773 ,  , 3.01867 , 0.00000 , 22.25547 , 5.46580 , 1.00000 , 0.84939 , 16.39669 , quad , 6.76709 , 303.30025 
9515 , 395981 , 67.78139 , 9.73689 , 1.17592 , 19.02105 , 112.30151 , 89.54707 , 7.48677 ,  , 2.92107 , 0.00000 , 14.97353 , 5.60994 , 1.00000 , 0.91156 , 16.46711 , quad , 1.07771 , 201.25229 
9516 , 906968 , 256.01066 , 6.43692 , 2.22369 , 18.21103 , 122.06155 , 44.28943 , 8.13744 ,  , 1.93108 , 0.00000 , 16.27487 , 5.09933 , 1.00000 , 0.94700 , 16.80195 , quad , 5.34110 , 208.03829 
9517 , 954857 , 190.27181 , 9.47729 , 1.00087 , 10.93661 , 150.33184 , 50.22902 , 10.02212 ,  , 2.84319 , 0.00000 , 20.04425 , 3.70991 , 1.00000 , 0.95881 , 17.24839 , quad , 1.00711 , 299.95423 
9518 , 101462 , 84.72362 , 9.35747 , 2.83672 , 6.71346 , 162.69349 , 41.35000 , 10.84623 ,  , 2.80724 , 0.00000 , 21.69247 , 0.26349 , 1.00000 , 0.83487 , 16.58750 , quad , 6.47207 , 23.50803 
9519 , 800769 , 69.23650 , 11.12630 , 0.63350 , 6.90428 , 156.05818 , 13.10487 , 10.40388 ,  , 3.33789 , 0.00000 , 20.80776 , 0.71647 , 1.00000 , 0.88850 , 15.87404 , quad , 8.10463 , 482.43660 
9520 , 5384 , 122.87680 , 11.41933 , 2.67046 , 10.60663 , 220.52182 , 47.63973 , 14.70145 ,  , 3.42580 , 0.00000 , 29.40291 , 4.28298 , 2.00000 , 0.94410 , 16.18151 , quad , -5.36931 , 160.14021 
9521 , 973457 , 149.85742 , 11.83464 , 1.69404 , 11.00307 , 229.72759 , 61.51599 , 15.31517 ,  , 3.55039 , 0.00000 , 30.63035 , 1.78551 , 2.00000 , 0.87085 , 18.20607 , quad , 4.17519 , 371.39918 
9522 , 365971 , 187.31727 , 11.06140 , 1.85531 , 16.53282 , 289.63014 , 97.96388 , 19.30868 ,  , 3.31842 , 0.00000 , 38.61735 , 4.12177 , 2.00000 , 0.97041 , 17.71058 , quad , -1.00735 , 311.19049 
9523 , 684458 , 287.98825 , 9.49456 , 2.89010 , 19.12636 , 196.93218 , 53.10715 , 13.12881 ,  , 2.84837 , 0.00000 , 26.25762 , 5.13911 , 2.00000 , 0.97141 , 16.70005 , quad , 9.34723 , 18.68420 
9524 , 177080 , 117.66018 , 9.05028 , 1.17838 , 17.34781 , 192.73731 , 22.76680 , 12.84915 ,  , 2.71508 , 0.00000 , 25.69831 , 1.86106 , 2.00000 , 0.81613 , 17.68855 , quad , 3.37330 , 368.49045 
9525 , 13073 , 155.96530 , 10.92368 , 2.96462 , 7.71991 , 203.23608 , 88.16432 , 13.54907 ,  , 3.27710 , 0.00000 , 27.09814 , 0.62988 , 2.00000 , 0.95066 , 18.10585 , quad , -2.23131 , 379.30974 
9526 , 429088 , 106.87030 , 9.84187 , 1.67443 , 13.19035 , 280.90882 , 83.44608 , 18.72725 ,  , 2.95256 , 0.00000 , 37.45451 , 5.91975 , 2.00000 , 0.88546 , 15.85649 , quad , 0.95586 , 242.00799 
9527 , 183590 , 164.92768 , 9.69598 , 0.78559 , 16.26336 , 153.40794 , 35.27208 , 10.22720 ,  , 2.90879 , 0.00000 , 20.45439 , 3.76580 , 2.00000 , 0.91173 , 18.67831 , quad , -8.07258 , 423.97686 
9528 , 755875 , 169.48852 , 12.12319 , 2.97540 , 16.06755 , 168.02614 , 86.87483 , 11.20174 ,  , 3.63696 , 0.00000 , 22.40349 , 2.50199 , 2.00000 , 0.96702 , 14.80224 , quad , 8.32988 , 230.47012 
9529 , 712903 , 183.70109 , 8.96494 , 1.80828 , 5.24926 , 251.38524 , 97.60961 , 16.75902 ,  , 2.68948 , 0.00000 , 33.51803 , 4.91314 , 2.00000 , 0.91436 , 16.18810 , quad , 1.80514 , 335.22148 
9530 , 41146 , 67.31833 , 9.51843 , 1.52820 , 12.52210 , 150.03425 , 53.38363 , 10.00228 ,  , 2.85553 , 0.00000 , 20.00457 , 5.01426 , 2.00000 , 0.96731 , 15.08980 , quad , 6.19621 , 267.38165 
9531 , 535136 , 167.04090 , 15.18694 , 1.03433 , 9.70477 , 198.55776 , 24.85274 , 13.23718 ,  , 4.55608 , 0.00000 , 26.47437 , 5.05747 , 2.00000 , 0.97027 , 17.30993 , quad , 8.78321 , 150.94471 
9532 , 779413 , 311.35739 , 7.01931 , 1.54975 , 13.61003 , 121.76977 , 76.77024 , 8.11798 ,  , 2.10579 , 0.00000 , 16.23597 , 1.70300 , 2.00000 , 0.81496 , 16.86290 , quad , -5.93147 , 164.15157 
9533 , 297602 , 64.89600 , 9.30311 , 0.45522 , 13.44130 , 173.56543 , 66.81817 , 11.57103 ,  , 2.79093 , 0.00000 , 23.14206 , 0.98418 , 2.00000 , 0.87786 , 16.87691 , quad , 0.08047 , 467.64017 
9534 , 816819 , 344.12678 , 13.23660 , 1.45520 , 12.64553 , 103.45582 , 84.27737 , 6.89705 ,  , 3.97098 , 0.00000 , 13.79411 , 6.24594 , 2.00000 , 0.82826 , 16.74131 , quad , -8.52089 , 406.37071 
9535 , 383634 , 167.43526 , 9.14258 , 0.40906 , 14.80236 , 185.23270 , 56.75719 , 12.34885 ,  , 2.74277 , 0.00000 , 24.69769 , 5.61413 , 2.00000 , 0.94300 , 17.55437 , quad , -2.07012 , 364.43229 
9536 , 706310 , 205.58884 , 12.23199 , 0.77318 , 8.75131 , 280.95276 , 22.88256 , 18.73018 ,  , 3.66960 , 0.00000 , 37.46037 , 0.45947 , 2.00000 , 0.89529 , 17.84528 , quad , 2.29964 , 427.43054 
9537 , 785749 , 81.67583 , 11.88778 , 0.55154 , 11.72150 , 146.54533 , 23.40922 , 9.76969 ,  , 3.56633 , 0.00000 , 19.53938 , 2.07838 , 2.00000 , 0.81030 , 17.04716 , quad , -5.23518 , 179.81637 
9538 , 245094 , 203.22283 , 11.34193 , 0.18904 , 7.70997 , 177.36271 , 32.88762 , 11.82418 ,  , 3.40258 , 0.00000 , 23.64836 , 3.89910 , 2.00000 , 0.92416 , 16.13870 , quad , -0.14779 , 292.98745 
9539 , 715202 , 303.37628 , 8.23713 , 2.97151 , 10.79746 , 179.42728 , 12.10862 , 11.96182 ,  , 2.47114 , 0.00000 , 23.92364 , 3.68908 , 2.00000 , 0.81620 , 18.19901 , quad , 1.52674 , 417.76891 
9540 , 249707 , 204.88861 , 11.86747 , 2.14842 , 11.76593 , 124.08698 , 61.75670 , 8.27247 ,  , 3.56024 , 0.00000 , 16.54493 , 1.58290 , 3.00000 , 0.91820 , 16.61052 , quad , -3.36138 , 377.84894 
9541 , 845967 , 168.46123 , 12.76531 , 2.56959 , 7.85652 , 220.67229 , 74.40697 , 14.71149 ,  , 3.82959 , 0.00000 , 29.42297 , 4.51802 , 3.00000 , 0.88379 , 16.16780 , quad , -5.37237 , 27.52486 
9542 , 961284 , 225.16880 , 11.02067 , 0.53244 , 6.17792 , 184.13239 , 52.13429 , 12.27549 ,  , 3.30620 , 0.00000 , 24.55099 , 0.03759 , 3.00000 , 0.84874 , 16.09682 , quad , 9.35260 , 45.39383 
9543 , 768317 , 216.04423 , 7.31417 , 0.43443 , 6.89464 , 165.89760 , 54.59368 , 11.05984 ,  , 2.19425 , 0.00000 , 22.11968 , 1.78035 , 3.00000 , 0.82802 , 17.41121 , quad , 3.32187 , 407.83886 
9544 , 975676 , 179.93658 , 12.36801 , 1.66707 , 6.45906 , 299.27755 , 70.85144 , 19.95184 ,  , 3.71040 , 0.00000 , 39.90367 , 3.20811 , 3.00000 , 0.82606 , 17.26632 , quad , -3.42774 , 96.37192 
9545 , 972099 , 193.67960 , 9.66964 , 2.21127 , 9.39812 , 293.79998 , 72.62342 , 19.58667 ,  , 2.90089 , 0.00000 , 39.17333 , 4.87654 , 3.00000 , 0.94059 , 17.50190 , quad , -9.45781 , 425.41136 
9546 , 298464 , 238.71937 , 8.44407 , 1.25982 , 11.50974 , 238.27441 , 39.62641 , 15.88496 ,  , 2.53322 , 0.00000 , 31.76992 , 0.77538 , 3.00000 , 0.87268 , 16.19008 , quad , 0.79772 , 122.74998 
9547 , 512368 , 198.06630 , 6.78046 , 2.19065 , 14.89764 , 232.96242 , 34.13479 , 15.53083 ,  , 2.03414 , 0.00000 , 31.06166 , 5.79335 , 3.00000 , 0.92974 , 17.28645 , quad , 0.47489 , 382.65210 
9548 , 535914 , 176.76972 , 8.79642 , 1.73010 , 19.94494 , 204.24050 , 65.89311 , 13.61603 ,  , 2.63893 , 0.00000 , 27.23207 , 5.36411 , 3.00000 , 0.92465 , 16.12827 , quad , 6.13886 , 175.16301 
9549 , 930093 , 55.71240 , 9.79347 , 1.29563 , 7.70434 , 151.11243 , 99.90643 , 10.07416 ,  , 2.93804 , 0.00000 , 20.14832 , 1.38610 , 3.00000 , 0.88145 , 16.76838 , quad , -7.91558 , 105.54032 
9550 , 38418 , 101.62344 , 5.55570 , 0.91288 , 16.11716 , 263.27160 , 82.29556 , 17.55144 ,  , 1.66671 , 0.00000 , 35.10288 , 4.79583 , 3.00000 , 0.94818 , 14.88956 , quad , 1.54869 , 51.81087 
9551 , 337281 , 203.75366 , 12.78064 , 1.70362 , 18.98294 , 226.90569 , 81.71430 , 15.12705 ,  , 3.83419 , 0.00000 , 30.25409 , 1.07359 , 3.00000 , 0.81719 , 16.80266 , quad , 6.28404 , 57.78425 
9552 , 576285 , 228.66920 , 9.01441 , 1.78144 , 18.86733 , 202.40488 , 67.55635 , 13.49366 ,  , 2.70432 , 0.00000 , 26.98732 , 3.71583 , 3.00000 , 0.83016 , 17.56501 , quad , -1.38858 , 300.71748 
9553 , 885794 , 261.94801 , 7.23120 , 0.20261 , 15.31261 , 139.32065 , 26.11630 , 9.28804 ,  , 2.16936 , 0.00000 , 18.57609 , 0.05348 , 3.00000 , 0.90288 , 15.89605 , quad , 0.33006 , 160.76946 
9554 , 279751 , 147.62792 , 11.19656 , 1.10136 , 7.67366 , 249.33226 , 94.26841 , 16.62215 ,  , 3.35897 , 0.00000 , 33.24430 , 4.38403 , 3.00000 , 0.93731 , 18.19849 , quad , 2.93930 , 16.39843 
9555 , 76505 , 206.42233 , 13.02333 , 2.45119 , 18.56266 , 286.26238 , 89.02920 , 19.08416 ,  , 3.90700 , 0.00000 , 38.16832 , 2.25828 , 3.00000 , 0.82561 , 16.81833 , quad , 1.32983 , 445.57944 
9556 , 99953 , 224.53709 , 12.30618 , 1.76144 , 14.36343 , 205.87269 , 74.20343 , 13.72485 ,  , 3.69185 , 0.00000 , 27.44969 , 0.92619 , 3.00000 , 0.95906 , 15.01187 , quad , 1.64997 , 395.08251 
9557 , 352720 , 105.42181 , 10.28114 , 0.27826 , 12.96722 , 255.16607 , 80.94381 , 17.01107 ,  , 3.08434 , 0.00000 , 34.02214 , 2.21268 , 3.00000 , 0.91373 , 15.87347 , quad , 6.57974 , 454.28111 
9558 , 729286 , 195.11647 , 7.80962 , 1.39760 , 7.96199 , 253.57255 , 34.06178 , 16.90484 ,  , 2.34289 , 0.00000 , 33.80967 , 3.99042 , 3.00000 , 0.86923 , 16.32055 , quad , 4.39772 , 386.38885 
9559 , 228301 , 202.57697 , 6.82016 , 1.88685 , 12.71126 , 220.43223 , 60.78125 , 14.69548 ,  , 2.04605 , 0.00000 , 29.39096 , 3.95308 , 3.00000 , 0.83703 , 17.59085 , quad , -5.13037 , 387.40668 
