#sim_number, id, t_peak, amp_scale, sig_r, sig_f, new_length, offset, P, a_qpp, B, t_e, phi, sn, r, sn_red, bgd, grad_scale, t1, ?
11344 , 578504 , 211.28230 , 9.93136 , 2.66924 , 5.96395 , 282.35410 , 25.06423 , 18.82361 ,  , 0.00000 , 0.00000 , 94.11803 , 1.90937 , 3.00000 , 0.96138 , 17.39798 , quad , 1.31479 , 333.61763 
11345 , 705979 , 209.68676 , 7.46734 , 2.44816 , 7.27958 , 280.22016 , 84.88530 , 18.68134 ,  , 0.00000 , 0.00000 , 93.40672 , 2.24931 , 3.00000 , 0.90505 , 18.59034 , quad , -1.92050 , 29.41570 
11346 , 637585 , 201.28253 , 10.03122 , 2.65140 , 12.30643 , 125.75024 , 92.65312 , 8.38335 ,  , 0.00000 , 0.00000 , 41.91675 , 3.87205 , 3.00000 , 0.97100 , 16.07817 , quad , 2.07314 , 114.54293 
11347 , 778092 , 105.61103 , 8.92154 , 1.75260 , 7.38459 , 271.52689 , 35.10336 , 18.10179 ,  , 0.00000 , 0.00000 , 90.50896 , 5.98364 , 3.00000 , 0.85167 , 16.15583 , quad , -6.95406 , 439.47043 
11348 , 159980 , 247.65596 , 11.76138 , 0.25343 , 13.23404 , 105.00250 , 4.81121 , 7.00017 ,  , 0.00000 , 0.00000 , 35.00083 , 2.05824 , 3.00000 , 0.95515 , 16.80449 , quad , -3.14666 , 150.35913 
11349 , 16442 , 138.16182 , 9.56876 , 0.31319 , 19.66210 , 218.39234 , 64.75542 , 14.55949 ,  , 0.00000 , 0.00000 , 72.79745 , 5.07438 , 3.00000 , 0.90747 , 15.59062 , quad , -1.11872 , 138.22115 
11350 , 732243 , 81.95273 , 11.26880 , 2.77787 , 15.32479 , 172.66460 , 4.80812 , 11.51097 ,  , 0.00000 , 0.00000 , 57.55487 , 0.00315 , 3.00000 , 0.97261 , 17.14254 , quad , -2.94578 , 186.23361 
11351 , 530277 , 366.54092 , 8.10986 , 2.23450 , 12.90454 , 111.88963 , 31.49190 , 7.45931 ,  , 0.00000 , 0.00000 , 37.29654 , 4.46576 , 3.00000 , 0.88634 , 15.77648 , quad , 2.20692 , 487.81443 
11352 , 889051 , 274.45123 , 11.19797 , 1.88421 , 16.16803 , 122.34250 , 36.46739 , 8.15617 ,  , 0.00000 , 0.00000 , 40.78083 , 1.38549 , 3.00000 , 0.94959 , 17.10021 , quad , -10.56898 , 345.92367 
11353 , 129486 , 134.19117 , 14.66432 , 2.94605 , 14.03279 , 134.13797 , 70.71834 , 8.94253 ,  , 0.00000 , 0.00000 , 44.71266 , 5.30771 , 3.00000 , 0.82618 , 16.00673 , quad , -13.30900 , 71.02280 
11354 , 229360 , 227.03076 , 8.61547 , 1.28258 , 6.86880 , 143.41337 , 55.60685 , 9.56089 ,  , 0.00000 , 0.00000 , 47.80446 , 4.15869 , 3.00000 , 0.93778 , 16.92925 , quad , -0.67072 , 21.06636 
11355 , 528802 , 163.37422 , 7.66309 , 2.67667 , 5.25517 , 299.26124 , 45.27155 , 19.95075 ,  , 0.00000 , 0.00000 , 99.75375 , 5.49373 , 3.00000 , 0.97363 , 16.50914 , quad , 4.16709 , 476.63243 
11356 , 670746 , 189.70960 , 10.96014 , 1.19700 , 6.23004 , 258.21060 , 87.99917 , 17.21404 ,  , 0.00000 , 0.00000 , 86.07020 , 3.98828 , 3.00000 , 0.98254 , 16.49203 , quad , -2.53900 , 117.62823 
11357 , 893056 , 126.59241 , 11.35188 , 0.77917 , 19.44728 , 172.35126 , 98.50602 , 11.49008 ,  , 0.00000 , 0.00000 , 57.45042 , 3.74231 , 3.00000 , 0.91035 , 16.75538 , quad , -6.09679 , 140.39347 
11358 , 704263 , 225.95021 , 12.49567 , 1.88470 , 19.58562 , 236.39567 , 68.21863 , 15.75971 ,  , 0.00000 , 0.00000 , 78.79856 , 5.10285 , 3.00000 , 0.98561 , 14.95288 , quad , 5.97097 , 102.77141 
11359 , 812134 , 214.47286 , 12.06379 , 1.11186 , 10.62419 , 102.71360 , 32.83659 , 6.84757 ,  , 0.00000 , 0.00000 , 34.23787 , 0.16098 , 3.00000 , 0.83801 , 17.64706 , quad , 11.29624 , 291.62083 
11360 , 742665 , 193.47704 , 7.65504 , 0.22542 , 13.15787 , 191.65802 , 22.12107 , 12.77720 ,  , 0.00000 , 0.00000 , 63.88601 , 5.59586 , 3.00000 , 0.90860 , 15.97538 , quad , 7.42576 , 248.87192 
11361 , 286240 , 164.84141 , 7.85483 , 2.39114 , 19.69958 , 264.82085 , 20.57616 , 17.65472 ,  , 0.00000 , 0.00000 , 88.27362 , 1.44496 , 3.00000 , 0.88352 , 16.09314 , quad , 4.27297 , 448.85612 
11362 , 660707 , 349.08650 , 8.69135 , 2.33860 , 8.80744 , 111.25265 , 53.93456 , 7.41684 ,  , 0.00000 , 0.00000 , 37.08422 , 3.06285 , 3.00000 , 0.96128 , 16.92837 , quad , 4.95452 , 274.13150 
11363 , 779729 , 258.56741 , 8.75273 , 0.94663 , 8.91240 , 208.63307 , 42.98703 , 13.90887 ,  , 0.00000 , 0.00000 , 69.54436 , 3.14823 , 3.00000 , 0.84715 , 18.27800 , quad , -1.28748 , 53.75861 
11364 , 34181 , 156.39151 , 12.09220 , 1.81831 , 19.52817 , 230.54456 , 56.65429 , 15.36964 ,  , 0.00000 , 0.00000 , 76.84819 , 6.06210 , 3.00000 , 0.86476 , 17.70829 , quad , -2.17283 , 194.17614 
11365 , 186674 , 329.43393 , 11.53544 , 0.16449 , 13.12661 , 156.38851 , 1.10923 , 10.42590 ,  , 0.00000 , 0.00000 , 52.12950 , 1.07427 , 3.00000 , 0.88641 , 18.16839 , quad , -1.33122 , 170.22969 
11366 , 541518 , 129.42608 , 6.76653 , 0.93357 , 16.60726 , 287.08314 , 40.52539 , 19.13888 ,  , 0.00000 , 0.00000 , 95.69438 , 3.35720 , 3.00000 , 0.86038 , 15.96794 , quad , -4.02113 , 133.66778 
11367 , 628876 , 105.72385 , 8.72897 , 1.09105 , 13.52361 , 219.80373 , 16.49463 , 14.65358 ,  , 0.00000 , 0.00000 , 73.26791 , 4.33205 , 3.00000 , 0.82662 , 17.90922 , quad , 2.15637 , 260.42007 
11368 , 674629 , 66.31062 , 11.03850 , 2.57232 , 5.56591 , 176.30507 , 67.52044 , 11.75367 ,  , 0.00000 , 0.00000 , 58.76836 , 1.98478 , 3.00000 , 0.93431 , 18.47404 , quad , 4.24054 , 252.86546 
11369 , 302015 , 115.98798 , 12.47650 , 2.65526 , 14.05413 , 232.61180 , 88.60172 , 15.50745 ,  , 0.00000 , 0.00000 , 77.53727 , 4.34254 , 3.00000 , 0.85424 , 17.77564 , quad , 3.03442 , 438.41634 
11370 , 976898 , 128.99883 , 7.27920 , 1.93444 , 14.31057 , 278.71975 , 0.59724 , 18.58132 ,  , 0.00000 , 0.00000 , 92.90658 , 5.70173 , 3.00000 , 0.98558 , 17.57072 , quad , -0.36830 , 91.34978 
11371 , 940946 , 181.82404 , 8.12298 , 1.25258 , 15.91248 , 188.28530 , 95.43891 , 12.55235 ,  , 0.00000 , 0.00000 , 62.76177 , 0.48191 , 3.00000 , 0.96937 , 16.65075 , quad , 2.45494 , 307.28896 
11372 , 284787 , 167.47463 , 11.04021 , 0.89252 , 12.84177 , 217.26425 , 89.40143 , 14.48428 ,  , 0.00000 , 0.00000 , 72.42142 , 1.36245 , 3.00000 , 0.91742 , 17.33429 , quad , 1.14658 , 443.20555 
11373 , 419240 , 109.81815 , 9.14036 , 0.89944 , 17.42892 , 177.70383 , 36.48755 , 11.84692 ,  , 0.00000 , 0.00000 , 59.23461 , 6.19848 , 3.00000 , 0.94663 , 18.06625 , quad , 2.31085 , 80.81761 
11374 , 766223 , 262.49387 , 12.46820 , 2.39831 , 19.10966 , 204.93933 , 66.43566 , 13.66262 ,  , 0.00000 , 0.00000 , 68.31311 , 0.02141 , 3.00000 , 0.84901 , 16.47362 , quad , 5.63764 , 197.93715 
11375 , 68545 , 146.91728 , 7.60068 , 1.11076 , 18.17896 , 293.55393 , 8.38633 , 19.57026 ,  , 0.00000 , 0.00000 , 97.85131 , 1.07591 , 3.00000 , 0.95139 , 17.26750 , quad , -6.94413 , 464.62330 
11376 , 530689 , 257.57779 , 13.01256 , 0.16903 , 9.68537 , 217.40038 , 83.38742 , 14.49336 ,  , 0.00000 , 0.00000 , 72.46679 , 4.25230 , 3.00000 , 0.87748 , 18.44945 , quad , 10.97901 , 119.54704 
11377 , 171197 , 153.35368 , 11.39480 , 2.17992 , 8.99828 , 293.20986 , 60.58245 , 19.54732 ,  , 0.00000 , 0.00000 , 97.73662 , 3.51023 , 3.00000 , 0.83271 , 17.18585 , quad , 7.86756 , 38.11906 
11378 , 396821 , 205.58750 , 11.87750 , 2.79420 , 18.14852 , 287.22382 , 20.76976 , 19.14825 ,  , 0.00000 , 0.00000 , 95.74127 , 3.32717 , 3.00000 , 0.91385 , 15.47818 , quad , 11.12816 , 267.40441 
11379 , 842646 , 157.57569 , 9.48808 , 0.15858 , 13.41272 , 282.27307 , 64.77912 , 18.81820 ,  , 0.00000 , 0.00000 , 94.09102 , 4.24003 , 3.00000 , 0.92774 , 17.06334 , quad , -2.75049 , 287.75530 
11380 , 592684 , 154.56789 , 9.04481 , 2.02564 , 17.43752 , 275.44463 , 20.59926 , 18.36298 ,  , 0.00000 , 0.00000 , 91.81488 , 4.84232 , 3.00000 , 0.84333 , 17.92852 , quad , 7.72621 , 177.90714 
11381 , 110963 , 105.15233 , 8.49963 , 1.35326 , 9.92337 , 111.14360 , 89.27597 , 7.40957 ,  , 0.00000 , 0.00000 , 37.04787 , 5.39435 , 3.00000 , 0.85754 , 15.75502 , quad , 7.63918 , 312.60716 
11382 , 195434 , 127.49603 , 8.53782 , 2.91773 , 15.57314 , 233.60469 , 59.72425 , 15.57365 ,  , 0.00000 , 0.00000 , 77.86823 , 3.94706 , 3.00000 , 0.98101 , 16.61550 , quad , -7.82738 , 479.02197 
11383 , 645934 , 234.09383 , 5.76161 , 2.42008 , 18.73884 , 251.55458 , 62.80580 , 16.77031 ,  , 0.00000 , 0.00000 , 83.85153 , 2.43508 , 3.00000 , 0.90475 , 17.77197 , quad , 2.92011 , 473.05896 
11384 , 91133 , 265.40539 , 12.76175 , 1.85335 , 8.53794 , 228.10312 , 56.03865 , 15.20687 ,  , 0.00000 , 0.00000 , 76.03437 , 2.66054 , 3.00000 , 0.86541 , 17.22355 , quad , 8.92445 , 277.69480 
11385 , 284828 , 188.40101 , 11.37911 , 1.46814 , 12.42830 , 291.03112 , 10.00586 , 19.40207 ,  , 0.00000 , 0.00000 , 97.01037 , 3.26179 , 3.00000 , 0.83020 , 16.31974 , quad , 2.14849 , 139.04888 
11386 , 107725 , 79.26465 , 13.52329 , 2.48540 , 5.18548 , 106.13481 , 43.68340 , 7.07565 ,  , 0.00000 , 0.00000 , 35.37827 , 2.24457 , 3.00000 , 0.86371 , 17.38349 , quad , 9.19807 , 291.70642 
11387 , 76911 , 266.98247 , 11.96842 , 1.78220 , 16.65578 , 114.67516 , 81.40929 , 7.64501 ,  , 0.00000 , 0.00000 , 38.22505 , 0.53451 , 3.00000 , 0.98920 , 17.05471 , quad , 8.14196 , 36.25529 
11388 , 783479 , 178.11446 , 8.72452 , 2.82156 , 15.05257 , 121.86137 , 37.25940 , 8.12409 ,  , 0.00000 , 0.00000 , 40.62046 , 0.12497 , 3.00000 , 0.94696 , 18.15885 , quad , -1.19410 , 266.78103 
11389 , 656926 , 201.35293 , 7.95781 , 0.33159 , 19.15283 , 207.84415 , 34.94932 , 13.85628 ,  , 0.00000 , 0.00000 , 69.28138 , 4.54061 , 3.00000 , 0.96891 , 16.06802 , quad , 0.95066 , 416.80250 
11390 , 85187 , 56.95782 , 8.21585 , 1.91430 , 11.84730 , 107.60645 , 33.66500 , 7.17376 ,  , 0.00000 , 0.00000 , 35.86882 , 0.67525 , 3.00000 , 0.88353 , 16.53618 , quad , -4.85698 , 163.26261 
11391 , 758877 , 281.04770 , 11.55118 , 0.33688 , 18.25571 , 147.00986 , 69.55282 , 9.80066 ,  , 0.00000 , 0.00000 , 49.00329 , 1.55544 , 3.00000 , 0.88920 , 17.72588 , quad , -0.95369 , 137.76101 
11392 , 734511 , 145.30348 , 10.20107 , 2.39757 , 9.94200 , 287.06162 , 26.47817 , 19.13744 ,  , 0.00000 , 0.00000 , 95.68721 , 3.14572 , 3.00000 , 0.95038 , 17.35111 , quad , 5.77884 , 498.78240 
11393 , 391470 , 150.07628 , 7.37929 , 2.02979 , 19.36452 , 198.47174 , 4.24665 , 13.23145 ,  , 0.00000 , 0.00000 , 66.15725 , 2.31794 , 3.00000 , 0.83927 , 16.87065 , quad , 5.34620 , 339.48051 
11394 , 516675 , 161.77411 , 9.81902 , 0.39019 , 18.00833 , 199.41123 , 66.05666 , 13.29408 ,  , 0.00000 , 0.00000 , 66.47041 , 2.15359 , 3.00000 , 0.88345 , 16.16523 , quad , -2.96211 , 173.51232 
11395 , 105463 , 205.26538 , 8.88388 , 2.26454 , 16.30126 , 290.27263 , 90.14929 , 19.35151 ,  , 0.00000 , 0.00000 , 96.75754 , 0.95483 , 3.00000 , 0.90478 , 17.03866 , quad , 4.24949 , 191.24509 
11396 , 31020 , 131.68663 , 9.34105 , 2.59187 , 12.25373 , 255.24990 , 66.40613 , 17.01666 ,  , 0.00000 , 0.00000 , 85.08330 , 4.29178 , 3.00000 , 0.93296 , 16.57574 , quad , -3.44227 , 368.34763 
11397 , 152178 , 239.64807 , 11.49709 , 1.28400 , 16.20711 , 192.97247 , 3.71607 , 12.86483 ,  , 0.00000 , 0.00000 , 64.32416 , 2.75536 , 3.00000 , 0.89505 , 16.57079 , quad , -0.14174 , 155.74733 
11398 , 689212 , 135.71513 , 12.23261 , 0.95430 , 10.91331 , 249.00813 , 71.82272 , 16.60054 ,  , 0.00000 , 0.00000 , 83.00271 , 4.00380 , 3.00000 , 0.86540 , 16.36693 , quad , 0.19164 , 282.08791 
11399 , 198462 , 284.15588 , 9.79880 , 1.51345 , 19.08433 , 137.14483 , 73.56215 , 9.14299 ,  , 0.00000 , 0.00000 , 45.71494 , 4.48092 , 3.00000 , 0.98836 , 16.96837 , quad , 0.46022 , 457.37487 
11400 , 327607 , 321.79152 , 9.18349 , 1.35593 , 10.42708 , 147.81057 , 20.33737 , 9.85404 ,  , 0.00000 , 0.00000 , 49.27019 , 3.01663 , 4.00000 , 0.85770 , 15.99598 , quad , 8.19447 , 79.12561 
11401 , 408024 , 209.44581 , 7.43539 , 0.42606 , 7.87586 , 252.40494 , 9.40267 , 16.82700 ,  , 0.00000 , 0.00000 , 84.13498 , 0.50673 , 4.00000 , 0.95173 , 16.52795 , quad , 1.39909 , 423.71593 
11402 , 791043 , 206.39436 , 13.14050 , 0.27453 , 5.27440 , 231.38174 , 36.34058 , 15.42545 ,  , 0.00000 , 0.00000 , 77.12725 , 1.14328 , 4.00000 , 0.93252 , 16.65473 , quad , 7.97555 , 371.99575 
11403 , 348270 , 284.93521 , 10.63250 , 2.17251 , 13.33254 , 129.48793 , 40.34717 , 8.63253 ,  , 0.00000 , 0.00000 , 43.16264 , 2.90527 , 4.00000 , 0.90448 , 17.06614 , quad , -8.58575 , 391.60057 
11404 , 650998 , 237.84424 , 7.70700 , 1.29398 , 6.90216 , 162.71992 , 40.35346 , 10.84799 ,  , 0.00000 , 0.00000 , 54.23997 , 2.44133 , 4.00000 , 0.93511 , 17.88516 , quad , 5.74197 , 57.23193 
11405 , 966311 , 246.40493 , 9.07319 , 2.56547 , 16.39649 , 249.52402 , 7.88814 , 16.63493 ,  , 0.00000 , 0.00000 , 83.17467 , 1.14346 , 4.00000 , 0.84047 , 15.34561 , quad , -7.50630 , 190.51081 
11406 , 363091 , 222.93471 , 8.10187 , 1.08260 , 6.77661 , 177.44606 , 26.04778 , 11.82974 ,  , 0.00000 , 0.00000 , 59.14869 , 5.58360 , 4.00000 , 0.87592 , 15.36949 , quad , 2.84876 , 364.86829 
11407 , 549373 , 233.39606 , 8.13084 , 0.63239 , 14.68307 , 178.55483 , 63.83185 , 11.90366 ,  , 0.00000 , 0.00000 , 59.51828 , 1.24768 , 4.00000 , 0.86399 , 17.80347 , quad , -1.97234 , 76.16858 
11408 , 644652 , 71.59698 , 8.00644 , 1.48988 , 6.05882 , 132.06357 , 19.59076 , 8.80424 ,  , 0.00000 , 0.00000 , 44.02119 , 5.93309 , 4.00000 , 0.96505 , 17.79504 , quad , -1.68820 , 410.98934 
11409 , 224414 , 292.74077 , 7.47355 , 2.86005 , 10.84307 , 136.47773 , 47.53367 , 9.09852 ,  , 0.00000 , 0.00000 , 45.49258 , 1.07502 , 4.00000 , 0.97306 , 17.53995 , quad , 3.94669 , 495.91019 
11410 , 392776 , 105.45338 , 10.67765 , 1.34975 , 7.92696 , 258.96227 , 9.49127 , 17.26415 ,  , 0.00000 , 0.00000 , 86.32076 , 5.31402 , 4.00000 , 0.87913 , 16.80745 , quad , -7.48193 , 64.80588 
11411 , 330176 , 95.12401 , 13.38525 , 0.38653 , 9.64301 , 162.89298 , 84.12185 , 10.85953 ,  , 0.00000 , 0.00000 , 54.29766 , 4.74462 , 4.00000 , 0.93889 , 16.26948 , quad , -3.15370 , 374.58738 
11412 , 771354 , 255.72659 , 9.60241 , 1.84308 , 19.28275 , 101.44677 , 32.41889 , 6.76312 ,  , 0.00000 , 0.00000 , 33.81559 , 5.40154 , 4.00000 , 0.95737 , 16.15190 , quad , 6.83297 , 196.96173 
11413 , 357646 , 187.60192 , 10.92066 , 1.81603 , 15.10758 , 279.77823 , 1.91315 , 18.65188 ,  , 0.00000 , 0.00000 , 93.25941 , 1.18469 , 4.00000 , 0.91314 , 17.06466 , quad , -3.58833 , 261.02341 
11414 , 474477 , 192.55261 , 10.14073 , 1.97906 , 14.51232 , 262.99078 , 54.30136 , 17.53272 ,  , 0.00000 , 0.00000 , 87.66359 , 0.01154 , 4.00000 , 0.92149 , 16.63201 , quad , 3.39048 , 193.14630 
11415 , 123538 , 102.85428 , 10.28463 , 1.90416 , 8.89304 , 256.50990 , 46.78829 , 17.10066 ,  , 0.00000 , 0.00000 , 85.50330 , 3.14437 , 4.00000 , 0.91491 , 16.81864 , quad , -3.59049 , 78.47120 
11416 , 423330 , 359.48511 , 10.85983 , 1.74602 , 6.37490 , 124.72472 , 78.16285 , 8.31498 ,  , 0.00000 , 0.00000 , 41.57491 , 5.75787 , 4.00000 , 0.87744 , 15.95068 , quad , 2.04253 , 200.55026 
11417 , 366601 , 222.83123 , 8.05851 , 1.90735 , 11.09828 , 197.35402 , 95.25957 , 13.15693 ,  , 0.00000 , 0.00000 , 65.78467 , 3.55610 , 4.00000 , 0.94661 , 16.80162 , quad , 2.39807 , 421.72993 
11418 , 44398 , 171.46291 , 11.02732 , 2.40833 , 17.44397 , 241.28100 , 97.27818 , 16.08540 ,  , 0.00000 , 0.00000 , 80.42700 , 4.08708 , 4.00000 , 0.87892 , 17.19114 , quad , -9.95941 , 225.74401 
11419 , 913547 , 232.42058 , 9.46507 , 0.34551 , 16.50486 , 228.22006 , 18.72929 , 15.21467 ,  , 0.00000 , 0.00000 , 76.07335 , 1.29170 , 4.00000 , 0.81783 , 17.32189 , quad , 2.35803 , 465.06347 
11420 , 49656 , 95.15761 , 10.91247 , 1.13352 , 6.35384 , 237.91437 , 29.84497 , 15.86096 ,  , 0.00000 , 0.00000 , 79.30479 , 5.15410 , 4.00000 , 0.82464 , 16.89029 , quad , -9.06721 , 94.58306 
11421 , 321479 , 284.94534 , 9.87753 , 2.69652 , 17.00700 , 144.71377 , 57.85330 , 9.64758 ,  , 0.00000 , 0.00000 , 48.23792 , 1.44081 , 4.00000 , 0.96239 , 17.69534 , quad , -6.62971 , 85.60523 
11422 , 131516 , 105.26471 , 11.36547 , 1.37799 , 8.71439 , 242.90379 , 25.32815 , 16.19359 ,  , 0.00000 , 0.00000 , 80.96793 , 1.05102 , 4.00000 , 0.95338 , 17.32804 , quad , -1.27583 , 419.25787 
11423 , 2023 , 106.18140 , 10.67218 , 2.83913 , 15.54045 , 286.81263 , 36.92436 , 19.12084 ,  , 0.00000 , 0.00000 , 95.60421 , 5.45180 , 4.00000 , 0.93465 , 17.92121 , quad , 2.61823 , 451.42103 
11424 , 117224 , 154.81390 , 11.41152 , 2.05513 , 16.99037 , 167.32809 , 40.74835 , 11.15521 ,  , 0.00000 , 0.00000 , 55.77603 , 6.24694 , 4.00000 , 0.88592 , 16.22183 , quad , -7.18490 , 123.11856 
11425 , 127469 , 184.54757 , 13.69484 , 2.53613 , 10.19457 , 290.01339 , 19.46806 , 19.33423 ,  , 0.00000 , 0.00000 , 96.67113 , 2.27390 , 4.00000 , 0.85504 , 16.40960 , quad , -4.87629 , 368.87541 
11426 , 674145 , 264.75055 , 10.50637 , 2.41329 , 19.34094 , 228.90947 , 35.73691 , 15.26063 ,  , 0.00000 , 0.00000 , 76.30316 , 5.96047 , 4.00000 , 0.97307 , 18.27076 , quad , 8.05436 , 348.03130 
11427 , 184862 , 171.18825 , 9.09329 , 1.46876 , 5.13357 , 261.93604 , 8.28940 , 17.46240 ,  , 0.00000 , 0.00000 , 87.31201 , 5.45136 , 4.00000 , 0.94619 , 17.72082 , quad , 3.91581 , 268.90256 
11428 , 707350 , 242.84799 , 7.86198 , 0.72898 , 5.65210 , 224.46565 , 49.12177 , 14.96438 ,  , 0.00000 , 0.00000 , 74.82188 , 2.18671 , 4.00000 , 0.91958 , 15.42322 , quad , -4.82007 , 85.68468 
11429 , 461301 , 146.58022 , 11.42525 , 2.84123 , 12.34701 , 161.54139 , 3.15665 , 10.76943 ,  , 0.00000 , 0.00000 , 53.84713 , 1.01005 , 4.00000 , 0.96806 , 16.68436 , quad , 10.95493 , 444.71376 
11430 , 327606 , 118.41806 , 8.56542 , 1.75948 , 7.95469 , 254.48100 , 11.76177 , 16.96540 ,  , 0.00000 , 0.00000 , 84.82700 , 0.43521 , 4.00000 , 0.93210 , 15.95008 , quad , -7.65201 , 272.68480 
11431 , 954091 , 123.05688 , 9.56713 , 2.81811 , 15.10005 , 266.60196 , 4.80477 , 17.77346 ,  , 0.00000 , 0.00000 , 88.86732 , 5.10300 , 4.00000 , 0.92062 , 16.61477 , quad , -4.96981 , 361.38335 
11432 , 260881 , 238.82948 , 11.25881 , 1.69898 , 11.29762 , 248.68463 , 76.62149 , 16.57898 ,  , 0.00000 , 0.00000 , 82.89488 , 1.52391 , 4.00000 , 0.93259 , 16.50905 , quad , -4.69218 , 304.35664 
11433 , 434059 , 150.88857 , 9.49053 , 2.16616 , 16.44648 , 247.14238 , 86.61926 , 16.47616 ,  , 0.00000 , 0.00000 , 82.38079 , 0.81037 , 4.00000 , 0.84727 , 17.15436 , quad , 1.77716 , 286.24704 
11434 , 596111 , 175.22406 , 11.77438 , 1.90977 , 14.61247 , 211.24852 , 75.79859 , 14.08323 ,  , 0.00000 , 0.00000 , 70.41617 , 0.96016 , 4.00000 , 0.82470 , 17.83160 , quad , -0.32426 , 245.77007 
11435 , 807620 , 306.63382 , 9.78141 , 0.17377 , 5.82312 , 131.71258 , 23.93328 , 8.78084 ,  , 0.00000 , 0.00000 , 43.90419 , 2.50584 , 4.00000 , 0.90153 , 14.66215 , quad , 6.84781 , 454.36272 
11436 , 403099 , 278.64606 , 7.45917 , 0.56016 , 19.75252 , 163.47658 , 22.34598 , 10.89844 ,  , 0.00000 , 0.00000 , 54.49219 , 5.94990 , 4.00000 , 0.97330 , 16.69727 , quad , -4.21992 , 436.53224 
11437 , 856644 , 104.54325 , 10.33467 , 1.58483 , 15.01492 , 248.14966 , 72.76549 , 16.54331 ,  , 0.00000 , 0.00000 , 82.71655 , 3.03696 , 4.00000 , 0.85408 , 18.12709 , quad , 4.01877 , 287.12820 
11438 , 507541 , 263.26622 , 12.69178 , 2.33216 , 14.53519 , 209.79485 , 7.69048 , 13.98632 ,  , 0.00000 , 0.00000 , 69.93162 , 1.84072 , 4.00000 , 0.87213 , 17.27751 , quad , 2.95453 , 276.50174 
11439 , 919334 , 118.17855 , 8.62567 , 2.35657 , 19.09665 , 102.72901 , 10.76710 , 6.84860 ,  , 0.00000 , 0.00000 , 34.24300 , 3.85118 , 4.00000 , 0.82352 , 16.15107 , quad , 0.40419 , 249.37649 
11440 , 751343 , 105.85245 , 12.41116 , 1.63004 , 12.92767 , 285.23415 , 96.12114 , 19.01561 ,  , 0.00000 , 0.00000 , 95.07805 , 2.38526 , 4.00000 , 0.98274 , 16.01942 , quad , -11.53864 , 450.82304 
11441 , 161537 , 287.05369 , 10.15403 , 0.31682 , 7.06977 , 105.80015 , 23.10363 , 7.05334 ,  , 0.00000 , 0.00000 , 35.26672 , 5.81366 , 4.00000 , 0.93277 , 18.62553 , quad , 1.81289 , 428.85108 
11442 , 887260 , 327.68846 , 12.92198 , 1.95404 , 13.52072 , 125.12463 , 4.10467 , 8.34164 ,  , 0.00000 , 0.00000 , 41.70821 , 1.23909 , 4.00000 , 0.84069 , 13.75029 , quad , 7.58407 , 330.13067 
11443 , 174229 , 65.84865 , 10.89145 , 2.60042 , 10.60219 , 153.67703 , 57.12464 , 10.24514 ,  , 0.00000 , 0.00000 , 51.22568 , 2.05474 , 4.00000 , 0.91487 , 15.25887 , quad , -4.69056 , 386.09491 
11444 , 194025 , 235.07381 , 12.54636 , 2.11574 , 18.70184 , 177.07257 , 78.84740 , 11.80484 ,  , 0.00000 , 0.00000 , 59.02419 , 4.25591 , 4.00000 , 0.83195 , 16.88885 , quad , 11.53050 , 391.49909 
11445 , 643590 , 101.90507 , 15.00531 , 2.33955 , 17.96501 , 262.32222 , 42.23697 , 17.48815 ,  , 0.00000 , 0.00000 , 87.44074 , 3.68390 , 4.00000 , 0.90818 , 15.50787 , quad , -11.44428 , 141.92508 
11446 , 898603 , 191.63927 , 11.36522 , 0.70235 , 18.38252 , 222.82216 , 92.02650 , 14.85481 ,  , 0.00000 , 0.00000 , 74.27405 , 2.47898 , 4.00000 , 0.81703 , 14.79063 , quad , -4.64132 , 312.16764 
11447 , 994440 , 163.58984 , 9.26873 , 0.72813 , 7.09974 , 112.77141 , 88.00280 , 7.51809 ,  , 0.00000 , 0.00000 , 37.59047 , 4.08864 , 4.00000 , 0.87106 , 16.09449 , quad , -0.52947 , 178.37891 
11448 , 750468 , 186.00614 , 4.21588 , 0.71259 , 17.49217 , 285.25179 , 18.06169 , 19.01679 ,  , 0.00000 , 0.00000 , 95.08393 , 0.98835 , 4.00000 , 0.87418 , 17.32954 , quad , 1.27666 , 433.18568 
11449 , 177399 , 93.85897 , 10.27784 , 2.77587 , 15.06198 , 119.04290 , 31.53509 , 7.93619 ,  , 0.00000 , 0.00000 , 39.68097 , 0.71802 , 4.00000 , 0.95358 , 18.02894 , quad , 7.50187 , 355.13228 
11450 , 1293 , 100.38423 , 7.59206 , 0.25804 , 9.67849 , 168.14799 , 84.97494 , 11.20987 ,  , 0.00000 , 0.00000 , 56.04933 , 1.82780 , 4.00000 , 0.93281 , 15.65780 , quad , -7.53682 , 432.04450 
11451 , 636187 , 103.13411 , 11.98249 , 0.14973 , 18.26670 , 187.16279 , 49.65773 , 12.47752 ,  , 0.00000 , 0.00000 , 62.38760 , 3.94570 , 4.00000 , 0.81929 , 19.42065 , quad , 1.96583 , 301.57816 
11452 , 409849 , 252.29875 , 7.26881 , 1.00696 , 6.54363 , 236.24287 , 13.32535 , 15.74952 ,  , 0.00000 , 0.00000 , 78.74762 , 6.07089 , 4.00000 , 0.82276 , 17.12195 , quad , 0.55335 , 123.93837 
